att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,att128,att129,att130,att131,att132,att133,att134,att135,att136,att137,att138,att139,att140,att141,att142,att143,target
2.5594,2.3188,2.0651,1.8118,1.559,1.3087,1.0819,0.9595,0.78294,0.62724,0.46441,0.241,0.038952,0.011887,0.024375,-0.071706,-0.2933,-0.54025,-0.77946,-0.98969,-1.1208,-1.326,-1.4748,-1.5908,-1.6345,-1.6444,-1.4944,-1.3062,-1.1688,-1.2356,-1.3115,-1.3669,-1.3291,-1.1082,-0.88218,-0.71623,-0.55473,-0.42635,-0.57989,-0.3558,-0.093582,0.1168,0.080817,0.28023,0.3907,0.49043,0.6033,0.72819,0.84534,0.98032,0.81214,0.61108,0.42756,0.48835,0.48713,0.28249,0.07754,-0.1167,-0.29141,-0.42201,-0.55404,-0.66958,-0.76228,-0.67531,-0.52486,-0.30948,-0.073736,0.16118,0.29808,0.34981,0.59532,0.84417,1.0932,1.3421,1.549,1.7138,1.5758,1.3265,1.0774,0.82823,0.57782,0.32824,0.11939,-0.11247,-0.35064,-0.58141,-0.80345,-0.77172,-0.6706,-0.5698,-0.45131,-0.30043,-0.093305,0.10724,0.21469,0.11864,0.29333,0.52845,0.6213,0.52685,0.4103,0.30695,0.21338,0.10382,-0.091717,-0.11012,-0.23127,-0.46348,-0.67422,-0.6353,-0.72659,-0.90115,-1.1057,-1.2737,-1.39,-1.3467,-1.2835,-1.2128,-1.3394,-1.5617,-1.571,-1.5189,-1.4282,-1.3043,-1.1241,-0.88865,-0.61198,-0.38351,-0.15433,0.047142,0.042045,0.087666,0.33678,0.51538,0.67031,0.84412,1.0308,1.2118,1.4564,1.7015,1.9395,2.1823,2.4218,2.562,2
2.6435,2.4326,2.2257,2.0187,1.8125,1.6067,1.4011,1.1958,0.99072,0.78611,0.58273,0.41093,0.22724,0.075226,-0.10504,-0.2959,-0.48514,-0.67612,-0.865,-1.0514,-1.2346,-1.4142,-1.5628,-1.6253,-1.6494,-1.6394,-1.591,-1.5259,-1.4037,-1.2783,-1.1355,-0.97339,-0.77367,-0.58265,-0.35903,-0.14683,0.023428,0.087001,0.1642,0.23067,0.31163,0.24998,0.094738,-0.049783,-0.18659,-0.32148,-0.45111,-0.57188,-0.68273,-0.78259,-0.85369,-0.87443,-0.5945,-0.32525,-0.055026,0.19045,0.45278,0.63907,0.79507,0.88679,0.83589,0.79446,0.75963,0.72146,0.70945,0.68743,0.50083,0.30254,0.062837,-0.16064,-0.36197,-0.58458,-0.42453,-0.5255,-0.4403,-0.59732,-0.63397,-0.4398,-0.49328,-0.29817,-0.077526,0.14638,0.34271,0.55023,0.59493,0.59922,0.6029,0.61362,0.6354,0.66398,0.63594,0.4784,0.28171,0.060783,-0.099977,-0.15564,-0.2735,-0.39832,-0.53131,-0.44755,-0.31934,-0.18476,-0.041626,0.053798,0.02712,-0.049367,-0.086742,-0.24926,-0.42785,-0.61073,-0.77595,-0.94209,-1.093,-1.2185,-1.318,-1.4072,-1.4515,-1.4874,-1.4939,-1.4563,-1.3719,-1.2079,-1.0384,-0.86436,-0.69664,-0.5245,-0.33971,-0.16115,0.004669,0.15834,0.31319,0.47477,0.65262,0.85413,1.0522,1.2509,1.4502,1.6486,1.8475,2.0459,2.2473,2.4469,2.5952,2.6459,6
2.8221,2.6158,2.3935,2.1709,1.9486,1.7258,1.504,1.2809,1.0587,0.83549,0.61237,0.3907,0.38852,0.40927,0.20782,-0.009784,-0.222,-0.44206,-0.62898,-0.8262,-1.0177,-1.2101,-1.3413,-1.3884,-1.3604,-1.1734,-1.1562,-1.2137,-1.1588,-1.025,-0.83169,-0.61402,-0.39468,-0.16605,0.063889,0.16811,0.22561,0.21126,0.18471,0.10542,-0.117,-0.33262,-0.55144,-0.76244,-0.94046,-1.1127,-1.266,-1.4043,-1.2532,-1.0656,-0.7778,-0.62877,-0.35276,-0.06669,0.22523,0.49754,0.70204,0.7801,0.67657,0.53726,0.40476,0.29459,0.26472,0.47803,0.6926,0.89293,0.73938,0.51869,0.29535,0.078538,-0.13718,-0.3618,-0.27935,-0.32062,-0.47331,-0.31994,-0.28075,-0.21735,0.025126,0.24793,0.46794,0.6382,0.81697,0.6489,0.45544,0.3189,0.44273,0.561,0.59016,0.45586,0.21752,-0.084924,-0.38695,-0.65184,-0.85143,-1.0919,-1.2893,-1.3424,-1.1896,-1.0355,-0.85971,-0.67381,-0.45989,-0.24857,-0.029864,0.053989,0.081738,0.11153,0.025205,-0.1413,-0.38979,-0.59221,-0.77708,-0.97892,-1.1325,-1.2067,-1.1523,-1.1142,-1.1862,-1.3279,-1.3649,-1.3414,-1.1603,-0.9756,-0.79152,-0.59409,-0.43813,-0.22584,-0.007053,0.20776,0.37817,0.3512,0.43595,0.65603,0.87837,1.1009,1.3235,1.5446,1.7661,1.9865,2.2075,2.4281,2.6487,2.8223,7
2.7289,2.5089,2.2942,2.0827,1.8749,1.6617,1.4564,1.253,1.0672,0.8976,0.69276,0.48805,0.28348,0.080129,-0.030279,0.034317,0.025566,-0.16853,-0.35811,-0.53684,-0.70853,-0.86686,-1.0122,-1.1421,-1.264,-1.3548,-1.4249,-1.492,-1.4879,-1.4753,-1.4321,-1.3733,-1.2681,-1.1714,-1.0376,-0.88821,-0.72571,-0.55366,-0.37551,-0.18963,0.002754,0.20062,0.38631,0.52699,0.65065,0.70014,0.71609,0.59008,0.6286,0.56062,0.42294,0.29111,0.15072,0.016523,-0.11073,-0.25031,-0.41517,-0.33014,-0.16927,0.031926,0.23365,0.41532,0.60581,0.73058,0.58803,0.39407,0.18383,-0.020711,-0.21915,-0.41064,-0.57284,-0.53172,-0.41523,-0.25164,-0.33692,-0.55314,-0.56974,-0.45091,-0.33009,-0.1234,0.083785,0.28636,0.4617,0.66021,0.74067,0.54613,0.38012,0.19035,0.002415,-0.10627,0.024899,0.14954,0.26467,0.27059,0.16882,0.19672,0.27698,0.21691,0.14916,-0.009363,-0.1778,-0.32754,-0.48577,-0.63788,-0.78284,-0.91944,-1.0463,-1.1618,-1.2641,-1.3515,-1.4219,-1.4737,-1.5053,-1.5157,-1.5048,-1.4378,-1.3796,-1.3069,-1.2322,-1.1314,-1.0175,-0.89224,-0.74667,-0.61184,-0.45882,-0.30593,-0.11813,0.009856,-0.016643,0.02537,0.22406,0.42871,0.62283,0.82793,1.028,1.2236,1.4227,1.63,1.8266,2.0151,2.2088,2.4031,2.5909,2.7321,3
2.8598,2.6585,2.4463,2.2347,2.0201,1.8021,1.5881,1.3665,1.149,0.92753,0.71035,0.56931,0.44637,0.28891,0.077767,-0.13516,-0.34915,-0.5535,-0.72786,-0.91401,-1.1045,-1.2884,-1.3601,-1.3791,-1.3178,-1.1181,-1.1688,-1.1708,-1.1232,-0.98018,-0.81337,-0.62049,-0.43146,-0.21344,0.011605,0.12028,0.22524,0.1865,0.15655,0.074814,-0.15097,-0.37483,-0.59625,-0.80113,-0.98659,-1.1487,-1.2982,-1.342,-1.1538,-0.95347,-0.69576,-0.55381,-0.29454,-0.037291,0.21765,0.46023,0.65102,0.72364,0.60086,0.47027,0.33251,0.22341,0.31378,0.52887,0.74561,0.72934,0.51061,0.29253,0.075543,-0.1419,-0.36144,-0.34849,-0.29942,-0.37729,-0.44842,-0.31421,-0.30383,-0.20527,0.042386,0.27871,0.51543,0.73413,0.63836,0.44463,0.26114,0.37381,0.48486,0.60554,0.56117,0.35375,0.089287,-0.19428,-0.47759,-0.65703,-0.89294,-1.1143,-1.3115,-1.3433,-1.1951,-1.0338,-0.86224,-0.68253,-0.47615,-0.27279,-0.068119,0.071018,0.10424,0.13623,0.11104,-0.000459,-0.21892,-0.41123,-0.61111,-0.79503,-0.95995,-1.1029,-1.1703,-1.0881,-1.1293,-1.3071,-1.325,-1.2811,-1.1017,-0.91382,-0.71943,-0.52392,-0.30096,-0.18239,0.028849,0.2436,0.38128,0.35659,0.457,0.67794,0.89765,1.1189,1.3396,1.5604,1.7828,2.007,2.2299,2.4568,2.6848,2.8565,7
2.4498,2.3225,2.1338,1.9435,1.7532,1.5631,1.3752,1.1878,0.99827,0.80637,0.61449,0.42534,0.23362,0.044874,-0.14663,-0.3348,-0.4825,-0.54,-0.71517,-0.90027,-1.0539,-1.1768,-1.285,-1.364,-1.4162,-1.4341,-1.3724,-1.2597,-1.0962,-1.0573,-1.1367,-1.215,-1.2919,-1.3326,-1.2289,-1.195,-1.0856,-0.94608,-0.79957,-0.64679,-0.48278,-0.31202,-0.13685,0.051259,0.22971,0.34977,0.49014,0.6098,0.68644,0.60506,0.47095,0.34247,0.20673,0.091084,-0.016702,-0.11574,-0.22061,-0.29977,-0.38365,-0.43893,-0.48073,-0.38652,-0.19964,-0.013386,0.17512,0.36363,0.55327,0.74398,0.89753,0.99684,1.1898,1.3846,1.5754,1.6594,1.4722,1.2867,1.0996,0.91235,0.74681,0.5553,0.3771,0.18619,0.003081,-0.18304,-0.36386,-0.4992,-0.46418,-0.41485,-0.34418,-0.26239,-0.18417,-0.079291,0.026994,0.14179,0.2642,0.39339,0.50911,0.63533,0.48868,0.37915,0.24264,0.10404,-0.07898,-0.26247,-0.4477,-0.62354,-0.78099,-0.9426,-1.0759,-1.2008,-1.2679,-1.3154,-1.2387,-1.1598,-1.0648,-0.98346,-1.1461,-1.2719,-1.3846,-1.4021,-1.3622,-1.2972,-1.2028,-1.0834,-0.95214,-0.77165,-0.59303,-0.46037,-0.37489,-0.1879,0.002222,0.19339,0.38317,0.57446,0.76482,0.95584,1.1469,1.3381,1.5295,1.7219,1.9138,2.1067,2.2999,2.4485,1
2.5771,2.315,2.0597,1.8036,1.5489,1.3626,1.1344,0.99441,0.81864,0.65759,0.47415,0.26806,0.11138,0.10012,0.1221,-0.054818,-0.30396,-0.55384,-0.78379,-0.96752,-1.1501,-1.3189,-1.4777,-1.5785,-1.6354,-1.5741,-1.4022,-1.1673,-1.1507,-1.2439,-1.3204,-1.3881,-1.2445,-1.063,-0.87005,-0.68925,-0.55607,-0.572,-0.50799,-0.25082,-0.012083,0.003065,0.16179,0.28364,0.37656,0.46279,0.5836,0.69654,0.82152,0.69367,0.50138,0.3137,0.36023,0.38378,0.19135,-0.016247,-0.22836,-0.39283,-0.53896,-0.67145,-0.78024,-0.87829,-0.81453,-0.70753,-0.534,-0.288,-0.049784,0.15487,0.14985,0.37902,0.63082,0.88256,1.1348,1.3873,1.6397,1.8792,1.7529,1.4996,1.2498,0.99987,0.74443,0.49136,0.24209,0.032321,-0.20056,-0.43722,-0.65428,-0.79023,-0.87353,-0.76467,-0.65609,-0.51135,-0.36967,-0.16379,0.053683,0.2067,0.14417,0.2882,0.5285,0.61699,0.51441,0.38662,0.29208,0.2128,0.10681,-0.083122,-0.099214,-0.3367,-0.56127,-0.60198,-0.63548,-0.7749,-0.9534,-1.1216,-1.2859,-1.3403,-1.2806,-1.1898,-1.1382,-1.4037,-1.5097,-1.4755,-1.4,-1.2792,-1.1274,-0.91667,-0.66366,-0.39557,-0.15601,0.072864,0.11872,0.128,0.29468,0.49272,0.66351,0.82995,1.0125,1.2074,1.4518,1.7007,1.9465,2.1899,2.4171,2.5794,2
2.7199,2.5244,2.3155,2.1077,1.8999,1.6931,1.4868,1.2807,1.075,0.86973,0.66536,0.46614,0.299,0.12534,-0.050922,-0.23767,-0.42648,-0.61845,-0.8022,-0.98235,-1.1658,-1.3455,-1.5022,-1.5493,-1.5897,-1.568,-1.5227,-1.4334,-1.3171,-1.1766,-1.0145,-0.85257,-0.65766,-0.44872,-0.23008,-0.020083,0.1016,0.15561,0.237,0.28216,0.22522,0.071518,-0.079966,-0.2243,-0.36079,-0.4921,-0.61393,-0.72369,-0.81787,-0.82692,-0.64593,-0.38658,-0.11162,0.14906,0.39509,0.58974,0.76211,0.84624,0.79368,0.75119,0.71905,0.67994,0.6764,0.65011,0.50456,0.29558,0.087873,-0.17142,-0.35055,-0.58083,-0.44799,-0.60935,-0.52526,-0.50967,-0.64438,-0.46708,-0.52718,-0.32881,-0.11966,0.11989,0.32477,0.52569,0.61319,0.61304,0.62329,0.64385,0.6746,0.70978,0.69041,0.54671,0.36992,0.13444,-0.12825,-0.32507,-0.40701,-0.54973,-0.68815,-0.60742,-0.4902,-0.36362,-0.22424,-0.086236,0.062804,0.13606,0.11408,0.036062,-0.049891,-0.20505,-0.40151,-0.59622,-0.78699,-0.95431,-1.1062,-1.2219,-1.3464,-1.432,-1.4967,-1.5427,-1.5469,-1.5224,-1.4665,-1.3041,-1.1357,-0.96239,-0.78491,-0.60402,-0.42026,-0.24206,-0.060904,0.088826,0.24304,0.40097,0.5717,0.76558,0.96422,1.1668,1.3665,1.5667,1.7674,1.9685,2.1676,2.3696,2.5678,2.7215,6
2.8499,2.6412,2.419,2.1978,1.977,1.7565,1.5361,1.3157,1.0955,0.8753,0.65527,0.43483,0.41995,0.41301,0.20666,-0.007118,-0.22339,-0.4351,-0.62186,-0.81586,-1.0166,-1.2055,-1.3259,-1.3617,-1.348,-1.1763,-1.1474,-1.1896,-1.1845,-1.0429,-0.86251,-0.66365,-0.46174,-0.24701,-0.011479,0.11942,0.193,0.18226,0.16225,0.10753,-0.089626,-0.30691,-0.52263,-0.72656,-0.91633,-1.0885,-1.2507,-1.4002,-1.3738,-1.1869,-0.95881,-0.68893,-0.50626,-0.19857,0.10991,0.3977,0.62704,0.73752,0.68054,0.54548,0.41926,0.2865,0.18058,0.25614,0.46558,0.68415,0.79742,0.62525,0.40525,0.18885,-0.026988,-0.23808,-0.45203,-0.41958,-0.32841,-0.3535,-0.51858,-0.37524,-0.32055,-0.29618,-0.058589,0.14665,0.38243,0.61365,0.77035,0.60801,0.44676,0.35331,0.46059,0.56258,0.50349,0.30154,0.028937,-0.25787,-0.54087,-0.72107,-0.98895,-1.192,-1.3683,-1.3115,-1.1441,-0.97825,-0.80344,-0.60227,-0.38847,-0.17277,0.006059,0.0617,0.09006,0.063328,-0.020887,-0.23974,-0.45973,-0.67212,-0.86494,-1.0329,-1.144,-1.1252,-1.0898,-1.2703,-1.3039,-1.2687,-1.116,-0.93819,-0.7532,-0.56254,-0.37401,-0.16239,0.050526,0.2589,0.42214,0.40328,0.49788,0.71828,0.93603,1.1541,1.3724,1.5908,1.8073,2.0242,2.2414,2.4556,2.6705,2.8511,7
2.5286,2.2459,1.9702,1.6999,1.4327,1.1641,0.97645,0.82117,0.68084,0.549,0.39012,0.14484,0.029405,0.011901,0.012328,-0.13257,-0.39053,-0.64617,-0.84737,-1.048,-1.2299,-1.3982,-1.5312,-1.6011,-1.6734,-1.639,-1.5113,-1.3279,-1.1313,-1.1951,-1.2743,-1.3249,-1.2892,-1.1063,-0.9029,-0.75965,-0.56318,-0.43575,-0.49412,-0.24911,0.005877,0.17228,0.16362,0.36101,0.50183,0.56317,0.67832,0.80773,0.93366,0.9982,0.74037,0.51039,0.52759,0.57179,0.37945,0.14944,-0.0708,-0.2387,-0.37779,-0.50909,-0.61634,-0.70235,-0.54811,-0.3998,-0.1985,0.034894,0.26168,0.37517,0.41835,0.6404,0.89117,1.1369,1.3829,1.6259,1.6699,1.4092,1.1495,0.90443,0.65464,0.41201,0.2434,-0.018563,-0.27112,-0.52003,-0.7489,-0.6808,-0.58684,-0.47437,-0.3454,-0.20195,0.036461,0.25609,0.35227,0.23222,0.4146,0.62111,0.75044,0.63826,0.49522,0.37874,0.31225,0.19,0.019147,-0.045406,-0.15817,-0.37136,-0.57625,-0.60357,-0.63478,-0.77587,-0.99158,-1.1682,-1.3206,-1.4192,-1.3492,-1.2727,-1.2335,-1.4117,-1.6112,-1.6065,-1.5788,-1.4879,-1.3937,-1.257,-1.0164,-0.75995,-0.48155,-0.23593,-0.040535,0.029824,0.035868,0.20741,0.41933,0.55658,0.69044,0.84904,1.0057,1.2414,1.4867,1.7244,1.9631,2.2027,2.4357,2.5359,2
2.4397,2.2488,2.0584,1.8684,1.6781,1.4894,1.2996,1.111,0.9205,0.73131,0.53959,0.34965,0.16204,-0.028001,-0.21792,-0.39853,-0.43509,-0.59746,-0.7814,-0.96316,-1.0942,-1.2143,-1.3064,-1.3712,-1.4197,-1.3442,-1.2071,-1.0458,-1.11,-1.2005,-1.2909,-1.3469,-1.2751,-1.2151,-1.1045,-0.97512,-0.83018,-0.66981,-0.50481,-0.32538,-0.13394,0.053329,0.18901,0.32807,0.45747,0.60771,0.5866,0.45744,0.3346,0.20618,0.084319,-0.030152,-0.13637,-0.23337,-0.32018,-0.39574,-0.47585,-0.50927,-0.52784,-0.34703,-0.1677,0.016618,0.20476,0.3842,0.57191,0.75711,0.94012,1.1271,1.3153,1.5036,1.6952,1.7075,1.516,1.3249,1.1523,0.9617,0.79355,0.60687,0.42018,0.23641,0.049016,-0.1378,-0.31798,-0.49895,-0.50682,-0.44806,-0.39334,-0.3099,-0.23142,-0.12728,-0.02895,0.091958,0.20641,0.32796,0.46405,0.57797,0.53927,0.41602,0.28366,0.17377,-0.009261,-0.17697,-0.35829,-0.52104,-0.67522,-0.83682,-0.98637,-1.121,-1.2359,-1.2615,-1.2997,-1.2202,-1.1406,-1.0457,-0.96648,-1.1083,-1.2512,-1.3539,-1.4088,-1.3856,-1.3302,-1.2557,-1.1656,-1.0373,-0.89008,-0.70883,-0.53484,-0.43445,-0.30404,-0.11511,0.071746,0.26308,0.45298,0.64071,0.83247,1.0206,1.2107,1.3993,1.5874,1.776,1.9655,2.156,2.3064,2.4399,1
2.429,2.2272,2.0288,1.8334,1.6327,1.4377,1.2404,1.0605,0.86829,0.67832,0.48398,0.29187,0.099805,-0.095858,-0.29066,-0.36838,-0.50545,-0.69261,-0.87669,-1.0073,-1.1515,-1.2631,-1.3482,-1.3858,-1.3846,-1.279,-1.1596,-0.97867,-0.97101,-1.0589,-1.1429,-1.2098,-1.2341,-1.1522,-1.1413,-1.0067,-0.85017,-0.67609,-0.48807,-0.27208,-0.064392,0.15035,0.30923,0.43067,0.59243,0.71166,0.77524,0.64733,0.50846,0.37525,0.23838,0.10736,-0.005765,-0.12202,-0.21765,-0.31486,-0.40202,-0.46345,-0.52515,-0.47509,-0.29385,-0.11703,0.055147,0.2348,0.42053,0.60672,0.77961,0.88927,0.90538,0.98478,1.1728,1.3097,1.4926,1.5879,1.4943,1.3029,1.1308,0.94057,0.75105,0.56156,0.3724,0.18308,0.027195,-0.14392,-0.3334,-0.52186,-0.60112,-0.56074,-0.5066,-0.44057,-0.37661,-0.28631,-0.20127,-0.091736,0.02574,0.13655,0.25456,0.31675,0.21955,0.078767,-0.04308,-0.20604,-0.37255,-0.52118,-0.67678,-0.80936,-0.94674,-1.059,-1.1884,-1.2865,-1.35,-1.4079,-1.3917,-1.2903,-1.1868,-1.086,-1.1231,-1.2979,-1.402,-1.3437,-1.278,-1.1925,-1.0895,-0.96277,-0.78328,-0.60179,-0.44225,-0.35115,-0.17624,0.018988,0.20833,0.39802,0.57681,0.75663,0.94239,1.133,1.315,1.5018,1.6844,1.8718,2.0594,2.239,2.3915,2.4326,1
2.4834,2.1922,1.9118,1.6441,1.386,1.1328,0.86006,0.61198,0.3493,0.091171,-0.17064,-0.10026,-0.21347,-0.44313,-0.68493,-0.90945,-1.1107,-1.2781,-1.4149,-1.5082,-1.3559,-1.1785,-0.98603,-0.77364,-0.56436,-0.34846,-0.11862,0.10598,0.34152,0.5719,0.80473,1.0406,1.2708,1.4486,1.5409,1.4301,1.1774,0.92341,0.67126,0.41847,0.16717,-0.083775,-0.33378,-0.58216,-0.82966,-1.0744,-1.3165,-1.552,-1.7854,-2.0255,-1.8677,-1.6234,-1.3137,-1.0063,-0.69243,-0.38169,-0.070839,0.23771,0.51477,0.64716,0.57427,0.40984,0.23836,0.094978,-0.054253,-0.22931,-0.14285,0.10097,0.30884,0.066382,-0.19089,-0.42531,-0.39895,-0.17897,-0.14413,-0.36861,-0.29879,-0.18273,0.069182,0.32067,0.42036,0.18541,0.1767,0.36673,0.54729,0.63028,0.51652,0.28028,0.018583,-0.24404,-0.51499,-0.77945,-1.0434,-1.3066,-1.5313,-1.7185,-1.7479,-1.4885,-1.2444,-1.0008,-0.74362,-0.48356,-0.22952,0.027964,0.29095,0.54332,0.8074,1.0611,1.3155,1.5049,1.3997,1.2847,1.1125,0.81288,0.52258,0.23591,-0.046867,-0.32212,-0.59013,-0.84868,-1.0921,-1.271,-1.2121,-1.1466,-1.0542,-0.93815,-0.80178,-0.6319,-0.49566,-0.30098,-0.085292,-0.10732,-0.086485,0.16134,0.40576,0.66253,0.91967,1.1622,1.4005,1.6371,1.8874,2.1224,2.3513,2.4906,4
2.6233,2.3863,2.1324,1.8788,1.6254,1.3723,1.1404,0.94156,0.75972,0.59721,0.37128,0.15052,0.12664,0.14552,0.094516,-0.11104,-0.35875,-0.5374,-0.73769,-0.95191,-1.1983,-1.3823,-1.5189,-1.612,-1.6589,-1.6407,-1.4864,-1.3108,-1.0711,-1.1368,-1.2241,-1.289,-1.3564,-1.2721,-1.0685,-0.86675,-0.69503,-0.53274,-0.43275,-0.55896,-0.3634,-0.10162,0.077703,0.036897,0.24392,0.38129,0.46965,0.57873,0.70058,0.83411,0.96491,0.77052,0.5457,0.36701,0.5288,0.54479,0.35481,0.1322,-0.074836,-0.24589,-0.40525,-0.55094,-0.68075,-0.79232,-0.74685,-0.59978,-0.54424,-0.30275,-0.060937,0.17144,0.17969,0.30993,0.49851,0.76161,1.0243,1.2887,1.5409,1.7617,1.6027,1.3548,1.1076,0.852,0.59605,0.33663,0.076718,-0.17394,-0.40307,-0.63917,-0.87852,-0.86983,-0.78052,-0.65666,-0.52929,-0.35972,-0.21444,0.00077,0.011183,-0.024052,0.16614,0.3157,0.48747,0.38698,0.2669,0.14835,0.069107,-0.022497,0.074038,0.10987,-0.072649,-0.27254,-0.44787,-0.57863,-0.76848,-0.88145,-1.0568,-1.2403,-1.3704,-1.4362,-1.3504,-1.2608,-1.296,-1.4943,-1.4247,-1.3322,-1.1967,-0.98194,-0.7424,-0.50053,-0.25171,-0.011797,0.15478,0.1578,0.2971,0.51751,0.69335,0.86399,1.0466,1.2611,1.509,1.7552,2.0006,2.2483,2.4925,2.6244,2
2.3224,2.1298,1.9388,1.748,1.6072,1.4587,1.3996,1.3348,1.1441,0.95397,0.764,0.57351,0.38303,0.19331,0.002923,-0.1865,-0.37565,-0.54818,-0.58522,-0.7628,-0.94183,-1.0969,-1.2319,-1.3462,-1.4258,-1.4827,-1.508,-1.4883,-1.4013,-1.2768,-1.1108,-1.1499,-1.2193,-1.2849,-1.3309,-1.3117,-1.2393,-1.1489,-1.008,-0.85215,-0.68428,-0.50685,-0.32179,-0.13056,0.065663,0.24278,0.39491,0.53004,0.68119,0.76997,0.7476,0.62442,0.49607,0.37373,0.25806,0.14983,0.04981,-0.055229,-0.13677,-0.20749,-0.26655,-0.31318,-0.31196,-0.13203,0.049088,0.23425,0.41771,0.60223,0.7895,0.97602,1.0862,1.105,1.2954,1.4869,1.5913,1.4032,1.214,1.0257,0.83559,0.66379,0.48155,0.29413,0.10719,-0.07667,-0.26208,-0.35091,-0.31867,-0.27328,-0.20029,-0.1311,-0.051044,0.039024,0.13823,0.24574,0.36075,0.48251,0.5967,0.6033,0.47515,0.32848,0.1979,0.001172,-0.17154,-0.35362,-0.51435,-0.68261,-0.83753,-0.98936,-1.1229,-1.2392,-1.3344,-1.312,-1.2415,-1.1686,-1.0794,-1.0942,-1.2711,-1.3806,-1.4465,-1.4305,-1.389,-1.3242,-1.2364,-1.1185,-0.95264,-0.78266,-0.61482,-0.52154,-0.39002,-0.20086,-0.013522,0.17421,0.35968,0.5506,0.73917,0.92793,1.1148,1.3023,1.489,1.6758,1.8641,2.0526,2.2201,2.323,1
1.3081,1.1158,1.0503,0.99947,0.81157,0.64435,0.50004,0.53353,0.59404,0.64969,0.73062,0.79169,0.73839,0.5549,0.36051,0.17997,0.001705,-0.18277,-0.34492,-0.50388,-0.69819,-0.88749,-1.0752,-1.2549,-1.4363,-1.6049,-1.7623,-1.8597,-1.7288,-1.5593,-1.3824,-1.2007,-1.0158,-0.82864,-0.63553,-0.44978,-0.26588,-0.188,-0.009432,-0.041021,-0.089104,0.084701,0.061958,0.008758,-0.064551,-0.16345,-0.29395,-0.44931,-0.57231,-0.69836,-0.80031,-0.87354,-0.9295,-0.95924,-0.99379,-0.9561,-0.82057,-0.62981,-0.44699,-0.26367,-0.077578,0.10895,0.29946,0.49141,0.68386,0.86528,0.88601,0.97055,1.1688,1.3671,1.5689,1.7692,1.9714,2.1746,2.3815,2.5877,2.4582,2.2727,2.0846,1.8972,1.7066,1.5166,1.3271,1.1337,0.94078,0.89285,0.81226,0.64634,0.46943,0.28721,0.10694,-0.079426,-0.25495,-0.42701,-0.59474,-0.80041,-0.86792,-0.89594,-0.84191,-0.81778,-0.75882,-0.67664,-0.58319,-0.47331,-0.36409,-0.25073,-0.1921,-0.13539,-0.095669,-0.15544,-0.15806,-0.16007,-0.31767,-0.41548,-0.62549,-0.82322,-1.0239,-1.2145,-1.4092,-1.5996,-1.7365,-1.6776,-1.5316,-1.3657,-1.1859,-0.99606,-0.80252,-0.60672,-0.40258,-0.20069,0.024869,0.22406,0.43044,0.61823,0.66764,0.61358,0.55405,0.52225,0.49483,0.57836,0.77501,0.97267,1.1666,1.3066,5
2.5608,2.287,2.0042,1.7338,1.4709,1.2171,0.94848,0.68103,0.41424,0.15029,-0.10677,-0.005884,-0.19942,-0.43148,-0.67592,-0.90205,-1.1038,-1.2776,-1.4053,-1.4604,-1.2798,-1.099,-0.89124,-0.68712,-0.47449,-0.25515,-0.030451,0.19856,0.43109,0.66652,0.90434,1.14,1.353,1.4661,1.5608,1.4024,1.1448,0.88667,0.62904,0.37241,0.11591,-0.13985,-0.39459,-0.64847,-0.90119,-1.1503,-1.3984,-1.643,-1.8823,-2.1045,-1.8791,-1.598,-1.2855,-0.96003,-0.64689,-0.32052,-0.007122,0.31347,0.49749,0.47261,0.31204,0.15466,-0.009135,-0.1607,-0.29813,-0.22283,0.033127,0.27376,0.39588,0.13489,-0.12927,-0.38261,-0.48672,-0.38395,-0.2027,-0.26641,-0.48094,-0.40157,-0.23892,0.018271,0.27115,0.53074,0.3932,0.15114,-0.013507,0.17594,0.35796,0.49878,0.51568,0.2902,0.032055,-0.23694,-0.51145,-0.78537,-1.0523,-1.3232,-1.5667,-1.7344,-1.7212,-1.4612,-1.2114,-0.95546,-0.69247,-0.43417,-0.17619,0.082843,0.35338,0.61361,0.87441,1.1288,1.3683,1.3504,1.2449,1.0159,0.72422,0.43607,0.1524,-0.12559,-0.39627,-0.65735,-0.9056,-1.1323,-1.1795,-1.1163,-1.0256,-0.93019,-0.79288,-0.63783,-0.46799,-0.28588,-0.057062,0.03123,-0.050985,0.17613,0.42987,0.68041,0.95233,1.1969,1.4319,1.6753,1.9225,2.1706,2.4042,2.5679,4
