att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,target
-0.47554,0.85521,-1.3028,0.51771,-1.5472,-1.0976,-0.14467,1.2338,0.64507,-0.90509,-0.26314,-1.1844,1.1751,-1.2986,-0.23653,1.3031,1.5196,1.4511,1.1325,-1.6003,-0.21316,0.76796,1.0223,0.50745,-0.96652,-1.5029,0.9237,-0.29524,-0.29103,0.72294,0.35355,0.22933,-1.6317,1.197,-1.1122,1.5579,0.36461,-0.24202,-0.99694,1.5025,1.3439,-1.0552,0.60948,-1.4126,-0.25003,0.54128,-1.0038,0.21619,1.5723,-0.25288,-0.48806,-0.13266,-0.59478,-1.2851,-0.20475,0.35062,-0.75356,-1.3195,0.96174,1.4826,1
0.75109,-0.23005,-0.35871,-1.4375,1.7586,-0.16584,0.30639,2.0418,0.67339,1.3773,-1.4289,1.4523,-0.35296,0.42988,0.81121,0.024563,0.62852,0.37809,1.8054,0.53337,1.3254,-0.39528,-0.74775,-1.2978,0.10999,-1.6333,0.49693,-0.016218,-0.085239,1.0309,0.94536,-1.5992,-0.76556,-0.61207,0.044603,0.12125,-1.3238,1.4804,-0.24846,-0.26614,-0.34371,-0.48644,1.449,-0.42119,0.64598,-1.1217,-0.009995,-0.70254,-1.7168,1.8558,-1.4921,-0.12107,-1.2481,-1.0819,0.43505,-0.71553,0.67023,-0.57598,-1.4699,0.889,1
1.2372,-1.6818,-0.24784,-1.2429,0.52845,-0.99518,0.51338,-0.49175,0.20363,-0.3822,0.99692,1.3853,-0.76483,0.63533,-1.1743,-1.4147,-0.45307,-1.0373,0.50857,-0.82843,1.0018,1.6546,-1.7782,-1.149,-0.045845,0.92724,-0.31924,-1.3804,-0.20701,0.75516,1.3235,-0.1586,1.627,1.4728,-0.08217,-0.36572,1.0519,1.1573,-0.63999,0.68408,1.1762,0.76584,-0.79894,-1.1815,1.3025,-1.7461,-1.2768,0.98795,-0.5392,0.67541,-0.4008,-1.5382,-0.2906,0.96752,-1.0728,0.41846,-0.64139,0.95503,1.2079,0.20598,1
0.62445,1.2475,-0.52943,-0.027048,-1.5199,1.6606,1.4337,-0.73088,0.21529,1.6743,-0.067249,-1.3551,-0.33543,1.1423,0.048378,0.36746,-1.2865,-0.22014,1.4087,0.95847,0.069167,1.0671,0.12763,0.68492,-0.94484,-0.77196,-1.4967,-0.30857,-1.0645,1.5003,1.4886,0.73117,-0.17215,0.59891,0.44976,0.40007,-1.0564,-0.77721,-0.67492,-1.2438,-1.46,1.505,0.98159,-0.69562,-0.23771,0.46288,-1.0454,-0.55173,-1.3862,-1.2244,1.5584,-0.36189,-1.3692,-0.70239,1.2005,1.5394,0.2471,-0.67321,-1.3908,0.2878,1
-0.88056,-0.23579,-0.818,0.66106,1.4816,-0.23226,0.56972,-1.8669,0.73306,-1.3851,0.96319,0.22057,-1.0705,0.5985,0.053516,0.030432,-0.22334,1.5739,-1.8522,-0.38376,0.49386,1.4999,1.1812,0.65676,-0.87691,-1.2265,-0.52487,0.057694,1.131,0.75053,-0.097786,1.1352,0.36091,-1.2985,-0.50608,0.057694,-0.94698,1.3656,1.2482,0.39355,-0.20166,1.5141,-1.1521,1.3796,-1.0176,1.3323,-0.59558,-1.3062,-1.0298,-0.84033,0.38902,-0.39855,-1.7331,0.10629,0.41307,-0.15605,1.5198,-1.2033,-1.3018,1.4903,1
1.0399,1.3448,1.414,1.5567,1.3839,-1.1801,-1.3193,-1.464,0.73739,-0.19451,-0.88265,1.4691,0.01445,-1.3738,1.317,0.99406,-0.83091,1.3227,-0.11306,-0.87072,0.98272,0.27139,1.1169,-0.48419,-0.91039,-0.70351,-0.6948,0.34325,-0.40149,-1.135,-0.85243,-0.32796,-0.88206,-0.064655,1.387,-1.1645,0.58379,0.12825,-1.3171,0.8154,-0.69363,-0.85996,1.4217,-1.1109,1.4143,-0.11833,-0.542,0.49824,0.70248,-0.16232,1.2536,1.5412,-1.5099,0.77786,-1.2659,0.89315,-1.096,-0.72169,-0.66714,-0.81038,1
1.1059,-0.14463,-1.1749,0.56996,-0.45914,1.6689,-0.32606,0.11747,1.2193,0.18322,0.79158,-1.2448,-0.90311,1.5686,-0.98107,-0.13903,-0.39986,1.1454,1.0811,-0.010184,-0.64279,-0.23351,-0.80409,1.6764,-0.65596,1.7749,-1.5176,-0.60196,-1.2157,0.72571,1.1617,1.349,-0.24633,-0.98021,0.20973,-1.4673,-0.42637,1.6197,-1.3569,-0.58351,-1.5307,-1.2757,-0.61406,-0.039869,-0.42224,-0.81405,-0.73104,0.31409,0.98349,0.98285,1.6041,0.5412,-1.4365,-1.2475,0.96749,-0.20752,-0.6816,1.5659,-0.19522,0.78329,1
-0.13188,-0.098171,-1.2771,0.50161,1.0435,0.73189,-0.037739,-0.92561,-0.46843,0.24958,0.62634,-0.96226,1.3402,-1.0354,-0.52533,-1.5423,-1.0997,0.61788,-0.92959,0.97906,-0.034342,0.92983,-1.5804,1.5834,0.48239,0.73043,-1.311,0.17052,-1.4686,1.2564,-1.4473,1.5504,1.1415,-1.5178,-1.1758,0.34529,-0.27769,1.3331,-0.68731,-1.1925,0.043155,1.229,1.1728,-1.4294,-0.52523,0.83853,0.878,1.5643,0.61369,0.75071,-1.3284,-0.56793,-1.2845,0.84718,1.2348,-0.542,0.12307,1.307,-0.0892,-0.72279,1
1.3795,1.6354,1.6903,-1.3015,-0.75148,0.021588,1.7671,1.0162,0.2657,1.4214,0.49362,-0.4593,0.32837,-0.1279,0.26459,-0.77015,-1.1811,-1.3987,-1.2816,-0.07809,-0.019908,1.4049,-1.3398,1.3073,1.6762,-0.64322,-0.70787,-1.4168,-0.97054,1.1844,0.32516,1.5917,-0.64602,0.32008,-0.13597,0.69919,0.66604,-1.0972,1.2902,0.50867,-1.1342,1.3602,0.22646,-1.1164,-1.2448,-0.25573,-0.49463,-0.32658,-0.84059,0.79308,0.33524,-1.2506,-0.74151,-0.82942,1.2396,-0.95725,-0.33815,-0.82483,-1.2619,0.73172,1
0.44813,0.30272,0.39039,1.5552,1.3611,1.0061,0.63693,-0.51374,-0.69051,-1.5134,-1.0306,-0.8159,-0.36321,-0.24302,0.063543,1.2286,1.3635,0.75063,0.077386,0.3497,-0.58886,-0.8211,-1.336,-1.9792,-1.1331,-0.21466,0.45842,0.81411,1.6355,1.3186,0.66856,1.0054,-0.24245,-0.64675,-1.2243,-2.0808,-0.97035,-1.0501,-0.026563,0.32962,1.3844,0.71909,1.6842,0.90404,-0.25948,-0.42141,-1.4553,-1.6256,-0.9353,-1.0045,-0.89196,-0.73934,0.82147,1.1334,0.5248,1.5382,1.0579,0.10072,-0.079991,-0.73482,2
0.32493,0.92102,0.67606,1.5671,0.62195,0.23225,0.69997,-0.2908,-1.0615,-1.1291,-1.6977,-0.76359,-0.5518,-0.30985,-0.037397,1.2947,1.5693,1.3774,0.35629,0.32241,-0.96378,-0.85549,-0.86354,-0.91827,-1.241,-1.4413,-0.48574,0.66047,1.3101,0.94945,1.1915,1.1004,0.28067,-0.85124,-1.1074,-1.1779,-1.3085,-1.2972,-0.45435,-0.57608,0.32714,0.6989,1.2205,1.5393,1.27,0.37443,0.07583,-0.45566,-1.5812,-1.8445,-0.89692,-1.6117,0.049964,-0.20141,0.96575,1.5515,1.3412,0.54099,0.48813,0.075192,2
0.065106,0.27966,1.6066,0.90703,0.3179,-0.38201,-0.071902,-1.6923,-1.053,-1.0928,-0.39021,0.093322,0.88629,0.85249,1.2445,0.6513,-0.62919,-0.69165,-1.6558,-1.3994,-1.3972,0.13353,0.93933,0.96367,1.0612,1.5804,0.072127,0.080346,-1.0937,-1.8101,-1.7878,-0.50562,0.46145,1.2475,1.6958,0.69417,0.4745,0.36224,-0.046863,-0.73444,-1.53,-1.0321,-0.31283,0.70597,0.40564,1.158,1.357,0.083609,-0.15016,-1.3739,-0.85534,-1.6172,-0.78669,-0.44217,0.61959,1.438,1.2131,1.2044,0.41155,-0.73319,2
-0.19729,0.86487,0.913,1.1069,1.1304,0.22366,-0.070158,-0.91154,-1.3259,-1.3727,-0.7313,0.45471,1.0116,1.3924,1.1072,0.24276,0.3193,-1.0632,-1.4711,-1.4097,-0.59799,-0.53728,0.68438,1.5723,1.612,0.71262,0.27393,0.12525,-1.2147,-1.4415,-1.4365,-0.67425,-0.34781,0.39204,0.90867,0.69174,0.868,0.4583,-0.55764,-0.8255,-1.4836,-1.454,-0.54389,0.44588,0.90561,1.5615,0.7914,0.85711,-0.6026,-1.0771,-1.5192,-1.8253,-0.54196,-0.64238,0.20283,1.1598,1.7673,1.2705,0.20001,-0.35193,2
-0.29514,0.27611,1.3679,1.1288,0.68236,0.27383,-0.083935,-0.64006,-1.3862,-1.1307,-0.58736,0.23642,1.3809,1.1326,1.2763,0.93728,-0.31181,-1.199,-1.111,-1.1186,-1.2936,-1.0132,-0.24869,1.6342,1.081,1.5402,0.53836,0.28519,-1.1576,-1.5575,-1.3711,-0.63638,-0.12246,0.80594,1.2607,0.69205,1.3856,0.29011,-0.4122,-0.60497,-0.98892,-1.8933,-1.3349,0.045418,0.81418,0.83476,1.6836,1.1145,0.35508,-0.076142,-1.0395,-1.2835,-1.3171,-1.1348,-0.46492,0.5699,0.95651,0.87453,0.81154,-0.45139,2
0.009775,0.67406,1.1529,1.1116,0.80225,1.2454,0.64424,-0.16059,-1.1205,-0.89284,-1.5871,-1.7498,-1.156,-0.19286,0.10992,0.37516,1.044,1.7281,1.358,1.085,0.54262,-0.35721,-0.29747,-1.0253,-1.6071,-0.88482,-1.1884,-0.79362,0.074119,0.44671,0.69642,1.4266,0.97429,0.6623,0.83633,0.55388,-0.97944,-0.59679,-1.4295,-1.6139,-1.6702,-0.36062,-0.3546,0.53608,0.60405,1.1802,1.4571,1.5891,0.3975,0.012208,-0.9322,-0.81451,-1.2809,-0.90067,-1.1684,-0.35203,-0.41706,0.027215,0.87892,1.6486,2
-0.1808,1.0115,1.3348,0.90722,1.2743,1.2741,1.2382,0.82365,0.041447,-0.37403,-1.6695,-1.6279,-1.2026,-1.4212,0.16682,-0.48113,0.50663,1.3247,0.60768,1.5032,0.47115,0.91817,0.41622,-0.66523,-0.26658,-1.3429,-0.78929,-1.5862,-1.2583,0.071432,-0.45184,0.074496,0.69836,1.8651,0.67714,0.24475,1.1271,-0.6526,-0.19466,-0.23265,-1.5245,-0.99505,-0.40781,-0.94692,-0.85498,0.58677,0.70069,1.1911,1.7587,0.84112,1.5179,0.31854,0.36511,-0.78897,-1.2412,-1.4893,-0.84866,-0.81684,-1.2752,-0.27123,2
0.27332,0.17951,1.2729,1.1801,1.9165,1.6439,0.20668,-0.24659,-0.018253,-1.8655,-1.6792,-1.4845,-0.56636,-1.327,-0.40086,0.95999,0.95618,0.43187,1.1452,0.42317,1.0219,-0.029645,-0.50512,-0.35616,-0.78046,-1.9036,-0.66864,-0.67131,-0.60777,0.64085,0.52151,1.6723,0.7327,1.5858,0.45983,-0.50331,-1.1477,-1.1795,-1.0342,-1.858,-0.76251,-0.61521,0.042156,0.65642,1.4339,0.39961,1.5334,0.60104,1.0224,-0.5408,-0.75924,-0.3823,-0.74274,-0.95807,-0.86999,-1.0149,-0.019938,0.5812,0.9628,1.0423,2
-0.42784,0.86333,0.69932,1.1788,0.92002,1.3951,-0.18513,0.048719,-1.1214,-0.71344,-1.7298,-1.1209,-1.4388,-0.3664,-0.23966,1.2936,0.9547,1.7042,1.5517,0.46835,-0.20618,-0.31246,-1.0394,-1.2183,-1.0477,-1.0083,-1.3585,0.25632,0.37363,0.55695,0.82184,0.85657,0.69575,-0.15276,-0.11437,-0.73288,-1.4809,-1.6992,-1.7804,-0.25964,-0.30561,0.028845,1.3849,0.4873,1.2037,1.4813,1.2018,-0.58079,-0.13903,-0.42084,-0.74615,-0.71768,-1.7984,-1.1231,0.049749,1.1029,1.0539,1.3309,0.53548,1.0865,2
0.017531,0.14382,0.70066,1.3285,1.2392,0.82489,0.41225,-0.4006,-1.3426,-1.8045,-1.0895,-0.91884,-0.88249,-0.9836,0.15124,0.73983,1.3273,1.3742,0.85997,0.96052,0.3362,-0.46654,-0.77336,-1.0968,-1.2359,-1.6961,-0.50288,0.19318,0.51212,0.89176,0.84413,1.1254,0.19733,-0.13769,-0.030796,-1.5667,-0.93639,-1.4479,-0.71279,-1.08,-0.34041,-0.030604,1.2815,1.4994,1.4699,0.45088,0.56077,0.26974,-1.0384,-0.56473,-1.7835,-1.2813,-1.009,-0.92341,0.67836,0.7666,1.5867,0.67965,1.4641,1.1896,2
-0.065995,0.69639,1.0873,0.74289,1.5241,1.0712,-0.075838,0.30292,-1.0273,-1.6426,-1.7257,-1.0417,-1.2836,-0.78689,-0.032164,0.23569,1.5935,1.5573,1.2142,0.60759,0.61029,-0.9801,-1.4369,-1.7605,-0.90711,-1.1646,-0.68704,0.42262,0.42538,0.75776,0.95152,1.3218,0.49802,0.24428,0.46861,-0.36222,-1.3388,-0.83041,-1.1124,-0.82087,-0.71028,0.33921,0.88306,0.65346,1.2692,1.4197,0.18545,0.55078,-0.016937,-1.3947,-1.3085,-1.8299,-1.0158,-0.31338,0.1293,-0.06578,1.3115,1.4043,0.77496,0.48349,2
-0.3607,0.35187,0.87114,1.1568,1.2327,0.41118,0.051418,-0.27521,-0.83689,-1.4573,-1.0316,-1.2761,-1.3003,-0.26392,0.34567,0.69681,1.1957,1.0096,0.83053,0.92396,0.1429,-0.56903,-0.88949,-1.8519,-1.4517,-1.0219,-0.54208,0.20814,0.62365,0.92329,1.2082,0.71345,1.1229,0.42669,-0.81018,-0.74251,-0.73377,-1.0589,-1.3858,-1.0202,0.25302,1.2579,1.6017,1.7699,1.3127,0.99906,-0.07417,-0.83231,-0.81809,-1.7247,-1.572,-1.3581,-1.2262,0.090373,0.43506,0.92694,0.8218,0.89484,1.2309,0.44439,2
-0.38828,0.55101,1.0168,1.6441,0.67269,0.43502,0.17412,-0.17573,-1.133,-0.61163,-1.8838,-1.562,-1.4054,0.00671,0.14717,1.2837,1.2601,1.0458,1.1158,0.097631,0.30808,-0.72519,-1.3085,-1.6499,-0.70314,-0.64962,-0.52417,0.52675,0.51982,0.81689,0.82061,1.255,1.1015,0.56402,-0.14674,-1.3647,-1.0652,-1.5004,-0.5527,-0.98304,-0.48179,1.0754,1.0541,1.6616,1.0734,1.498,0.50174,-0.19103,-0.99509,-1.585,-1.0202,-1.7608,-0.93842,-0.57775,-0.10586,0.85429,1.1888,0.77696,0.68495,0.25665,2
-0.059733,0.041713,0.94604,1.0039,0.77121,0.75893,-0.064033,-0.41648,-1.5248,-0.80195,-1.4342,-0.91466,-1.1072,0.36124,0.11839,1.5479,1.8044,1.2881,0.17043,-0.37664,-0.28127,-0.55558,-1.7395,-1.4105,-1.361,-0.096173,0.61034,0.85631,1.6747,1.5406,1.4271,0.44965,0.15649,-0.57385,-0.71994,-1.3679,-1.7815,-1.458,-0.066765,-0.24111,1.166,0.93616,1.8546,1.0522,0.05765,0.025987,-1.0951,-0.80259,-1.6597,-1.1169,-0.52289,-0.57437,-0.025548,0.5142,1.4025,0.89542,0.6026,0.61489,-0.22078,-0.27893,2
-0.50173,1.0498,1.6236,1.1803,1.0228,0.063886,0.28248,-1.5662,-1.9249,-1.7539,-1.4555,-0.39775,0.57398,1.0489,0.58717,1.6131,0.16586,0.54739,-0.13976,-1.8757,-1.2381,-1.1329,-0.46352,0.21272,1.2322,1.5482,0.96322,0.3768,0.57915,-0.14396,-0.79986,-1.7802,-0.88267,-0.55995,-0.45299,0.97355,0.72228,1.2855,0.75465,0.90967,0.37337,-0.21841,-0.65088,-0.88512,-1.4732,-0.45122,-0.60703,0.92952,1.3424,1.5908,0.94424,-0.010442,-0.51086,-1.0464,-1.223,-0.79794,-0.39593,-0.18969,0.1608,0.87157,2
0.47057,0.79038,1.7368,1.4975,0.53991,0.41505,0.21721,-0.97906,-1.3882,-1.8534,-1.5097,-0.082503,0.5641,1.2415,1.6876,0.76197,0.9147,0.64015,0.4593,-0.51249,-0.89436,-0.75486,-0.79169,-1.091,0.39372,0.59336,1.4712,1.6021,0.7332,0.17029,0.00486,-1.1377,-1.4951,-1.7692,-1.3775,-0.74587,-0.52659,0.94066,0.97571,1.2648,0.62251,0.18286,0.10514,-1.1216,-0.60356,-1.4817,-0.74902,-0.069937,-0.35417,1.1684,1.3268,0.82625,0.892,0.15662,0.36848,-0.036294,-0.93647,-1.4036,-1.3909,-0.67935,2
0.048598,0.86829,0.88402,1.1182,1.5765,0.35227,0.10123,0.2842,-0.42324,-1.2464,-1.3641,-1.4596,-1.2998,-0.6457,-0.10457,0.71976,1.7901,0.71597,0.75523,-0.10818,-0.082285,-0.84345,-1.5987,-1.0041,-1.0142,-0.5695,0.21147,0.5541,0.7514,1.2228,1.6367,1.0973,1.0808,0.010964,-0.25917,-1.1081,-1.2537,-1.6622,-1.3893,-0.72276,0.24758,0.55131,0.80847,0.73459,0.86097,1.0361,0.34108,-0.63697,-0.93953,-1.8862,-1.8036,-0.92811,-0.82583,0.18572,0.31224,1.6849,0.78518,1.5582,0.63759,-0.34445,2
0.63836,0.63972,0.83028,1.1351,0.9327,0.81708,0.19363,-0.64851,-1.0499,-1.7215,-1.0042,-0.022734,-0.45031,0.22214,1.3899,1.0769,1.0481,0.072629,0.14793,-0.96262,-1.3897,-0.89272,-1.4975,-0.52879,0.33101,1.2653,1.7426,0.88324,1.3878,0.26459,0.11188,-1.0239,-1.4464,-1.0613,-1.2203,-0.72525,-0.27794,0.42339,1.8001,1.2477,1.6403,0.078886,0.3869,-1.2021,-1.1024,-1.4404,-0.45513,-0.50133,0.20851,0.72817,1.9461,1.305,0.48787,-0.070019,-0.043517,-0.95907,-1.1576,-1.4587,-0.92797,-0.14175,2
-0.51242,0.76605,0.73994,1.6467,1.33,0.39217,0.020845,-1.1488,-0.97849,-0.57963,-0.90979,0.57567,1.3919,1.732,0.60361,0.73695,0.058303,-1.2497,-1.0725,-1.2584,-0.65429,-0.35867,-0.12206,1.0295,1.1902,1.6798,0.38899,-0.48537,-1.2865,-1.0065,-1.3591,-0.74216,0.26023,0.75662,1.3231,0.9667,1.1797,0.10408,-1.0048,-1.1587,-1.8188,-0.93431,-0.004238,0.44157,0.3304,0.519,0.73336,0.42922,-0.31161,-1.357,-1.584,-1.9937,-0.42041,-0.63345,0.27621,1.5785,1.5307,0.56684,0.49851,-0.83185,2
0.21465,0.074242,0.83194,1.0834,1.9144,1.5917,0.48755,0.28692,-0.16917,-0.83151,-1.642,-1.7398,-0.45202,-0.33693,0.080205,0.17678,1.3895,1.1607,1.4448,0.6197,1.1478,-0.073235,-0.4389,-0.44229,-1.0834,-1.7963,-1.0247,-0.17623,-0.46199,0.4919,1.3447,1.7013,1.4129,0.78586,0.56901,0.066235,0.35191,-1.2994,-0.83172,-1.2601,-1.2536,-0.49938,0.02395,-0.21135,0.16488,0.51731,0.73112,0.92944,0.13178,-0.49957,-0.17595,-1.2996,-1.6476,-1.8545,-1.5093,-0.7672,-0.63703,-0.011223,1.439,1.2604,2
0.10866,0.44508,1.3295,1.4129,0.63219,0.57002,-0.40929,-1.5545,-1.6581,-1.5385,-0.89156,0.15229,1.3703,1.4009,1.4993,0.88802,-0.55697,-0.68544,-0.82807,-0.75351,-1.11,-0.65865,0.72744,0.65878,1.662,1.3696,0.69697,-0.56917,-1.348,-1.3261,-0.75869,-0.19083,-0.084713,0.56426,1.0006,1.4162,0.61712,0.085668,-0.84946,-1.6746,-1.034,-0.95044,-0.066518,0.050544,0.93625,1.3374,0.97509,0.53444,-0.65968,-1.3145,-1.8158,-1.0649,-0.27681,-0.16964,0.87194,1.4049,0.63692,0.66013,-0.12584,-1.0909,2
-0.030773,0.81981,0.56222,1.2826,1.12,0.64019,0.39847,-0.96833,-0.93192,-1.2706,-1.0593,-0.88749,0.48731,0.33337,0.40476,1.4739,0.7472,1.4169,0.10175,-0.39127,-1.1097,-0.76146,-1.1676,-0.39991,-0.92219,0.54925,1.3032,1.3938,0.87649,0.98572,1.0594,-0.86926,-1.0682,-1.4711,-1.6795,-1.1625,-0.95733,-0.48878,0.7241,0.98115,2.0283,1.9,0.06426,0.38325,-1.1754,-0.71457,-1.5316,-0.79146,-0.7717,-0.41626,0.063566,0.65812,1.5946,0.65185,1.3563,-0.075637,-0.71822,-0.41279,-0.79314,-1.3639,2
0.52739,0.79123,0.83625,0.78132,0.98868,-0.43498,-0.44206,-1.4354,-0.82998,-1.3446,-0.65585,0.21991,1.0385,1.0677,1.6335,0.80193,-0.32299,-1.3533,-1.9449,-0.93766,-0.46559,0.28154,0.96995,1.7958,1.0033,0.21859,0.49448,-1.5087,-1.4017,-1.2146,-0.75754,0.40314,0.98951,0.75977,0.75743,0.28339,-0.27168,-0.99936,-0.77734,-1.5032,-0.43107,0.35705,0.61742,1.09,1.8879,0.90684,0.85578,-0.26363,-1.3072,-1.3307,-0.97519,-1.1157,-0.34489,0.61729,1.3991,0.98092,1.1585,-0.24892,-0.43042,-1.465,2
-0.15727,0.13318,1.111,1.292,1.0339,1.1411,0.65473,-0.72407,-1.527,-0.91235,-1.0631,-0.7876,-0.098568,0.44911,0.90844,1.5207,1.3721,0.663,1.168,-0.19067,-0.94618,-1.3801,-1.7919,-1.5469,-0.60233,-0.50146,0.12001,0.89147,1.2785,1.1591,0.83615,0.4899,-0.4912,-0.35167,-1.1696,-1.8473,-1.1553,-0.98966,-0.35736,-0.073397,0.82359,1.749,1.4321,0.84447,-0.24813,-0.1054,-0.56556,-1.7827,-1.7077,-0.64201,-0.79849,-0.48548,0.82534,0.72409,1.0984,1.0954,0.66103,0.63023,-0.35798,-0.74767,2
-0.044454,0.91104,0.63013,1.6151,0.84076,0.30071,0.51198,-0.74031,-0.63513,-1.0837,-1.1487,-0.61491,-0.2486,0.68893,0.8893,1.0417,0.68652,1.3931,0.18459,-0.82989,-1.159,-1.3479,-1.111,-1.0324,-0.82394,0.43849,1.3763,1.6689,1.0395,0.58775,0.081235,-0.10431,-0.20286,-1.031,-1.6675,-1.2875,-0.76263,0.39716,0.6007,1.4243,0.97159,1.2534,0.82198,0.10757,-0.80467,-1.5827,-0.77494,-1.1946,-1.072,-0.36682,0.77637,0.83747,1.8522,1.7396,0.55741,0.086652,-0.58328,-1.4151,-1.438,-1.2047,2
0.14823,0.8788,1.0883,1.3385,1.4832,0.22791,0.62986,-0.59917,-1.0512,-0.66761,-0.86633,-0.77729,-0.54375,0.000205,1.1708,1.416,0.72462,0.25237,0.47003,-0.06413,-1.7174,-1.4232,-1.1807,-0.48817,-0.75854,1.0922,0.42482,0.82721,1.1803,1.3411,0.16793,0.3443,-0.98924,-1.5221,-0.911,-1.2109,0.19315,0.070213,0.84426,0.94164,1.6008,0.79742,0.81122,0.5507,-0.42734,-1.6299,-1.2435,-0.50509,-0.92087,-0.61944,0.53177,1.8363,0.84899,1.2018,0.69167,-0.3658,-1.223,-1.2874,-2.0631,-1.0705,2
-0.85426,0.93698,1.6112,0.99089,0.90013,0.15713,-0.1279,-0.8163,-1.1527,-1.7771,-0.77211,0.22865,0.35738,1.5595,0.50284,0.91954,0.89841,-0.036761,-0.38323,-1.3256,-1.3316,-0.70407,-0.12462,1.071,1.0463,0.84347,1.1504,-0.14618,-0.48418,-1.3989,-1.7692,-0.76109,-1.254,0.41651,-0.12398,1.6387,1.3898,1.1068,0.30751,-1.0934,-0.999,-0.80159,-0.80348,-0.82833,-0.6517,0.51369,1.4151,1.8091,0.57746,0.43302,-0.87829,-0.40169,-2.0853,-0.98321,-1.1093,0.25212,0.45987,0.52288,0.93553,1.0272,2
-0.052829,0.97755,1.2784,1.5675,1.2795,0.96744,0.99187,0.5205,-0.30918,-0.36197,-0.94826,-1.8094,-1.5357,-0.58602,-0.46423,0.23015,0.79926,1.506,1.0151,1.4113,0.68256,0.1471,0.26021,-0.71423,-1.291,-1.6397,-1.5611,-1.1326,-0.96707,-0.41863,-0.27199,0.42757,0.55506,1.0127,1.2464,1.4068,1.0005,0.24016,-0.92693,-0.90854,-1.1573,-0.95144,-1.2774,-1.0761,-0.50431,0.75341,0.83349,0.75873,1.7631,1.4809,0.94911,0.078374,-0.43817,-0.98357,-1.3613,-0.78206,-0.9677,-0.81184,-0.23733,0.30691,2
-0.018528,0.74668,0.99055,1.4852,1.2884,1.0792,0.86647,-0.42322,-0.6454,-0.98785,-1.0764,-1.7364,-0.56393,-0.36441,-0.16291,0.255,1.4612,1.6215,1.6672,0.38617,0.21744,-0.41078,-1.318,-1.6182,-1.7584,-1.4753,-1.0487,-0.81358,0.1399,0.28496,1.4183,1.1019,0.73329,0.90697,0.6866,0.07883,-0.59839,-1.5797,-1.246,-1.162,-0.57999,-0.28211,0.07764,0.49246,1.1312,1.0618,0.85244,0.7164,0.43711,-0.63516,-0.56925,-1.685,-0.9109,-1.4955,-0.72855,0.15275,0.53111,0.69025,1.1396,1.1958,2
-0.38845,0.11547,1.0448,1.3713,1.2091,-0.17285,-0.85689,-0.88951,-1.5746,-0.88136,-0.29183,0.081274,0.37269,1.5585,1.4172,1.1922,-0.23162,-0.91169,-1.0787,-0.9889,-1.2438,-0.95423,-0.087208,0.30301,1.1371,0.80165,1.1158,-0.39069,-0.14687,-0.81488,-0.90715,-1.0469,-0.1509,-0.17972,0.55382,0.86066,1.2891,1.1943,0.25692,-1.0173,-1.0213,-1.8889,-0.56607,-0.009801,0.46238,0.94421,0.9835,0.95344,1.0902,0.41997,-0.75652,-1.9095,-2.0194,-1.5312,-0.77576,0.25463,1.4615,1.5175,0.56088,1.1614,2
0.25838,1.2894,1.3855,0.87797,0.82537,0.74477,0.81031,-0.76143,0.063891,-0.68558,-1.7402,-0.85267,-0.64527,-0.41665,-0.26121,0.025085,1.4886,1.1357,1.0951,0.95742,1.0195,-0.21532,-0.24974,-0.38144,-1.048,-0.74296,-0.38166,-0.2683,0.44024,0.64271,0.49321,2.0451,1.875,0.50307,0.13655,-0.22426,0.046488,-1.6133,-0.96608,-0.90475,-1.2812,-1.4653,0.15015,0.1368,1.3976,0.81494,0.9331,0.92216,-0.007256,-0.21424,-1.2474,-0.90686,-1.8322,-1.9125,-1.8213,-1.1865,-0.25853,-0.21163,1.5237,0.66621,2
-0.32977,1.0594,1.6581,1.0179,0.37373,-0.16503,-0.4792,-1.5331,-0.74632,-1.3295,0.063066,0.93172,1.3753,1.1313,0.33779,-0.1359,-0.007614,-1.2896,-0.57666,-1.1652,-0.43192,0.65917,1.1691,1.258,0.58282,0.713,0.072615,-1.3196,-1.5249,-0.84691,-1.0062,-0.42587,0.7841,1.4639,1.5281,1.2318,-0.58659,-0.61125,-1.7551,-0.76889,-0.16884,0.034326,0.4247,1.6683,0.97905,1.4144,-0.2656,-1.1725,-0.56232,-1.0137,-1.4597,-0.60493,0.046649,0.69981,1.0918,0.85357,0.93272,0.015071,-1.4795,-1.8089,2
