att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,att128,att129,att130,att131,att132,att133,att134,att135,att136,att137,att138,att139,att140,att141,att142,att143,att144,att145,att146,att147,att148,att149,att150,att151,target
1.0236,1.0236,1.0236,1.0236,1.0431,1.0431,1.0236,1.0236,1.0236,1.0431,1.0431,1.0431,1.0236,1.0236,1.0236,1.0431,1.0431,1.0431,1.0431,1.0236,1.0431,-0.005236,0.2083,0.46067,0.55774,0.59656,0.61597,0.63539,0.6548,0.6548,0.67421,0.67421,0.69363,0.69363,1.0236,1.0236,1.0236,1.0236,1.0431,1.0431,1.0236,1.0431,1.0236,1.0431,1.0236,1.0431,1.0236,1.0236,1.0236,1.0236,1.0431,1.0236,1.6643,-0.27702,-0.93705,-0.95646,-0.97588,-0.97588,-0.99529,-1.0147,-1.0147,-1.0341,-1.0341,-1.0341,-1.0535,-1.0535,-1.0535,-1.0535,-1.0535,-1.0535,-1.0535,-1.0535,-1.0535,-1.0535,-1.0729,-1.0535,-1.0535,-1.0535,-1.0729,-1.0729,-1.0729,-1.0729,-1.0729,-1.0729,-1.0729,-1.0729,-1.0729,-1.0729,-1.0729,-1.0924,-1.0924,-1.0924,-1.0924,-1.0729,-1.0729,-1.0729,-1.0729,-1.0729,-1.0729,-1.0729,-1.0729,-1.0729,-1.0924,-1.0924,-1.0729,-1.0729,-1.0341,-0.99529,-0.95646,-0.93705,-0.93705,-0.91764,-0.91764,-0.91764,-0.91764,-0.91764,-0.91764,-0.91764,-0.91764,-0.91764,-0.91764,-0.89823,-0.89823,-0.89823,-0.89823,-0.89823,-0.89823,1.0042,1.0236,1.0431,1.0236,1.0236,1.0236,1.0236,1.0236,1.0236,1.0236,1.0236,1.0236,1.0236,1.0236,1.0236,1.0236,1.0236,1.0236,1.0236,1.0236,1.0236,1.0236,1.0236,1.0236,1.0236,1
-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,1.0583,1.0512,1.0476,1.0548,1.0548,1.0548,1.0512,1.0512,1.0512,1.0512,1.0512,1.0512,1.0512,-1.0164,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1125,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,0.89107,0.85548,0.8626,0.8626,0.86616,0.86616,0.8626,0.8626,0.86616,0.86971,0.86971,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86971,0.86971,0.86971,0.86971,0.86971,0.86971,0.86971,0.86971,0.87327,0.87327,0.86616,0.86616,0.86616,0.86616,0.86971,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,0.86616,-1.0235,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,-1.1089,1
1.3324,1.3096,1.3324,1.3096,1.3324,1.3096,1.3096,1.3096,1.3096,1.3096,1.3096,1.3096,1.3096,1.3324,1.3096,1.3096,1.3096,1.3096,1.3324,1.3324,1.3096,1.3096,0.64927,0.21662,0.28494,0.26216,0.30771,0.37602,0.42156,0.4671,0.48987,0.51264,0.53541,0.55819,0.58096,0.60373,1.3324,1.3096,1.3096,1.3096,1.3096,1.3096,1.3096,1.3096,1.3096,1.3324,1.3096,1.3324,1.3324,1.3324,1.3324,1.3096,1.3096,1.3096,1.5601,-0.28434,-0.60313,-0.67144,-0.73975,-0.76252,-0.78529,-0.80807,-0.83084,-0.83084,-0.83084,-0.83084,-0.85361,-0.85361,-0.85361,-0.85361,-0.85361,-0.85361,-0.87638,-0.87638,-0.87638,-0.87638,-0.87638,-0.87638,-0.89915,-0.87638,-0.89915,-0.89915,-0.89915,-0.89915,-0.89915,-0.89915,-0.92192,-0.92192,-0.92192,-0.92192,-0.92192,-0.92192,-0.92192,-0.92192,-0.94469,-0.94469,-0.92192,-0.92192,-0.92192,-0.92192,-0.92192,-0.92192,-0.92192,-0.92192,-0.92192,-0.92192,-0.94469,-0.92192,-0.92192,-0.92192,-0.92192,-0.92192,-0.94469,-0.92192,-0.92192,-0.89915,-0.85361,-0.83084,-0.80807,-0.78529,-0.78529,-0.73975,-0.71698,-0.69421,-0.67144,-0.67144,-0.67144,-0.67144,-0.67144,-0.67144,-0.67144,-0.67144,-0.67144,-0.67144,-0.67144,-0.67144,-0.67144,-0.69421,-0.67144,-0.67144,-0.69421,-0.69421,-0.69421,1.2869,1.2869,1.3324,1.3096,1.3096,1.3324,1.3324,1.3096,1.3324,1
0.98731,0.945,0.98731,0.98731,0.945,0.945,0.945,0.98731,0.945,0.945,0.98731,0.98731,0.98731,0.98731,0.945,0.945,0.945,0.945,0.945,2.8066,-0.66275,-0.8743,-0.8743,-0.8743,-0.91661,-0.8743,-0.83199,-0.8743,-0.83199,-0.8743,-0.8743,-0.83199,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.86038,4.3297,0.4796,-0.66275,-0.66275,-0.62044,-0.83199,-0.83199,-0.70506,-0.62044,-0.57813,-0.78968,-0.74737,-0.74737,-0.70506,-0.78968,-0.78968,-0.78968,-0.74737,-0.74737,-0.74737,-0.74737,-0.70506,-0.78968,-0.74737,-0.74737,-0.74737,-0.70506,-0.70506,-0.74737,-0.74737,-0.74737,-0.74737,-0.70506,-0.74737,-0.78968,-0.74737,-0.74737,-0.74737,-0.74737,-0.74737,-0.74737,-0.74737,-0.74737,-0.74737,-0.78968,-0.78968,-0.78968,-0.83199,-0.78968,-0.83199,-0.78968,-0.83199,-0.83199,-0.78968,-0.83199,-0.83199,-0.83199,-0.74737,-0.83199,-0.83199,-0.78968,-0.78968,-0.78968,-0.78968,-0.78968,-0.78968,-0.78968,-0.78968,-0.83199,-0.78968,-0.78968,-0.78968,-0.83199,-0.78968,-0.78968,-0.83199,-0.83199,-0.8743,-0.83199,-0.83199,0.98731,0.98731,0.98731,0.98731,0.945,0.945,0.945,0.98731,1.0296,1.0719,1.1142,1.1565,1.1989,1.2412,1.2835,1.3258,1.3681,1.4104,1.4527,1.495,1.5373,1.5796,1.6219,1.6643,1
1.0842,1.0842,1.0842,1.0842,1.104,1.0842,1.0842,1.0842,1.0842,1.0842,1.0842,1.104,1.0842,1.0842,1.104,1.0842,1.0842,1.0842,1.0842,1.0842,1.104,1.104,1.104,0.70868,0.056434,0.35291,0.5308,0.62962,0.64939,0.66915,0.70868,0.70868,0.72845,0.72845,0.74821,0.74821,0.74821,1.0842,1.104,1.104,1.0842,1.0842,1.104,1.104,1.104,1.0842,1.0842,1.104,1.104,1.0842,1.104,1.0842,1.0842,1.0842,1.104,0.80751,-0.41793,-0.91205,-0.91205,-0.93182,-0.95158,-0.95158,-0.97135,-0.97135,-0.99111,-0.99111,-1.0109,-1.0109,-1.0109,-1.0306,-1.0306,-1.0109,-1.0306,-1.0109,-1.0109,-1.0109,-1.0109,-1.0109,-1.0109,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0504,-1.0504,-1.0504,-1.0504,-1.0504,-1.0504,-1.0306,-1.0306,-1.0504,-1.0504,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0109,-0.97135,-0.93182,-0.91205,-0.89229,-0.89229,-0.87252,-0.87252,-0.87252,-0.87252,-0.87252,-0.87252,-0.87252,-0.87252,-0.87252,-0.87252,-0.87252,-0.85276,-0.85276,-0.85276,-0.85276,-0.85276,0.98539,1.104,1.0842,1.104,1.0842,1.0842,1.0842,1.0842,1.0842,1.0842,1.0842,1.0842,1.0842,1.0842,1.0842,1.0842,1.0842,1.0842,1.0842,1
0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,2.4086,-0.46284,-0.46284,-0.49405,-0.49405,-0.49405,-0.49405,-0.43163,-0.46284,-0.49405,-0.49405,-0.46284,-0.49405,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.34867,0.37988,0.4423,0.4423,0.4423,0.4423,10.305,3.6571,-0.40041,-0.40041,-0.3692,-0.33799,-0.43163,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.43163,-0.40041,-0.40041,-0.3692,-0.40041,-0.40041,-0.40041,-0.3692,-0.3692,-0.3692,-0.3692,-0.3692,-0.3692,-0.3692,-0.3692,-0.40041,-0.3692,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.3692,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.40041,-0.43163,-0.40041,-0.40041,-0.43163,-0.43163,-0.43163,-0.43163,-0.43163,-0.43163,-0.43163,-0.43163,-0.43163,-0.43163,-0.43163,-0.43163,-0.43163,-0.43163,-0.43163,-0.43163,-0.43163,-0.43163,-0.43163,-0.46284,-0.46284,-0.46284,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,0.41109,1
-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1204,0.52609,1.0332,0.84977,0.59514,0.43115,0.30383,0.19378,0.12041,0.053521,0.018995,-0.017689,-0.05653,-0.082425,-0.97794,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1204,-1.1182,-1.1182,0.27794,0.74404,0.87351,0.93177,0.95335,0.97277,0.98787,1.0051,1.0073,1.0051,1.0051,1.0051,1.0051,1.0008,1.003,0.99435,0.9814,0.97061,0.96198,0.95982,0.95119,0.94472,0.94688,0.94472,0.94472,0.93824,0.93609,0.9253,0.92961,0.9253,0.9253,0.9253,0.92314,0.91882,0.91882,0.91882,0.91667,0.91451,0.91235,0.91235,0.91667,0.92098,0.91882,0.91882,0.91451,0.92098,0.92098,0.93177,0.93609,0.93609,0.93609,0.94256,0.95551,0.96845,1.0224,1.044,1.0397,1.031,1.031,1.0267,1.0224,1.0159,1.0095,1.003,1.0051,0.99866,0.99651,0.98787,0.98572,0.9814,0.97924,0.97709,0.97709,-0.81178,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1204,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,-1.1182,1
-1.0121,-1.0121,-1.0121,-1.0121,-1.0121,-1.0121,-1.0136,-1.0136,-1.0121,-1.0121,-1.0121,-1.0136,-1.0121,-1.0121,-1.0136,-1.0121,-1.0121,-1.0121,1.9684,1.9684,1.9684,1.9684,1.9684,1.9684,1.9684,1.9684,1.9669,1.9246,1.878,-0.60258,-1.0121,-1.0121,-1.0121,-1.0121,-1.0121,-1.0121,-1.0121,-1.0121,-1.0121,-1.0136,-1.0136,-1.0121,-1.0136,-1.0121,-1.0136,-1.0121,-1.0121,0.44241,0.70038,0.70184,0.70475,0.7135,0.71933,0.72516,0.73099,0.7339,0.74119,0.74993,0.75868,0.76014,0.76305,0.76742,0.77617,0.78054,0.782,0.78783,0.79074,0.7922,0.79803,0.79949,0.80532,0.80677,0.80823,0.81115,0.81698,0.81843,0.82281,0.82572,0.82572,0.82718,0.82718,0.82864,0.83301,0.83301,0.83301,0.83009,0.82718,0.82718,0.82718,0.82864,0.82718,0.83009,0.83155,0.83009,0.83009,0.81843,0.75285,0.67852,0.61876,0.59253,0.57796,0.57067,0.57067,0.56775,0.56775,0.56484,0.5663,0.56775,0.56775,0.5663,0.56775,0.5663,0.56484,0.5663,0.5663,0.5663,-0.78184,-1.0121,-1.0121,-1.0121,-1.0121,-1.0121,-1.0121,-1.0136,-1.0121,-1.0107,-1.0092,-1.0077,-1.0063,-1.0048,-1.0034,-1.0019,-1.0005,-0.999,-0.99755,-0.99609,-0.99463,-0.99317,-0.99172,-0.99026,-0.9888,-0.98734,-0.98589,-0.98443,-0.98297,-0.98152,-0.98006,-0.9786,-0.97714,-0.97569,-0.97423,-0.97277,1
-1.6943,-1.7214,-1.7256,-1.7313,-1.7313,-1.7356,-1.7356,-1.7356,-1.7356,-1.7356,-0.81302,-1.0469,0.22222,0.89813,1.3444,1.3673,1.4628,1.4813,1.5498,1.5954,1.651,1.6824,1.6867,1.7594,1.7052,1.6639,1.7009,1.6781,1.6681,1.6681,1.6781,1.6824,1.6824,1.6824,1.6824,1.6824,1.5869,-1.3663,-1.6215,-1.6672,-1.6943,-1.7085,-1.7171,-1.7214,-1.7256,-1.7256,-0.86435,-0.25262,-0.033022,0.16233,0.17659,0.22222,0.23648,0.23648,0.23648,0.23648,0.24076,0.24076,0.23648,0.24076,0.24076,0.24076,0.24076,0.24076,0.24076,0.24076,0.24076,0.24504,0.24504,0.24504,0.24076,0.24076,0.24076,0.24504,0.24504,0.24504,0.24932,0.24504,0.24504,0.24504,0.24504,0.24076,0.24076,0.24076,0.24076,0.24076,0.24504,0.24932,0.24504,0.24932,0.24504,0.24932,0.24932,0.24932,0.24932,0.24504,0.24932,0.24932,0.24504,0.24504,0.24076,0.24504,0.24504,0.24504,0.24076,0.24076,0.24076,0.24504,0.24504,0.24504,0.24504,0.24076,0.24076,0.24076,0.24504,0.24076,0.24504,0.24504,0.24076,0.24076,0.24076,0.24076,0.24076,0.24076,0.24076,0.24504,0.24076,0.24076,0.24076,0.24076,0.24076,0.24504,-0.86435,-1.1552,-1.1738,-1.1781,-1.1781,-1.1781,-1.1781,-1.1781,-1.1781,-1.1781,-1.1781,-1.1781,-1.1781,-1.1781,-1.1781,-1.1781,-1.1781,-1.1781,-1.1781,-1.1781,1
0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,10.505,0.93212,-0.30103,-0.31725,-0.30103,-0.31725,-0.30103,-0.2848,-0.30103,-0.31725,-0.30103,-0.30103,-0.30103,-0.30103,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.12084,0.15329,0.16952,0.16952,5.167,2.1004,-0.23613,-0.30103,-0.2848,-0.25235,-0.25235,-0.2848,-0.25235,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.25235,-0.26858,-0.25235,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.25235,-0.25235,-0.25235,-0.23613,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.26858,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.30103,-0.25235,-0.30103,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,-0.2848,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,0.15329,1
-1.6044,-1.6665,-1.689,-1.6947,-1.6947,-1.6989,-1.6989,-1.6989,-1.6989,-1.6989,-0.79998,-1.0173,0.44189,0.88924,1.2957,1.4086,1.4721,1.5116,1.5567,1.6075,1.6527,1.6922,1.6795,1.76,1.7204,1.6838,1.6795,1.6753,1.6753,1.6753,1.6696,1.6696,1.6753,1.6979,1.6838,1.6795,1.5666,-1.4407,-1.586,-1.6312,-1.658,-1.6721,-1.6806,-1.6848,-1.689,-1.689,-0.84091,-0.25384,-0.001235,0.14835,0.20198,0.2429,0.25278,0.25278,0.25702,0.26125,0.26125,0.26125,0.26125,0.26125,0.25702,0.25702,0.25702,0.25702,0.26125,0.26125,0.26125,0.26125,0.26125,0.26125,0.25702,0.25702,0.25702,0.25702,0.25702,0.25702,0.25702,0.26125,0.25702,0.26125,0.26125,0.25702,0.26125,0.26125,0.26125,0.26125,0.26125,0.25702,0.26125,0.25702,0.25702,0.25702,0.25702,0.25702,0.25702,0.25702,0.25702,0.26125,0.26125,0.26125,0.26125,0.26548,0.26548,0.26548,0.26125,0.25702,0.26125,0.26125,0.26125,0.26125,0.26125,0.26548,0.26125,0.26125,0.26548,0.26125,0.26548,0.26125,0.26125,0.25702,0.25702,0.25702,0.25702,0.25702,0.26125,0.26125,0.25702,0.26125,0.25702,0.25702,-1.0117,-1.1246,-1.1429,-1.1471,-1.1471,-1.1471,-1.1471,-1.1471,-1.1471,-1.1471,-1.1471,-1.1471,-1.1471,-1.1471,-1.1471,-1.1471,-1.1471,-1.1471,-1.1471,-1.1471,-1.1471,-1.1471,1
-0.98051,-0.98051,-0.97907,-0.97907,-0.98051,-0.98051,-0.97907,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,1.7054,1.9724,1.9724,1.9724,1.9724,1.9724,1.9724,1.9724,1.9724,1.9724,1.9724,1.9724,1.9724,1.942,-0.97762,-0.97907,-0.98051,-0.97907,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,0.26501,0.58396,0.63736,0.64025,0.64458,0.65757,0.65324,0.65612,0.65901,0.6619,0.66334,0.67344,0.67489,0.6821,0.68643,0.68932,0.69365,0.70086,0.70952,0.71674,0.71963,0.71674,0.72828,0.72973,0.73261,0.73406,0.73694,0.73983,0.74127,0.74127,0.74416,0.74849,0.74849,0.74849,0.75282,0.75282,0.75426,0.75426,0.75859,0.75571,0.75571,0.75571,0.74993,0.74993,0.75282,0.74849,0.7456,0.71674,0.65035,0.52767,0.51324,0.50747,0.50747,0.50603,0.50747,0.50603,0.50458,0.50458,0.50747,0.50747,0.50747,0.50603,0.50314,0.50603,0.50458,0.50314,-0.75825,-0.97907,-0.98051,-0.97907,-0.97907,-0.97907,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,1
-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,1.7742,1.7742,1.7742,1.7742,1.7742,1.7742,1.7742,1.7742,1.7742,1.7742,1.7742,1.7742,1.7742,-0.71838,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,0.016082,0.43719,0.59316,0.59741,0.6045,0.61301,0.61726,0.62435,0.63002,0.63569,0.64136,0.6442,0.64987,0.65413,0.65838,0.6598,0.66547,0.67256,0.67823,0.67965,0.6839,0.68815,0.69099,0.69524,0.69383,0.69808,0.6995,0.70375,0.70659,0.71084,0.71226,0.71509,0.71793,0.72077,0.7236,0.72644,0.73494,0.73494,0.73636,0.73778,0.7392,0.74062,0.74062,0.73778,0.73778,0.7392,0.73778,0.7392,0.7392,0.73778,0.7392,0.7392,0.73636,0.71935,0.67539,0.59316,0.53786,0.51092,0.49532,0.48965,0.48398,0.48256,0.48256,0.48114,0.47973,0.47831,0.47831,0.47831,0.47831,0.47831,0.47973,0.47973,0.47831,0.47973,0.48114,0.48114,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,-1.1267,1
0.81661,0.81661,0.83986,0.83986,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,1.2118,-0.69427,-0.78725,-0.78725,-0.76401,-0.78725,-0.76401,-0.76401,-0.78725,-0.76401,-0.76401,-0.78725,-0.76401,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.77012,0.79337,0.83986,0.83986,7.4878,2.374,-0.64778,-0.78725,-0.76401,-0.69427,-0.64778,-0.64778,-0.71752,-0.69427,-0.71752,-0.74076,-0.71752,-0.69427,-0.69427,-0.71752,-0.74076,-0.74076,-0.74076,-0.71752,-0.76401,-0.71752,-0.71752,-0.69427,-0.71752,-0.71752,-0.74076,-0.69427,-0.74076,-0.69427,-0.71752,-0.71752,-0.71752,-0.69427,-0.71752,-0.74076,-0.71752,-0.71752,-0.71752,-0.71752,-0.71752,-0.71752,-0.71752,-0.71752,-0.71752,-0.71752,-0.71752,-0.71752,-0.69427,-0.71752,-0.71752,-0.71752,-0.71752,-0.74076,-0.74076,-0.74076,-0.76401,-0.71752,-0.74076,-0.71752,-0.71752,-0.74076,-0.74076,-0.71752,-0.71752,-0.74076,-0.74076,-0.71752,-0.74076,-0.71752,-0.74076,-0.76401,-0.76401,-0.71752,-0.71752,-0.74076,0.81661,0.83986,0.83986,0.81661,0.81661,0.81661,0.83986,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,0.81661,1
-0.83353,-0.97804,-0.92413,-0.95442,-0.93556,-0.9475,-0.94507,-0.93666,-0.95936,-0.91714,-0.98719,-0.87544,-1.0504,-0.76719,-1.2938,0.69154,2.4677,1.9456,2.2422,2.0381,2.1997,2.0491,2.2183,1.9878,2.3899,0.79628,-1.0895,-0.84367,-1.0074,-0.90225,-0.9718,-0.92492,-0.95955,-0.92912,-0.96175,-0.92017,-0.98029,-0.88106,-1.0714,0.096407,0.82825,0.70469,0.79376,0.74278,0.77896,0.75891,0.77173,0.76569,0.77107,0.77042,0.77169,0.77081,0.76982,0.77179,0.77367,0.77438,0.77628,0.77715,0.77628,0.78021,0.77927,0.77876,0.78008,0.78096,0.78023,0.78141,0.7826,0.78349,0.7834,0.78371,0.78354,0.78351,0.7825,0.78485,0.78517,0.78394,0.78368,0.7836,0.78323,0.78511,0.78653,0.787,0.78849,0.78758,0.78708,0.78805,0.78846,0.78735,0.78638,0.78769,0.7893,0.78899,0.78468,0.78576,0.78626,0.7896,0.78205,0.79674,0.77288,0.811,0.7511,0.84504,0.69147,0.97731,-0.023478,-1.1298,-0.84744,-1.0013,-0.9059,-0.96706,-0.92828,-0.95192,-0.93837,-0.94541,-0.9424,-0.94259,-0.94274,-0.94238,-0.94247,-0.94289,-0.94245,-0.9424,-0.94279,-0.94255,-0.94236,-0.94263,-0.94269,-0.94237,-0.9425,-0.94287,-0.94242,-0.94241,-0.94284,-0.94252,-0.94237,-0.94267,-0.94265,-0.94236,-0.94253,-0.94281,-0.9424,-0.94243,-0.94289,-0.94324,-0.94187,-0.94471,-0.93993,-0.9475,-0.93556,-0.95442,-0.92413,-0.97804,-1
-0.81478,-0.95604,-0.90334,-0.93295,-0.91451,-0.92619,-0.91879,-0.92346,-0.92327,-0.91919,-0.92903,-0.91021,-0.9412,-0.89237,-0.96825,-0.84683,-1.0645,-0.45874,1.4182,1.1523,1.3016,1.1973,1.2831,1.1994,1.3003,1.1612,1.3998,0.7371,-1.1069,-0.8313,-0.97649,-0.88966,-0.94203,-0.91431,-0.92107,-0.93473,-0.89919,-0.96228,-0.86072,-1.0408,-0.54376,1.2156,0.97145,1.0934,1.024,1.0747,1.044,1.0606,1.051,1.0556,1.0578,1.055,1.0556,1.0581,1.0567,1.0573,1.0572,1.0575,1.0564,1.0606,1.0595,1.0527,1.0539,1.057,1.0572,1.0569,1.0576,1.0571,1.057,1.0574,1.0572,1.057,1.0572,1.0574,1.057,1.0571,1.0576,1.0571,1.057,1.0575,1.0566,1.0524,1.0571,1.0563,1.055,1.0553,1.0534,1.0539,1.0532,1.0541,1.0535,1.0564,1.052,1.0643,1.0418,1.0791,1.023,1.1128,0.96777,1.2277,0.45313,-1.1267,-0.82186,-0.98216,-0.88372,-0.94659,-0.90658,-0.93127,-0.91696,-0.92439,-0.92127,-0.92118,-0.92153,-0.92138,-0.92116,-0.92138,-0.92153,-0.92118,-0.92127,-0.92168,-0.92125,-0.9212,-0.92158,-0.92135,-0.92116,-0.92142,-0.92149,-0.92117,-0.9213,-0.92166,-0.92122,-0.92121,-0.92163,-0.92132,-0.92117,-0.92147,-0.92144,-0.92117,-0.92133,-0.92161,-0.92121,-0.92124,-0.92168,-0.92202,-0.92068,-0.92346,-0.91879,-0.92619,-0.91451,-0.93295,-0.90334,-0.95604,-1
