att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,target
-0.83314,-0.71081,-0.57388,-0.30653,0.061913,0.43425,0.80766,0.94145,1.275,1.4303,1.5187,1.4017,1.2465,1.1264,1.068,1.1309,1.211,1.1049,0.93564,0.80529,0.61091,0.29014,-0.070197,-0.4336,-0.75275,-0.88166,-0.77445,-0.51046,-0.21896,0.13511,0.45832,0.83012,1.1076,1.1021,1.2436,1.2491,1.2661,1.2434,1.0554,0.98645,1.129,1.2301,1.332,1.2787,1.0059,0.60036,0.21603,-0.1502,-0.40105,-0.68872,-0.12399,0.015991,-0.055298,-0.26634,-0.64273,-0.99451,-1.3506,-1.6716,-1.7663,-1.7054,-1.4478,-1.1812,-0.99428,-0.66145,-0.50519,-0.32173,-0.12506,-0.28154,-0.58145,-0.78477,-1.155,-1.5127,-1.7162,-1.7712,-1.661,-1.3938,-1.1414,-0.89518,-0.53148,-0.34068,0
-0.67542,-0.63705,-0.31663,-0.035843,0.36974,0.61846,0.3648,0.36771,0.76215,0.82464,1.1662,1.4359,1.7177,1.8374,1.8054,1.6399,1.4976,1.2929,1.1281,0.87648,0.55296,0.22935,-0.20104,-0.49394,-0.63308,-0.8286,-0.92569,-0.86038,-0.55033,-0.15734,0.18313,0.60189,1.0436,1.4501,1.9015,1.9162,1.7449,1.4229,1.1274,0.96252,0.84586,0.88704,0.58445,0.20231,0.08808,0.20696,0.43078,0.005917,-0.32303,-0.65904,-0.18535,-0.29251,-0.47485,-0.76301,-0.93363,-1.1744,-1.4244,-1.6621,-1.5812,-1.4678,-1.1805,-0.92549,-0.65662,-0.40548,-0.23408,-0.25443,-0.45063,-0.64083,-0.91803,-0.96066,-1.0947,-1.2641,-1.4275,-1.482,-1.3486,-1.1485,-0.95514,-0.68801,-0.5327,-0.26838,0
-0.98279,-1.0183,-0.75378,-0.41113,-0.091507,0.23689,0.57077,0.77612,0.85014,1.0615,1.1967,1.2647,1.3584,1.3451,1.2164,1.0267,0.88742,0.76022,0.4518,0.39181,0.043047,-0.34229,-0.66207,-0.88301,-1.0253,-0.82913,-0.57341,-0.26843,0.045396,0.38397,0.78599,1.13,1.4944,1.6502,1.3933,1.2865,1.2598,1.3658,1.3472,1.4696,1.4769,1.6304,1.6221,1.2414,0.79962,0.43324,0.078526,-0.25794,-0.62808,-0.89014,0.13131,-0.10929,-0.25943,-0.56151,-0.77712,-1.1533,-1.2268,-1.5189,-1.7109,-1.6231,-1.3268,-1.0442,-0.72347,-0.42539,-0.23092,-0.01632,-0.17868,-0.4062,-0.62941,-0.82153,-1.1149,-1.4549,-1.6603,-1.6643,-1.411,-1.1577,-0.80359,-0.60482,-0.22418,-0.007078,1
-0.75529,-0.6886,-0.72782,-0.39694,-0.10859,0.24686,0.64336,0.96712,1.1798,1.2084,1.1987,1.4004,1.2911,1.1327,1.0124,0.80826,0.54531,0.23975,-0.016583,-0.40861,-0.48614,-0.82571,-0.92988,-0.79484,-0.64326,-0.38801,-0.12539,0.21898,0.51106,0.87313,1.223,1.4028,1.5681,1.5782,1.4716,1.3139,1.3294,1.2943,1.4051,1.5444,1.6858,1.6288,1.6381,1.244,0.9246,0.56012,0.18845,-0.10536,-0.42689,-0.657,-0.41291,-0.25678,-0.41357,-0.6469,-0.86708,-1.1752,-1.3352,-1.5566,-1.5776,-1.3594,-1.105,-0.84722,-0.58791,-0.43666,-0.43285,-0.21317,-0.38635,-0.71732,-0.96173,-1.0927,-1.2866,-1.3012,-1.1265,-1.1025,-1.1638,-1.1393,-1.1523,-0.98763,-0.78632,-0.56449,0
-1.0533,-0.8678,-0.67815,-0.38856,-0.023175,0.12191,0.48137,0.85159,1.009,1.1632,1.248,1.3761,1.463,1.457,1.3213,0.97758,0.86549,0.69663,0.40638,0.042966,-0.1769,-0.23075,-0.464,-0.63169,-0.86363,-0.99576,-0.801,-0.59921,-0.32308,0.009456,0.40155,0.73262,1.1265,1.5601,1.6729,1.5634,1.4524,1.4763,1.4838,1.5466,1.6619,1.6221,1.4839,1.0935,0.72209,0.35831,-0.004665,-0.34927,-0.67025,-0.94352,0.11496,0.013627,-0.31489,-0.55626,-0.81226,-1.0946,-1.4079,-1.605,-1.6474,-1.4356,-1.098,-0.75973,-0.63286,-0.26572,-0.046369,0.19039,-0.001299,-0.26704,-0.6382,-0.84541,-1.2404,-1.5156,-1.6258,-1.5914,-1.3637,-1.0804,-0.90957,-0.55728,-0.34444,-0.046076,1
-0.85582,-0.6428,-0.39185,-0.16513,0.131,0.32403,0.56217,0.73968,0.8619,0.86065,0.70336,0.75264,0.61233,0.41908,0.36856,-0.016553,-0.097617,-0.21427,-0.25989,-0.57734,-0.80544,-0.70893,-0.51707,-0.30441,0.071761,0.45204,0.6945,0.9825,1.4334,1.6955,1.7759,1.5169,1.2844,1.0294,0.78032,0.79599,0.95153,1.2471,1.641,1.9107,2.1669,2.0147,1.6258,1.2381,0.85238,0.45592,0.081793,-0.23214,-0.55471,-0.80427,0.004464,-0.12962,-0.32316,-0.6792,-0.86534,-1.1642,-1.3789,-1.635,-1.6981,-1.4789,-1.2276,-0.93008,-0.67576,-0.40562,-0.1261,0.007978,-0.13291,-0.41682,-0.69296,-0.95593,-1.2563,-1.5813,-1.7672,-1.6927,-1.4221,-1.1908,-0.8898,-0.62479,-0.42033,-0.1365,0
-0.66699,-0.57561,-0.41412,-0.16271,0.035678,0.37015,0.68584,0.9588,1.0899,1.2031,1.3401,1.4292,1.3967,1.2908,1.166,1.002,0.79487,0.62995,0.47439,0.27783,0.15433,-0.037284,-0.28662,-0.54917,-0.70665,-0.64711,-0.4671,-0.20226,0.12196,0.42032,0.66528,1.0103,1.3275,1.4512,1.452,1.3754,1.4014,1.401,1.5018,1.4252,1.5217,1.5235,1.5579,1.258,0.91753,0.59867,0.23224,-0.071892,-0.34818,-0.5601,-0.77102,-0.88062,-0.96977,-1.1083,-1.2774,-1.4388,-1.4697,-1.4153,-1.2738,-1.1869,-0.98851,-0.73506,-0.5716,-0.31633,-0.2276,-0.39049,-0.49442,-0.64675,-0.85825,-1.0087,-1.137,-1.0256,-1.2385,-1.2969,-1.3617,-1.377,-1.3272,-1.1144,-0.9921,-0.86694,0
-0.34593,-0.32449,-0.22875,-0.072002,-0.083199,-0.006796,0.029465,-0.024036,-0.064877,-0.12302,-0.13015,-0.22315,-0.30108,-0.32258,-0.43417,-0.37844,-0.32901,-0.43461,-0.26546,0.016741,0.22432,0.09836,-0.11851,-0.13276,-0.019265,0.30117,0.55423,0.93567,1.2561,1.4615,1.6454,1.826,2.0804,2.2138,2.183,2.3033,2.4457,2.407,2.0874,1.804,1.426,1.1423,0.82447,0.47993,0.17082,-0.14611,-0.42628,-0.61038,-0.50548,-0.35299,-0.058579,-0.12614,-0.31247,-0.4939,-0.74416,-0.91147,-1.0582,-1.2562,-1.3593,-1.2839,-1.0958,-0.98559,-0.75199,-0.50961,-0.41184,-0.42609,-0.6149,-0.79824,-0.89188,-1.0396,-1.2404,-1.2785,-1.2209,-1.1144,-1.0294,-0.82706,-0.68621,-0.52724,-0.28104,-0.17856,0
-0.83944,-0.73663,-0.51029,-0.23297,0.082376,0.43085,0.49961,0.9357,1.1293,1.1209,1.1344,1.2066,1.1792,1.0655,0.98727,0.80022,0.6226,0.50704,0.30513,0.18645,0.032462,-0.14137,-0.46137,-0.5758,-0.64861,-0.52356,-0.28143,0.045472,0.3741,0.75993,1.0913,1.2996,1.098,1.1537,1.2186,1.1028,1.1847,1.1857,1.3664,1.5392,1.7343,1.782,1.6521,1.2292,0.83023,0.48819,0.10129,-0.22036,-0.54301,-0.72129,0.087686,-0.10235,-0.41358,-0.67417,-0.97817,-1.2887,-1.5392,-1.8105,-1.8443,-1.6232,-1.2599,-1.0501,-0.60381,-0.29211,-0.11682,0.079257,-0.17031,-0.43336,-0.8263,-1.1509,-1.445,-1.6892,-1.8633,-1.7512,-1.4859,-1.1655,-0.86805,-0.55536,-0.21711,0.025161,1
-0.47987,-0.29025,-0.17876,0.16077,0.25871,0.45311,0.63117,0.80193,0.91496,0.97144,1.0953,1.0547,0.93366,0.87954,0.7872,0.56887,0.38868,0.35915,0.33603,0.090819,0.088316,-0.20807,-0.49143,-0.47847,-0.46772,-0.2309,-0.006676,0.31821,0.6727,0.97475,1.3334,1.6978,1.8735,1.6946,1.3675,1.0904,0.99846,0.98492,1.093,1.2472,1.356,1.5069,1.8045,1.5129,1.1446,0.78602,0.37115,-0.036646,-0.394,-0.5267,-0.39393,-0.5683,-0.79783,-0.95534,-1.1732,-1.3787,-1.4888,-1.5993,-1.6188,-1.4323,-1.2182,-0.9951,-0.76815,-0.60232,-0.50961,-0.38215,-0.32125,-0.48141,-0.69577,-0.9225,-1.1457,-1.2751,-1.5555,-1.6754,-1.6196,-1.4425,-1.2801,-1.0226,-0.88656,-0.60718,0
-0.85765,-0.77856,-0.54429,-0.28757,-0.021498,0.19623,0.49163,0.76994,1.0688,1.3029,1.3826,1.5082,1.3992,1.3289,1.1011,0.95753,0.76354,0.59164,0.30915,0.19746,-0.1359,-0.4393,-0.76349,-0.86146,-0.96276,-0.76275,-0.51876,-0.25583,0.041605,0.39378,0.71828,1.0257,1.3613,1.5878,1.634,1.6258,1.5724,1.4972,1.4577,1.4716,1.5383,1.5188,1.4354,1.2116,0.88243,0.50043,0.13891,-0.18049,-0.49342,-0.76072,-0.23627,-0.29784,-0.39563,-0.60333,-0.89172,-1.1662,-1.4066,-1.5614,-1.4794,-1.2643,-1.0427,-0.75008,-0.63593,-0.49736,-0.40959,-0.23566,-0.41519,-0.65315,-0.8841,-1.1026,-1.2622,-1.391,-1.4277,-1.3963,-1.3607,-1.1305,-0.94659,-0.73809,-0.50136,-0.2741,1
-0.7173,-0.65134,-0.40442,-0.15393,0.065988,0.096492,0.35703,0.58197,0.97022,1.1759,1.309,1.4692,1.4078,1.4679,1.3369,1.1486,1.0583,0.82318,0.61407,0.33215,0.093677,-0.071012,-0.38579,-0.68451,-0.80181,-0.80113,-0.58227,-0.32371,-0.015634,0.31063,0.59322,0.92747,1.2829,1.5412,1.5357,1.4936,1.3752,1.4832,1.5477,1.4949,1.5824,1.6294,1.5147,1.2463,0.94527,0.60638,0.2481,-0.096572,-0.35749,-0.62099,-0.71737,-0.70916,-0.84296,-0.96216,-1.1644,-1.2297,-1.3115,-1.3429,-1.2507,-1.0863,-0.99292,-0.78036,-0.6537,-0.51632,-0.67523,-0.675,-0.81687,-0.94741,-1.0598,-1.1436,-1.2893,-1.264,-1.3328,-1.2269,-1.0674,-0.90351,-0.88822,-0.68961,-0.67485,-0.78378,0
-0.41276,-0.44342,-0.72722,-0.8561,-0.6943,-0.36613,0.082694,0.49585,0.77952,1.0477,1.319,1.6464,1.5911,1.5259,1.3567,1.1499,0.89227,0.65449,0.35642,0.17268,-0.16092,-0.49911,-0.78442,-1.0593,-1.1166,-0.99587,-0.72633,-0.39431,-0.048372,0.30505,0.66292,1.0235,1.3861,1.5621,1.4933,1.2704,1.2227,1.2298,1.2912,1.461,1.5632,1.8017,1.6914,1.3832,0.98884,0.60181,0.22604,-0.13102,-0.41859,-0.5094,0.043874,-0.11853,-0.32991,-0.52949,-0.71152,-1.0429,-1.2992,-1.4828,-1.5975,-1.4246,-1.1821,-0.91871,-0.70617,-0.38409,-0.13767,-0.03637,-0.24754,-0.45844,-0.65624,-0.99628,-1.2483,-1.4643,-1.573,-1.4882,-1.2812,-1.0149,-0.80274,-0.52785,-0.21352,-0.060306,0
-0.84106,-0.76661,-0.54625,-0.22909,-0.083188,0.26785,0.58479,0.94532,1.083,1.2519,1.3817,1.5981,1.5341,1.3222,1.2022,0.88214,0.41198,0.20097,0.18075,0.34135,0.085601,-0.25648,-0.5362,-0.75943,-0.67514,-0.58334,-0.34214,-0.053542,0.27673,0.57899,0.93241,1.2891,1.4801,1.4678,1.3313,1.2263,1.2915,1.4,1.5348,1.5102,1.5363,1.5855,1.608,1.2427,0.85495,0.55098,0.1757,-0.17609,-0.51517,-0.73812,-0.42753,-0.56414,-0.68512,-0.87043,-1.0661,-1.3167,-1.4357,-1.5458,-1.4394,-1.2748,-1.2037,-0.95671,-0.69816,-0.59509,-0.5429,-0.39986,-0.39194,-0.5819,-0.84742,-1.1075,-1.1653,-1.3658,-1.4594,-1.4451,-1.284,-1.0885,-0.85705,-0.60888,-0.41701,-0.40355,0
-0.76388,-0.76547,-0.51101,-0.27647,0.042224,0.32139,0.66598,0.83661,1.1141,1.2652,1.4902,1.4794,1.3322,1.3355,1.2733,1.0691,0.94909,0.79209,0.5408,0.29466,0.078803,-0.24619,-0.5915,-0.76728,-0.8182,-0.68169,-0.46934,-0.21208,0.081103,0.41732,0.72365,1.0342,1.3438,1.4108,1.3154,1.2554,1.3024,1.3016,1.3079,1.3353,1.4081,1.5356,1.5215,1.3254,0.95358,0.56118,0.18,-0.17391,-0.48702,-0.63159,-0.19937,-0.38008,-0.55963,-0.72413,-0.93851,-1.1997,-1.4618,-1.6471,-1.6442,-1.4343,-1.1894,-0.96808,-0.71268,-0.50077,-0.38293,-0.25961,-0.43736,-0.66066,-0.88413,-1.0408,-1.2452,-1.4771,-1.6604,-1.6069,-1.3597,-1.1123,-0.83589,-0.64445,-0.42,-0.21208,0
-0.85846,-0.73805,-0.473,-0.30609,0.020044,0.1314,0.37881,0.64241,0.84331,1.0463,1.2088,1.3077,1.2,1.0548,0.94721,0.88171,0.86111,0.66405,0.50427,0.1577,-0.18231,-0.51413,-0.64866,-0.57217,-0.73051,-0.50676,-0.18006,0.13004,0.44647,0.78463,1.1274,1.4836,1.7383,1.8076,1.5115,1.2717,1.2236,1.2283,1.2855,1.3034,1.4481,1.6857,1.7185,1.4656,1.0273,0.63439,0.24741,-0.14358,-0.48904,-0.75673,-0.44799,-0.37504,-0.5284,-0.75352,-0.98778,-1.2927,-1.3939,-1.4859,-1.5038,-1.3763,-1.1434,-0.94216,-0.65235,-0.52736,-0.31306,-0.33679,-0.50283,-0.74542,-0.81349,-1.1293,-1.2602,-1.3139,-1.356,-1.3568,-1.3007,-1.2798,-1.0351,-0.93222,-0.73284,-0.49994,1
-0.82912,-0.742,-0.47436,-0.23278,0.068886,0.38526,0.68356,0.87865,1.0148,1.1803,1.3707,1.5048,1.3906,1.2537,1.0776,0.92917,0.70869,0.61655,0.47456,0.19927,-0.058138,-0.19618,-0.48096,-0.77774,-0.80703,-0.69656,-0.53458,-0.23502,0.082868,0.41784,0.75749,1.0872,1.4304,1.5206,1.563,1.3811,1.3499,1.3449,1.4552,1.5981,1.5872,1.622,1.6144,1.2266,0.8427,0.4896,0.14988,-0.19631,-0.54262,-0.80162,-0.29115,-0.36957,-0.56129,-0.74892,-0.92798,-1.2403,-1.3789,-1.5492,-1.5168,-1.3714,-1.1809,-0.96103,-0.69616,-0.57593,-0.41349,-0.40676,-0.41804,-0.54955,-0.74134,-0.9107,-1.0757,-1.3084,-1.4464,-1.5117,-1.3959,-1.2384,-1.0616,-0.8216,-0.57257,-0.41158,1
-0.53636,-0.38245,-0.20505,0.067717,0.17699,0.4671,0.49536,0.54298,0.65452,0.54127,0.36301,0.3033,0.20862,0.021991,-0.02233,-0.21939,-0.51292,-0.4924,-0.63086,-0.67298,-0.40022,-0.10609,0.25141,0.58303,0.95677,1.281,1.6591,1.6868,1.4611,1.1954,0.97826,0.70891,0.51887,0.54347,0.85243,1.1549,1.409,1.7741,1.9906,2.1676,2.3047,1.9366,1.6273,1.224,0.80427,0.44439,0.013139,-0.33404,-0.49106,-0.60101,-0.39375,-0.58459,-0.78031,-0.90259,-1.1376,-1.297,-1.3777,-1.3314,-1.2914,-1.3512,-1.185,-0.92286,-0.77408,-0.62329,-0.57628,-0.68239,-0.84795,-1.0008,-1.2476,-1.4366,-1.5907,-1.4388,-1.239,-1.0649,-0.94056,-0.65852,-0.46548,-0.21463,-0.098274,-0.30779,0
-0.98355,-0.8591,-0.62801,-0.3361,0.022436,0.3488,0.64092,0.81083,1.1442,1.3534,1.5146,1.5695,1.449,1.3602,1.2412,1.1202,0.84028,0.63559,0.38315,0.21281,-0.009466,-0.34753,-0.47231,-0.76193,-0.93782,-0.92388,-0.72926,-0.43409,-0.10506,0.2256,0.5793,0.89668,1.1116,1.3451,1.4811,1.5105,1.4165,1.451,1.626,1.6876,1.679,1.6919,1.3945,1.0531,0.71256,0.33481,-0.009248,-0.37323,-0.67036,-0.90897,-0.20926,-0.3109,-0.51058,-0.76247,-0.87794,-1.0871,-1.3216,-1.5216,-1.5004,-1.2909,-1.0878,-0.87865,-0.67727,-0.49991,-0.36583,-0.21095,-0.31144,-0.4464,-0.62545,-0.86667,-1.1705,-1.3665,-1.4493,-1.5346,-1.3632,-1.1166,-0.82736,-0.55473,-0.36561,-0.2423,1
-0.64918,-0.54352,-0.54881,-0.41299,-0.43463,-0.10542,0.22902,0.6172,0.98154,1.181,1.2968,1.4214,1.447,1.5821,1.4248,1.3076,1.184,0.97582,0.78394,0.52698,0.16486,-0.1153,-0.43819,-0.78926,-0.95583,-0.78003,-0.51519,-0.54401,-0.41618,-0.14562,0.19535,0.56718,0.87729,0.87907,1.2076,1.4825,1.3828,1.2199,1.4225,1.5367,1.4251,1.4207,1.5959,1.4887,1.1328,0.74574,0.27478,-0.083732,-0.45222,-0.64481,0.019169,-0.10753,-0.27583,-0.53834,-0.78893,-1.1168,-1.4802,-1.651,-1.6633,-1.53,-1.2773,-1.0585,-0.77091,-0.57088,-0.21253,0.01291,0.039404,-0.18215,-0.39697,-0.77436,-1.093,-1.4026,-1.6071,-1.6869,-1.612,-1.3761,-1.0682,-0.72477,-0.40193,-0.10683,1
-0.738,-0.51332,-0.38314,-0.040062,-0.087842,0.25795,0.52558,0.72305,0.96285,1.1081,1.3219,1.387,1.4193,1.3607,1.1088,0.97835,0.63422,0.39577,0.13578,-0.27132,-0.28879,-0.041952,0.23724,0.35956,0.097077,-0.22672,-0.56049,-0.51967,-0.41496,-0.076804,0.28192,0.71927,1.1234,1.5195,1.9178,1.7249,1.4225,1.3161,1.3016,1.352,1.2899,1.3821,1.6202,1.5426,1.1697,0.70823,0.30845,-0.10205,-0.53509,-0.81134,-0.21016,-0.21024,-0.34798,-0.63307,-0.92678,-1.2144,-1.4864,-1.7046,-1.7313,-1.4891,-1.238,-0.9608,-0.81769,-0.61772,-0.32092,-0.1146,-0.27163,-0.49654,-0.71653,-0.92874,-1.2227,-1.3675,-1.5892,-1.6758,-1.5519,-1.3167,-1.1426,-0.87,-0.57214,-0.35607,1
-0.58713,-0.44318,-0.25953,-0.035852,0.26606,0.45101,0.62356,0.68967,0.84659,0.97192,1.109,1.2117,1.1453,0.96686,0.80695,0.60793,0.58665,0.21228,-0.021645,-0.17104,-0.42586,-0.69319,-0.62209,-0.50844,-0.31441,-0.11311,0.15227,0.43712,0.77244,1.0748,1.3988,1.7063,1.6636,1.5143,1.2508,1.0145,1.0228,1.2767,1.4136,1.5296,1.6704,1.898,1.7094,1.3035,1.0136,0.6451,0.33969,-0.004584,-0.27782,-0.51499,-0.46076,-0.59245,-0.72219,-0.84914,-0.97826,-1.1713,-1.2175,-1.295,-1.3707,-1.3545,-1.3584,-1.1835,-1.0591,-0.86886,-0.74094,-0.61904,-0.68599,-0.8806,-0.94208,-1.1352,-1.2629,-1.4469,-1.5123,-1.3852,-1.2764,-1.0935,-0.96751,-0.77629,-0.64804,-0.45505,0
-0.75955,-0.75016,-0.67582,-0.52637,-0.1657,-0.22316,-0.11473,0.19674,0.52726,0.76305,0.98896,1.1513,1.3432,1.3923,1.4124,1.2582,1.0644,0.90078,0.77294,0.49761,0.21686,-0.079714,-0.45344,-0.69057,-0.95615,-0.94436,-0.7534,-0.53188,-0.19196,0.14824,0.50008,0.8052,1.1675,1.5335,1.5529,1.5131,1.4253,1.321,1.4144,1.3374,1.454,1.5713,1.6287,1.4668,1.0638,0.68921,0.29959,-0.072866,-0.37057,-0.64243,0.023426,-0.2603,-0.54098,-0.81666,-1.166,-1.4199,-1.7056,-1.8099,-1.5046,-1.2137,-0.86989,-0.52171,-0.24893,-0.042722,0.032885,-0.31148,-0.57861,-0.86939,-1.1599,-1.4498,-1.6992,-1.7713,-1.5465,-1.2614,-1.0132,-0.6665,-0.37628,-0.085715,0.20493,0.17386,1
-0.85025,-0.75658,-0.56172,-0.24065,-0.048399,0.30116,0.62359,0.75178,1.1545,1.4547,1.5848,1.6073,1.6499,1.6097,1.4814,1.3198,1.1044,0.76997,0.591,0.29979,-0.025182,-0.33414,-0.64676,-0.66743,-0.87024,-0.89426,-0.7305,-0.48126,-0.23053,0.10431,0.4111,0.77152,0.82317,1.1329,1.3058,1.2884,1.4415,1.5615,1.5605,1.4865,1.311,1.4348,1.3928,1.245,0.90554,0.54531,0.12051,-0.22035,-0.56103,-0.80878,-0.06845,-0.03946,-0.29205,-0.53924,-0.78277,-1.0809,-1.2223,-1.4519,-1.5386,-1.5345,-1.3047,-1.0851,-0.84591,-0.59996,-0.4668,-0.51727,-0.6526,-0.83163,-1.0524,-1.1804,-1.1731,-1.3054,-1.2367,-1.1675,-1.1136,-1.0061,-0.88315,-0.68835,-0.39734,-0.15995,1
-0.95723,-0.89706,-0.68903,-0.42454,-0.12053,0.20445,0.58757,0.95871,1.2734,1.4016,1.5396,1.548,1.4181,1.3173,1.0191,0.78529,0.50292,0.16791,-0.24229,-0.62007,-0.96189,-1.0708,-1.0529,-0.89565,-0.66624,-0.35736,-0.071278,0.22793,0.52818,0.87009,1.1946,1.3843,1.3948,1.6177,1.6144,1.4785,1.4278,1.581,1.561,1.3294,1.1475,1.127,1.3581,1.0378,0.7086,0.40254,0.054667,-0.29504,-0.60355,-0.90066,-0.040694,0.039139,-0.11802,-0.38151,-0.64365,-0.89999,-1.0873,-1.3596,-1.4426,-1.4608,-1.3807,-1.1303,-0.89664,-0.61657,-0.33038,-0.17919,-0.15874,-0.33164,-0.54275,-0.85607,-1.0507,-1.3361,-1.4471,-1.4446,-1.3431,-1.2221,-0.93303,-0.72014,-0.45696,-0.17197,1
-0.80685,-0.75174,-0.45899,-0.15295,0.11043,0.45351,0.84862,1.0692,1.2804,1.6935,1.492,1.2165,0.93077,0.95977,1.0386,1.422,1.6933,1.8028,1.5475,1.4439,1.2342,1.0893,0.80998,0.5017,0.15178,-0.25016,-0.43737,-0.71843,-0.7552,-0.55872,-0.28646,-0.044792,0.31411,0.63184,1.0108,0.97268,1.0545,1.0984,0.94733,0.95977,1.0439,1.0059,1.0129,1.2383,0.9652,0.66122,0.31121,-0.065281,-0.37862,-0.66136,-0.42914,-0.52289,-0.69925,-0.976,-1.1322,-1.3882,-1.4728,-1.5816,-1.5031,-1.3017,-1.0567,-0.79534,-0.52672,-0.47087,-0.47957,-0.6695,-0.75922,-0.9325,-1.0897,-1.0915,-1.1762,-1.3353,-1.3899,-1.4384,-1.2731,-1.2026,-0.96786,-0.83473,-0.68101,-0.51325,0
-0.99653,-0.81873,-0.69345,-0.40791,-0.022359,0.31263,0.62464,0.87744,1.0898,1.2342,1.3892,1.5031,1.4401,1.3364,1.1753,0.9699,0.67213,0.29657,-0.0762,-0.3114,-0.67544,-0.83528,-0.88012,-0.73026,-0.55337,-0.27927,0.016608,0.31382,0.67004,0.96487,1.2827,1.5504,1.5201,1.4906,1.4365,1.4205,1.3651,1.3763,1.4413,1.402,1.5038,1.5365,1.2976,0.98722,0.60425,0.29803,-0.010837,-0.35295,-0.63528,-0.88494,-0.28772,-0.42732,-0.5519,-0.74276,-0.92027,-1.1714,-1.3888,-1.5025,-1.4206,-1.2145,-0.96727,-0.74702,-0.57139,-0.38347,-0.18744,-0.26887,-0.40826,-0.61147,-0.80742,-0.99136,-1.2484,-1.3738,-1.4153,-1.3993,-1.3379,-1.1314,-0.98347,-0.80938,-0.62027,-0.34429,1
-0.7279,-0.63473,-0.41452,-0.15277,0.12965,0.26542,0.57386,0.77212,0.94393,1.2049,1.3309,1.3783,1.3972,1.3834,1.1795,1.0891,0.93356,0.92477,0.73437,0.51216,0.18777,-0.069332,-0.22927,-0.52234,-0.69243,-0.67742,-0.49031,-0.18695,0.088892,0.43851,0.74438,1.1004,1.4195,1.5256,1.4077,1.3928,1.3525,1.4227,1.3892,1.3392,1.4153,1.4757,1.3639,1.1722,0.79872,0.40148,0.086246,-0.085491,-0.38056,-0.63802,-0.3609,-0.4472,-0.58318,-0.78588,-1.0659,-1.2481,-1.3983,-1.5825,-1.5468,-1.4137,-1.2362,-1.103,-0.88004,-0.71109,-0.52642,-0.34217,-0.42103,-0.57032,-0.78245,-0.98829,-1.1831,-1.3562,-1.484,-1.5261,-1.5099,-1.3467,-1.1166,-0.86024,-0.59219,-0.40508,1
-0.71117,-0.62951,-0.38446,-0.11154,0.17696,0.48858,0.74792,0.9503,1.1748,1.3235,1.4421,1.4518,1.3208,1.2196,1.0796,0.96593,0.72366,0.58406,0.39249,0.15053,-0.14739,-0.41681,-0.55261,-0.67405,-0.61406,-0.44711,-0.17732,0.11021,0.41229,0.72119,1.0337,1.1332,1.2597,1.4238,1.2745,1.3188,1.4621,1.4448,1.5339,1.4702,1.4385,1.52,1.422,1.1019,0.78299,0.45327,0.13731,-0.15662,-0.41404,-0.64979,-0.59076,-0.47029,-0.33944,-0.50855,-0.74436,-0.93448,-1.0647,-1.3005,-1.5245,-1.6288,-1.4475,-1.2168,-1.0663,-0.90805,-0.79748,-0.70356,-0.54235,-0.44023,-0.62522,-0.74569,-0.98651,-1.1576,-1.3122,-1.4264,-1.5137,-1.4021,-1.3357,-1.1095,-0.94535,-0.77152,0
-0.87276,-0.70474,-0.61737,-0.2892,-0.16779,0.17849,0.52932,0.89827,1.1082,1.2239,1.3157,1.4408,1.3777,1.2788,1.2334,1.0741,0.85918,0.67299,0.52188,0.41233,0.15189,-0.18203,-0.1534,-0.52957,-0.79394,-0.90581,-0.74601,-0.53954,-0.18716,0.19168,0.54224,0.83805,1.1871,1.5869,1.5608,1.4874,1.4898,1.4281,1.3606,1.5408,1.4792,1.641,1.4156,1.1361,0.76226,0.36966,-0.008826,-0.36443,-0.6952,-0.77317,-0.020546,-0.14905,-0.35812,-0.62368,-0.87767,-1.2044,-1.3284,-1.5914,-1.651,-1.4403,-1.1669,-0.93894,-0.68685,-0.42212,-0.22407,-0.013669,-0.07999,-0.35243,-0.69976,-1.0446,-1.2918,-1.5931,-1.6647,-1.6465,-1.361,-1.0756,-0.9814,-0.69225,-0.4276,-0.15558,1
-0.72479,-0.65415,-0.52419,-0.39292,-0.042877,0.24465,0.60812,0.8806,1.0988,1.2665,1.3292,1.3578,1.3189,1.1874,1.0733,0.93031,0.82439,0.51032,0.34457,0.1659,-0.1729,-0.4846,-0.56885,-0.6792,-0.68913,-0.51426,-0.27033,-0.011527,0.35044,0.67188,1.0473,1.3407,1.4307,1.4958,1.2939,1.2648,1.3584,1.4319,1.4106,1.4541,1.4696,1.5834,1.3499,1.0571,0.84906,0.53224,0.17801,-0.16947,-0.46998,-0.67295,-0.2376,-0.41403,-0.59995,-0.89647,-1.1185,-1.4308,-1.597,-1.6393,-1.5804,-1.3972,-1.2704,-0.90377,-0.71867,-0.34702,-0.16072,0.08059,-0.10664,-0.34689,-0.65672,-0.95211,-1.1716,-1.4128,-1.5446,-1.5763,-1.5268,-1.2797,-1.0944,-0.82046,-0.59014,-0.35776,1
