att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,att128,att129,att130,att131,att132,att133,att134,att135,att136,att137,att138,att139,target
-1.1353,-1.6496,-1.9473,-2.22,-2.2311,-2.0923,-1.7293,-1.2901,-0.94189,-0.82312,-0.73241,-0.5218,-0.31113,-0.21381,-0.21317,-0.24265,-0.22692,-0.26305,-0.28928,-0.25223,-0.1913,-0.19204,-0.2596,-0.23447,-0.27437,-0.2953,-0.22925,-0.26377,-0.26255,-0.24324,-0.26259,-0.28281,-0.31625,-0.24662,-0.30437,-0.31012,-0.27618,-0.32487,-0.30618,-0.28449,-0.26684,-0.29657,-0.26759,-0.24843,-0.26096,-0.25938,-0.24019,-0.20224,-0.22138,-0.26599,-0.25746,-0.18041,-0.16006,-0.16236,-0.13876,-0.15928,-0.1388,-0.078389,-0.082152,-0.038429,-0.07633,-0.15795,-0.079871,-0.085901,-0.09293,-0.088193,-0.08335,-0.08929,-0.054363,-0.046406,-0.046918,-0.08575,-0.1334,-0.10297,-0.0806,-0.046058,-0.072758,-0.078523,-0.11863,-0.087084,-0.038294,-0.12046,-0.1291,-0.082158,-0.057312,-0.022624,-0.012013,-0.038771,-0.041767,0.009641,0.08335,0.079911,0.07965,0.077208,0.068523,0.088022,0.11816,0.14417,0.15447,0.11615,0.063058,0.11557,0.12673,0.17677,0.14773,0.17651,0.18769,0.26008,0.31247,0.44001,0.5469,0.63604,0.7341,0.86374,1.0194,1.2276,1.4165,1.5528,1.7327,1.9371,2.1643,2.3179,2.496,2.6985,2.9419,3.0122,2.8173,2.528,2.3195,1.8356,1.0895,0.57783,0.21151,-0.049528,-0.29566,-0.94137,-1.7186,-2.3004,-2.6786,-2.8565,2
-0.33239,-1.1834,-1.9715,-2.9036,-3.2616,-3.3372,-2.9289,-2.2939,-1.6889,-1.2712,-0.99532,-0.87314,-0.70263,-0.24216,0.21014,0.34305,0.26887,0.27601,0.34649,0.32292,0.32145,0.33535,0.32734,0.38585,0.32505,0.35885,0.37686,0.26435,0.29361,0.2591,0.25406,0.23827,0.29459,0.25034,0.15023,0.23101,0.15604,0.2149,0.25575,0.18107,0.15614,0.073689,0.064077,0.051431,0.031934,0.070515,0.047434,0.05092,-0.023598,-0.14459,-0.034856,-0.043516,-0.12203,-0.12851,-0.1817,-0.17864,-0.10286,-0.070956,-0.16458,-0.17309,-0.12641,-0.11383,-0.050432,-0.061123,-0.073082,0.01577,-0.005569,0.008423,0.081722,0.11801,0.23101,0.27354,0.28436,0.31666,0.35942,0.38255,0.43432,0.50228,0.46486,0.48777,0.50818,0.51848,0.58483,0.58301,0.60661,0.66843,0.62981,0.59085,0.63353,0.64319,0.60182,0.62748,0.68975,0.64866,0.62257,0.67918,0.68448,0.66976,0.66921,0.64791,0.68783,0.74642,0.74715,0.72966,0.76205,0.79441,0.77148,0.86291,0.98926,0.90029,0.90933,0.98163,0.94048,1.0168,0.99817,0.97465,0.85498,0.70582,0.71021,0.66921,0.70942,0.62971,0.46404,0.38569,0.27878,0.23578,0.35621,0.57384,0.69653,0.47578,-0.054265,-0.6656,-1.3203,-2.0226,-2.7236,-3.4205,-3.7437,-2.9587,-2.305,-0.81526,2
0.39099,-0.94011,-2.0648,-2.7825,-2.9711,-3.0082,-2.9003,-2.6338,-2.1991,-1.5558,-1.0686,-0.81551,-0.6814,-0.60802,-0.27974,0.14272,0.35402,0.40582,0.34412,0.31534,0.3704,0.37184,0.39786,0.41575,0.37385,0.37637,0.36888,0.38753,0.43711,0.39528,0.42538,0.44425,0.38415,0.41378,0.38085,0.32591,0.35369,0.32495,0.28077,0.29306,0.32923,0.357,0.26888,0.19092,0.24186,0.29672,0.23369,0.12666,0.13456,0.16777,0.13424,0.013371,0.056318,0.1861,0.060792,-0.022402,-0.014493,-0.0193,-0.030064,-0.092171,-0.12367,-0.12561,-0.10456,-0.10385,-0.099412,-0.13783,-0.11156,-0.039391,-0.11792,-0.049035,0.014916,-0.02866,0.044298,0.10494,0.12265,0.14598,0.23321,0.27921,0.27195,0.34837,0.43216,0.45291,0.46366,0.49831,0.53364,0.59974,0.63836,0.6181,0.62084,0.59821,0.62859,0.71403,0.77412,0.77978,0.70704,0.69246,0.71443,0.74525,0.83454,0.83425,0.78213,0.83323,0.86637,0.86435,0.86405,0.86891,0.85958,0.78551,0.81419,0.94405,0.96303,0.94949,0.9712,0.9675,0.96936,0.94033,0.88169,0.73677,0.60468,0.54919,0.57627,0.66559,0.53798,0.39758,0.2451,0.060807,-0.053877,-0.068945,0.06984,-0.11307,-0.35785,-0.77228,-1.2982,-1.8341,-2.6056,-3.1413,-3.7178,-3.2253,-2.4696,-0.90061,2
0.87644,1.0385,0.84315,0.21381,-0.35719,-0.78867,-0.86904,-1.1585,-1.4502,-1.6099,-1.5205,-1.1996,-0.88399,-0.62113,-0.44821,-0.36069,-0.25981,0.052682,0.35224,0.49465,0.55075,0.47329,0.44818,0.48089,0.44707,0.44364,0.45174,0.41034,0.41569,0.45161,0.46747,0.48365,0.45015,0.40874,0.42055,0.45409,0.49188,0.46067,0.39941,0.41107,0.4058,0.35251,0.3773,0.4348,0.39008,0.31191,0.30565,0.29026,0.26267,0.30051,0.29312,0.2294,0.24551,0.26821,0.26151,0.23461,0.16612,0.16063,0.21838,0.27175,0.1849,0.12786,0.14672,0.14692,0.20637,0.14433,0.16334,0.21061,0.15175,0.17259,0.16612,0.16246,0.17622,0.14405,0.18205,0.26468,0.257,0.24291,0.29115,0.33504,0.35307,0.40774,0.40877,0.42723,0.47329,0.41773,0.48008,0.53068,0.50158,0.52232,0.55977,0.62687,0.61861,0.55951,0.55509,0.59264,0.64222,0.64246,0.62687,0.66125,0.6679,0.67511,0.68106,0.63134,0.65662,0.66527,0.63575,0.72479,0.64519,0.59306,0.66245,0.66977,0.70366,0.63821,0.63335,0.64974,0.60346,0.50646,0.33372,0.28131,0.30386,0.26749,0.18597,0.002122,-0.26008,-0.43404,-0.67859,-0.97656,-1.0612,-1.2703,-1.5642,-1.9115,-2.3608,-2.8479,-3.3546,-3.7138,-4.3356,-3.9653,-3.8193,-2.0943,2
-2.4812,-3.0137,-2.9498,-2.8886,-2.6524,-2.0874,-1.3915,-0.95008,-0.77578,-0.64196,-0.33774,0.047725,0.20122,0.20189,0.12859,0.12357,0.17397,0.081362,0.189,0.20759,0.12068,0.15414,0.2025,0.16678,0.16776,0.17381,0.10316,0.10722,0.15856,0.087965,0.068763,0.12183,0.12095,0.11208,0.081099,0.05549,0.020141,0.041534,0.032884,0.023588,0.035019,0.023442,0.063493,-0.030297,0.00192,-0.023961,-0.042555,-0.013107,-0.003288,-0.054921,-0.082977,-0.070549,-0.058848,0.002395,0.019422,-0.026406,-0.002437,0.035284,0.059477,0.12216,0.11045,0.10956,0.14588,0.22364,0.22941,0.30244,0.32848,0.31431,0.37472,0.3773,0.41706,0.39352,0.44808,0.43464,0.44538,0.52062,0.47284,0.47836,0.46228,0.50678,0.56583,0.50155,0.51237,0.56008,0.54334,0.53153,0.59554,0.52067,0.61737,0.62949,0.682,0.6281,0.67159,0.72991,0.66587,0.69107,0.72061,0.81929,0.76288,0.80598,0.82024,0.84007,0.80778,0.80303,0.83202,0.86938,0.86289,0.88423,0.93145,0.86873,0.85497,0.86766,0.78495,0.74767,0.80896,0.7855,0.8555,0.77058,0.74109,0.68809,0.4977,0.36751,0.31716,0.3711,0.35401,0.1478,0.051644,-0.21339,-0.26054,-0.1234,-0.10698,-0.18857,-0.67408,-1.286,-1.9021,-2.7538,-3.8744,-4.2968,-3.5243,-2.4372,2
-0.59395,-1.0178,-1.4152,-1.8954,-2.1569,-2.6366,-2.9416,-2.8964,-2.737,-2.4385,-1.9612,-1.4708,-1.1486,-1.0589,-1.0003,-0.74807,-0.55976,-0.53668,-0.42511,-0.29041,-0.19991,-0.093936,-0.068675,-0.10699,-0.12632,-0.20391,-0.3365,-0.38478,-0.27859,-0.11376,-0.040612,-0.051664,-0.10415,-0.18656,-0.13005,0.013483,0.012109,-0.034513,-0.092547,-0.16347,-0.13231,-0.054642,-0.016758,0.011229,0.079495,0.079179,0.022997,0.049747,0.071754,0.055134,0.098533,0.15733,0.12567,0.079229,0.11745,0.1465,0.15327,0.22519,0.32269,0.35796,0.33762,0.32308,0.31056,0.30711,0.34506,0.35046,0.31246,0.36141,0.4635,0.52051,0.46246,0.34808,0.41331,0.54408,0.59864,0.65788,0.68732,0.63127,0.54687,0.5632,0.57333,0.54339,0.64957,0.77025,0.76527,0.75778,0.81043,0.83089,0.80659,0.82919,0.86833,0.82893,0.76935,0.79626,0.82121,0.80804,0.84543,0.7884,0.72833,0.82208,0.81263,0.676,0.60211,0.70255,0.98787,1.1755,1.1182,1.0285,0.98112,1.0142,1.0546,0.97999,0.98298,1.0523,1.0116,1.0211,1.0741,1.0959,0.99082,0.61934,0.6325,0.91242,0.73229,0.47571,0.43958,0.46302,0.37372,0.17597,-0.16347,-0.72285,-1.3038,-1.9167,-2.5824,-3.146,-3.1688,-2.4186,-1.3631,-0.40504,0.000888,0.17596,2
-0.73344,-1.4464,-1.9572,-2.3624,-2.3727,-2.0954,-1.6353,-1.1626,-0.92027,-0.81962,-0.64014,-0.28657,-0.13115,-0.13288,-0.16181,-0.17193,-0.21482,-0.15938,-0.14878,-0.16998,-0.15892,-0.11185,-0.17514,-0.16544,-0.17859,-0.18801,-0.22205,-0.21729,-0.19716,-0.18876,-0.24294,-0.23816,-0.21365,-0.26811,-0.29083,-0.2516,-0.30254,-0.34454,-0.35767,-0.36138,-0.32241,-0.34322,-0.37942,-0.40807,-0.38748,-0.4052,-0.46437,-0.43794,-0.37842,-0.37675,-0.41924,-0.32157,-0.33204,-0.29475,-0.22646,-0.25437,-0.18865,-0.19478,-0.087538,-0.13487,-0.071978,-0.008468,-0.072586,-0.046866,-0.022947,-0.061661,-0.093136,-0.033927,-0.065954,-0.065943,-0.040629,-0.05107,-0.005375,-0.038215,-0.02556,-0.05986,-0.03961,-0.052443,-0.056952,-0.012587,0.01976,0.008779,0.032571,0.0106,0.032324,-0.004732,0.023978,0.099469,0.12957,0.12312,0.18534,0.20305,0.24028,0.20558,0.17887,0.20854,0.25735,0.27582,0.26158,0.29824,0.29331,0.25226,0.21162,0.23119,0.28013,0.34025,0.38872,0.39508,0.43392,0.5852,0.6953,0.77493,0.99057,1.0825,1.1105,1.2789,1.4841,1.6985,1.7728,1.897,2.0195,2.2249,2.4135,2.5462,2.6835,2.8339,2.763,2.3633,2.0188,1.6646,0.74747,-0.048997,-0.44319,-0.66071,-0.77854,-1.2766,-2.0504,-2.6305,-2.8544,-2.8416,2
-1.1527,-1.8172,-2.1011,-2.6078,-2.9001,-3.0832,-2.8916,-2.6151,-2.0677,-1.4338,-1.057,-1.0675,-0.9365,-0.58608,-0.34531,-0.27489,-0.24694,-0.203,-0.16786,-0.19139,-0.16125,-0.16079,-0.25626,-0.17735,-0.09438,-0.14207,-0.10596,-0.002658,0.014609,0.045803,-0.016513,-0.01561,0.074768,0.060596,0.09917,0.095281,0.12558,0.1363,0.15092,0.25791,0.17719,0.14454,0.21997,0.15627,0.15886,0.18123,0.16471,0.18119,0.22542,0.29606,0.30415,0.32401,0.34404,0.34465,0.39786,0.43167,0.44605,0.46206,0.49526,0.49688,0.47011,0.54952,0.55766,0.54392,0.54303,0.56791,0.60371,0.60285,0.6374,0.63284,0.66726,0.64167,0.57636,0.63008,0.58919,0.55757,0.55305,0.52268,0.52956,0.5376,0.60936,0.63161,0.58251,0.57359,0.61068,0.53156,0.58161,0.55789,0.51545,0.57694,0.50189,0.50494,0.52858,0.56638,0.66472,0.65418,0.65018,0.64354,0.69429,0.7145,0.67248,0.6939,0.67684,0.66964,0.68685,0.7366,0.81945,0.80223,0.75144,0.79664,0.84385,0.77705,0.73145,0.77308,0.80688,0.692,0.59995,0.65128,0.51228,0.46635,0.52114,0.63973,0.66842,0.43563,0.28013,0.17967,0.064604,0.13052,0.25354,0.24071,0.040022,-0.35034,-0.89404,-1.5782,-2.5192,-3.1592,-3.7062,-3.2883,-2.4864,-1.1743,2
0.49845,-0.92087,-1.3175,-2.495,-2.8262,-3.2853,-3.1797,-2.8293,-1.9825,-1.1888,-0.88868,-0.64265,-0.49406,-0.29856,0.15209,0.59037,0.74013,0.72791,0.7383,0.72765,0.63534,0.54465,0.52429,0.58397,0.62071,0.61563,0.61907,0.53293,0.49421,0.62864,0.64732,0.59161,0.61371,0.61062,0.65357,0.56557,0.45665,0.45194,0.4066,0.43079,0.39163,0.34276,0.34287,0.35026,0.38632,0.32477,0.26774,0.30245,0.25503,0.15307,0.13461,0.10917,0.068752,0.058311,0.015771,-0.003592,-0.041771,-0.097547,-0.016993,-0.006919,-0.13081,-0.10482,-0.073476,-0.066962,-0.025854,-0.1084,-0.07366,-0.063873,-0.12904,-0.12,-0.16766,-0.062088,0.082324,0.092468,0.20066,0.27229,0.22413,0.32399,0.37069,0.28369,0.3556,0.40986,0.3598,0.38255,0.4209,0.4778,0.46054,0.48297,0.52105,0.47591,0.53914,0.54715,0.58881,0.61662,0.59634,0.58519,0.44207,0.47509,0.61247,0.53836,0.51832,0.57076,0.52303,0.55647,0.58748,0.55051,0.56913,0.65926,0.63261,0.52256,0.6346,0.7427,0.76896,0.72829,0.60786,0.61398,0.53301,0.34381,0.29612,0.36995,0.35198,0.31458,0.33571,0.20541,0.13792,0.088786,0.19627,0.50925,0.44437,0.16555,-0.13613,-0.74409,-1.2698,-2.0039,-2.8597,-3.6249,-4.2813,-2.8717,-2.9436,-0.34617,2
-0.98283,-1.6062,-1.9582,-2.2751,-2.3033,-2.0841,-1.7578,-1.4229,-1.0854,-0.99031,-0.85819,-0.53243,-0.2536,-0.23341,-0.26789,-0.26623,-0.23703,-0.23751,-0.19155,-0.17475,-0.23158,-0.25364,-0.22183,-0.18865,-0.2587,-0.23971,-0.23997,-0.28116,-0.29445,-0.21142,-0.28172,-0.27146,-0.25868,-0.32136,-0.36036,-0.3632,-0.38972,-0.41551,-0.40922,-0.38231,-0.41662,-0.43313,-0.45384,-0.45814,-0.46405,-0.45836,-0.49035,-0.54851,-0.52913,-0.48308,-0.46801,-0.45171,-0.41743,-0.41124,-0.35618,-0.32023,-0.29344,-0.28352,-0.23261,-0.19817,-0.15132,-0.1014,-0.087512,-0.10903,-0.069173,-0.021838,-0.014728,-0.002863,0.019262,-0.007669,-0.048134,-0.042223,-0.039753,-0.097511,-0.040589,0.034028,0.003731,-0.019897,-0.023528,0.00819,0.019516,0.016038,-0.040507,0.047085,0.090111,0.04472,0.035636,0.059904,0.028695,0.049046,0.035134,0.035856,0.10569,0.17181,0.18704,0.17928,0.20678,0.16783,0.1762,0.1551,0.2809,0.25169,0.20896,0.26824,0.33439,0.33246,0.41945,0.47942,0.61179,0.73415,0.87067,0.99718,1.0319,1.1267,1.3256,1.5005,1.6848,1.8423,1.9297,2.1448,2.3844,2.5498,2.673,2.9248,2.9122,2.7687,2.4391,2.2702,2.0005,1.1826,0.49887,0.13167,-0.067483,-0.35619,-1.0085,-1.6296,-1.9762,-2.0273,-1.7917,-1.4522,2
-1.0348,-2.2106,-2.6289,-2.9563,-2.8061,-2.9122,-2.7949,-2.5223,-1.9292,-1.3524,-1.1855,-1.3315,-1.2363,-0.78934,-0.47796,-0.31156,-0.24415,-0.29108,-0.30865,-0.32803,-0.25365,-0.23822,-0.17004,-0.22911,-0.27942,-0.21395,-0.25432,-0.22118,-0.20876,-0.22603,-0.22879,-0.23077,-0.26948,-0.16209,-0.015922,-0.14284,-0.24983,-0.24916,-0.28791,-0.23437,-0.22977,-0.1925,-0.22972,-0.28778,-0.20372,-0.27176,-0.32287,-0.24951,-0.24634,-0.22071,-0.17744,-0.17512,-0.29677,-0.32004,-0.18037,-0.17181,-0.18909,-0.27179,-0.33943,-0.21975,-0.11687,-0.090735,0.023133,0.05618,-0.042005,0.013729,0.14145,0.14669,0.18022,0.27379,0.37544,0.36798,0.42101,0.52729,0.47601,0.47919,0.45019,0.4399,0.54648,0.67196,0.73771,0.73163,0.74527,0.80233,0.85326,0.84266,0.74391,0.62511,0.53111,0.65079,0.78992,0.79797,0.8116,0.7324,0.76359,0.91316,0.96555,0.99795,0.995,0.88327,0.90103,0.9808,1.0155,1.0512,1.0067,1.1232,1.2333,1.2923,1.3597,1.2313,1.2307,1.2544,1.0893,1.1508,1.2445,1.2427,1.1557,0.9903,0.96479,1.062,1.1057,0.98433,0.84127,0.78983,0.67301,0.57096,0.74865,0.85968,0.61156,0.24348,-0.25354,-0.78104,-1.1801,-1.7537,-2.4205,-2.6353,-2.3513,-1.3064,-0.4242,0.65589,2
0.80453,-0.007744,-1.0138,-1.8787,-2.2236,-2.4235,-2.5208,-2.5571,-2.4802,-2.1497,-1.6555,-1.1839,-0.819,-0.61784,-0.52255,-0.30012,0.050793,0.27064,0.31136,0.31108,0.32211,0.35695,0.36611,0.31697,0.29225,0.30848,0.33702,0.37253,0.34416,0.28288,0.33825,0.37496,0.28752,0.27758,0.25739,0.30494,0.3634,0.24278,0.25487,0.28275,0.27783,0.25162,0.15142,0.15688,0.16128,0.17205,0.16849,0.13395,0.14097,0.12242,0.11832,0.11141,0.050321,0.058766,0.05608,-0.011353,0.041964,0.10486,0.092612,0.077976,0.065995,0.13698,0.20244,0.15938,0.19783,0.2374,0.21774,0.27213,0.30601,0.357,0.41872,0.42765,0.45039,0.46263,0.47642,0.49382,0.46311,0.52334,0.57365,0.49937,0.52612,0.57778,0.56789,0.55347,0.56548,0.59619,0.58037,0.58381,0.61477,0.61501,0.64531,0.6506,0.61386,0.65947,0.64845,0.56615,0.62418,0.66977,0.61734,0.63123,0.614,0.59775,0.62085,0.65949,0.72701,0.7113,0.73673,0.73392,0.71688,0.77009,0.74955,0.78392,0.82153,0.72992,0.65197,0.56374,0.53296,0.68049,0.70627,0.5978,0.54504,0.46847,0.37273,0.31238,0.39825,0.63372,0.61484,0.23845,-0.25908,-0.87321,-1.5024,-2.2426,-3.0419,-3.7474,-3.8928,-3.4501,-2.8347,-1.4924,-0.93109,-0.18761,2
-0.71257,-1.6857,-1.9358,-2.589,-2.8898,-2.8858,-2.7109,-2.3456,-1.9286,-1.3804,-0.81936,-0.54877,-0.43699,-0.27386,-0.019807,0.30001,0.39089,0.41424,0.4918,0.42356,0.45692,0.52806,0.45983,0.41507,0.37222,0.40901,0.48979,0.49155,0.50856,0.50742,0.4819,0.44126,0.39042,0.43886,0.50317,0.47744,0.42914,0.41187,0.40431,0.38034,0.3975,0.4138,0.35874,0.37824,0.44427,0.38467,0.28302,0.25467,0.2876,0.31095,0.32627,0.3415,0.29392,0.26798,0.26554,0.21354,0.22493,0.24794,0.1667,0.12325,0.1487,0.12318,0.10673,0.1248,0.10871,0.11003,0.14166,0.17451,0.22375,0.22432,0.18129,0.19986,0.20397,0.19282,0.30894,0.39817,0.3883,0.40786,0.45121,0.51029,0.49897,0.49666,0.571,0.53304,0.53378,0.60126,0.5556,0.57926,0.67387,0.65184,0.5433,0.4886,0.54158,0.60225,0.64391,0.63665,0.61318,0.71616,0.74548,0.67216,0.70669,0.73682,0.73264,0.64269,0.55213,0.65089,0.65961,0.61404,0.70674,0.72539,0.68151,0.67508,0.643,0.57526,0.50945,0.46046,0.41549,0.41403,0.45027,0.43364,0.3887,0.33145,0.22859,0.12469,0.12462,0.27773,0.29141,0.029143,-0.2536,-0.61875,-1.2462,-1.8306,-2.3379,-3.0104,-3.4438,-3.695,-3.3637,-2.3126,-1.8021,-0.33492,2
-0.16309,-1.1107,-2.0519,-2.4212,-2.5465,-2.8064,-2.9665,-2.8342,-2.4956,-2.0005,-1.4664,-1.1001,-0.94123,-0.92224,-0.86778,-0.54181,-0.13478,0.097903,0.13542,0.078639,0.11974,0.14434,0.14618,0.18879,0.21909,0.19062,0.083851,0.13027,0.18821,0.18407,0.23958,0.18703,0.14644,0.18956,0.18716,0.14775,0.16095,0.16222,0.11237,0.16984,0.19013,0.15479,0.20335,0.20063,0.16306,0.1396,0.081656,0.025968,0.068243,0.1182,0.066193,0.081915,0.14098,0.091566,0.058203,0.077159,0.061006,0.049262,0.012007,0.004195,0.041876,0.056615,0.078703,0.048332,0.049356,0.082585,0.051502,0.076616,0.13332,0.13398,0.16792,0.23684,0.17674,0.15799,0.25417,0.21916,0.27374,0.34905,0.31232,0.33833,0.36635,0.47551,0.53296,0.47774,0.54303,0.59727,0.57404,0.63557,0.66612,0.65629,0.65317,0.63896,0.70682,0.74462,0.72644,0.75571,0.78527,0.84367,0.86538,0.78379,0.81995,0.86151,0.83698,0.88146,0.86265,0.85746,0.93531,0.95224,0.90684,0.94677,0.98181,0.91953,0.9644,1.0027,0.96756,0.929,0.82451,0.77635,0.79509,0.85397,0.86897,0.78525,0.72122,0.63407,0.47095,0.36113,0.52826,0.73234,0.64415,0.44837,0.15613,-0.37353,-1.0521,-1.8586,-2.6928,-3.3633,-3.5753,-2.9482,-2.0136,-0.84451,2
-0.89807,-1.5286,-1.717,-2.1436,-2.3256,-2.38,-2.3503,-2.186,-1.8944,-1.4456,-1.0242,-0.72007,-0.54664,-0.44926,-0.30976,-0.12255,0.087357,0.24685,0.24382,0.15281,0.12751,0.15384,0.17829,0.22944,0.27273,0.25139,0.2124,0.22314,0.2588,0.26216,0.24679,0.26193,0.28302,0.28134,0.31503,0.35051,0.31263,0.29561,0.33221,0.32982,0.26329,0.20678,0.23992,0.26751,0.30947,0.39325,0.31506,0.24475,0.28228,0.2284,0.216,0.2266,0.19624,0.24044,0.26613,0.26601,0.23313,0.17996,0.19714,0.16814,0.15528,0.23657,0.26645,0.26433,0.26145,0.2461,0.2338,0.20102,0.21917,0.31479,0.41892,0.47214,0.44742,0.4454,0.49107,0.47772,0.46856,0.56231,0.63074,0.62498,0.60813,0.55526,0.57815,0.64182,0.6122,0.62642,0.63267,0.58553,0.5762,0.54029,0.57359,0.65583,0.65857,0.68068,0.69768,0.65718,0.60318,0.5712,0.5969,0.60494,0.61391,0.67083,0.68349,0.65895,0.60825,0.60706,0.65116,0.58548,0.60483,0.69607,0.66126,0.71364,0.77441,0.68385,0.5798,0.50065,0.49462,0.54166,0.66506,0.82083,0.78188,0.70877,0.66163,0.49674,0.38509,0.35707,0.35538,0.35356,0.13646,-0.29511,-0.83421,-1.4201,-2.0208,-2.6665,-3.2886,-3.9425,-3.9115,-3.1693,-2.7501,-1.2564,2
0.36318,-0.69663,-1.3936,-1.9222,-2.1747,-2.46,-2.5643,-2.5265,-2.1189,-1.4967,-0.97241,-0.58759,-0.48661,-0.43946,-0.25649,0.1676,0.53746,0.50608,0.46222,0.52827,0.50203,0.48208,0.50305,0.53944,0.57102,0.47086,0.45183,0.53745,0.54633,0.55533,0.48239,0.46711,0.50568,0.47633,0.49869,0.5051,0.48048,0.38126,0.38122,0.38147,0.26808,0.38508,0.34398,0.24258,0.32764,0.29588,0.33281,0.29232,0.1793,0.1524,0.1348,0.13788,0.12156,0.16978,0.063435,-0.017644,0.065566,-0.01339,0.025582,0.067517,0.011498,0.047778,0.043457,0.064378,0.040731,0.038467,0.13333,0.1079,0.043564,0.085862,0.14244,0.17309,0.23959,0.27246,0.23631,0.21931,0.24717,0.32794,0.43925,0.42187,0.37572,0.51166,0.52391,0.48604,0.54633,0.45191,0.44624,0.49454,0.47584,0.47524,0.43315,0.47668,0.56096,0.66611,0.63,0.5233,0.58712,0.56062,0.56462,0.54771,0.53759,0.63752,0.57697,0.62006,0.60089,0.56337,0.69021,0.64727,0.63579,0.61188,0.61823,0.72458,0.72948,0.69978,0.6234,0.64293,0.59442,0.41718,0.42701,0.44289,0.45045,0.54689,0.4903,0.33583,0.28325,0.17664,0.081494,0.29419,0.42002,0.12738,-0.23548,-0.73877,-1.3845,-2.2082,-2.838,-3.5724,-4.3329,-3.7862,-3.7442,-1.8445,2
0.12127,-0.66996,-1.4944,-2.2246,-2.3864,-2.4076,-2.3349,-2.3174,-2.1358,-1.7292,-1.3384,-0.87607,-0.58928,-0.46659,-0.39217,-0.30305,0.014254,0.31608,0.44265,0.45378,0.37585,0.36597,0.41283,0.44158,0.4682,0.47769,0.48802,0.52247,0.52258,0.48668,0.46072,0.46724,0.5249,0.54873,0.52325,0.51163,0.50953,0.52806,0.51135,0.44974,0.47769,0.52332,0.43661,0.39007,0.46568,0.49466,0.42098,0.32905,0.35709,0.41608,0.37585,0.35472,0.38224,0.39636,0.3668,0.35888,0.38266,0.3373,0.34052,0.35182,0.27402,0.26509,0.30648,0.34073,0.30794,0.24007,0.27904,0.289,0.2267,0.20891,0.25705,0.3324,0.34134,0.31139,0.28477,0.27402,0.3148,0.34758,0.37277,0.37284,0.37585,0.41044,0.41066,0.50046,0.5143,0.47769,0.59991,0.58026,0.59919,0.6612,0.56255,0.62003,0.67116,0.64377,0.71965,0.7153,0.66256,0.69424,0.67995,0.64946,0.7153,0.75272,0.74268,0.76192,0.76517,0.76622,0.76005,0.72351,0.76358,0.77302,0.68136,0.59524,0.43463,0.33127,0.37403,0.4098,0.45541,0.43649,0.30825,0.20734,0.15521,0.017335,-0.099497,0.05576,0.093697,-0.16727,-0.39896,-0.81538,-1.4703,-2.0749,-2.6622,-3.2587,-3.7344,-3.8891,-3.2701,-2.3398,-1.4483,-0.55589,-0.66849,-0.16012,2
0.95087,0.34636,-0.40681,-1.1619,-1.6544,-2.266,-2.6357,-2.6166,-2.4231,-1.9677,-1.3503,-0.82426,-0.54743,-0.50607,-0.48457,-0.29624,-0.032789,0.19854,0.4073,0.47672,0.39698,0.37451,0.40313,0.41589,0.46584,0.47227,0.44149,0.46043,0.43251,0.38779,0.43798,0.43632,0.36516,0.38825,0.4071,0.38149,0.44527,0.46884,0.39997,0.39826,0.35785,0.28318,0.31289,0.32346,0.28682,0.27367,0.29911,0.27977,0.23422,0.32127,0.29565,0.16968,0.23822,0.23769,0.09975,0.056134,0.11353,0.17606,0.13106,0.0876,0.12059,0.11708,0.073524,0.027574,0.015555,0.013205,0.010132,0.046518,0.05188,0.065648,0.11353,0.10123,0.097844,0.12956,0.16156,0.20978,0.24058,0.30342,0.40691,0.40911,0.40021,0.50327,0.52694,0.49503,0.59201,0.6589,0.62892,0.64336,0.59732,0.56624,0.65534,0.57959,0.51979,0.61782,0.56985,0.53663,0.63043,0.7086,0.71163,0.67107,0.69705,0.66256,0.61202,0.63383,0.57097,0.58488,0.71952,0.77419,0.82069,0.8468,0.74508,0.6635,0.69169,0.68832,0.63153,0.59849,0.51183,0.41685,0.41177,0.42119,0.48796,0.52923,0.41638,0.34943,0.28449,0.074071,-0.026031,0.074739,0.052329,-0.20267,-0.60569,-1.0615,-1.5967,-2.3285,-2.8501,-3.6446,-4.2126,-3.7954,-3.7114,-1.6273,2
