att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,target
-0.39657,0.36705,1.2726,2.2056,3.038,3.6507,3.9548,3.9087,3.5249,2.8674,2.0399,1.1659,0.3662,-0.26152,-0.65843,-0.81141,-0.75077,-0.53985,-0.25915,0.011399,0.20802,0.29372,0.26208,0.1341,-0.050314,-0.24397,-0.40405,-0.50126,-0.52472,-0.48203,-0.39497,-0.29247,-0.20288,-0.14724,-0.13534,-0.16484,-0.22354,-0.2937,-0.35713,-0.39968,-0.41423,-0.40144,-0.36859,-0.32681,-0.28784,-0.26107,-0.25148,-0.25916,-0.27994,-0.30709,-0.33342,-0.35307,-0.3628,-0.36235,-0.35395,-0.34138,-0.32867,-0.31908,-0.31439,-0.31476,-0.31904,-0.32532,-0.33167,-0.33665,-0.3396,-0.34068,-0.3406,-0.34032,-0.34066,-0.34401,-0.34739,-0.35056,-0.35355,-0.35641,-0.3592,-0.36215,-0.36493,-0.36738,-0.36944,-0.3711,-0.37239,-0.37353,-0.37458,-0.37566,-0.37697,-0.37868,-0.38087,-0.38353,-0.38643,-0.38918,-0.39141,-0.39278,-0.393,-0.39196,-0.38973,-0.38646,-0.38257,-0.37855,-0.37496,10
-0.55187,0.13351,0.97502,1.7918,2.4159,2.7549,2.8223,2.7224,2.5957,2.5518,2.6186,2.7318,2.7682,2.6068,2.1896,1.5534,0.81991,0.14875,-0.32419,-0.53561,-0.51162,-0.34758,-0.16295,-0.052615,-0.055463,-0.15113,-0.28169,-0.38512,-0.42361,-0.39591,-0.33064,-0.26752,-0.23694,-0.24828,-0.2901,-0.34006,-0.37757,-0.39283,-0.38883,-0.37669,-0.36832,-0.37031,-0.38216,-0.39832,-0.41228,-0.41977,-0.42022,-0.41577,-0.4107,-0.40492,-0.39879,-0.39347,-0.39067,-0.39051,-0.39162,-0.39504,-0.40112,-0.4103,-0.41724,-0.42099,-0.42188,-0.42138,-0.42053,-0.42065,-0.42271,-0.42709,-0.43318,-0.43976,-0.44574,-0.45043,-0.4537,-0.45562,-0.457,-0.45875,-0.46158,-0.46527,-0.46936,-0.47325,-0.47654,-0.47898,-0.48077,-0.48249,-0.48472,-0.48768,-0.4911,-0.49477,-0.49868,-0.50328,-0.50897,-0.51627,-0.52512,-0.53481,-0.5435,-0.54897,-0.54981,-0.54626,-0.5404,-0.53499,-0.53298,10
-0.35432,0.23038,0.9129,1.6326,2.3195,2.9041,3.3261,3.5432,3.5366,3.3136,2.9062,2.3662,1.7578,1.1481,0.59849,0.15634,-0.14999,-0.31347,-0.34721,-0.28037,-0.15191,-0.003514,0.12729,0.21262,0.23756,0.20092,0.11365,-0.004766,-0.13091,-0.24233,-0.32161,-0.35924,-0.35452,-0.31493,-0.25387,-0.18754,-0.13166,-0.098439,-0.094631,-0.12073,-0.17145,-0.23728,-0.30665,-0.36832,-0.41349,-0.43717,-0.4388,-0.42185,-0.39277,-0.35941,-0.32941,-0.30871,-0.30064,-0.30553,-0.32106,-0.343,-0.36631,-0.3863,-0.39955,-0.40446,-0.40149,-0.39285,-0.38193,-0.37253,-0.36807,-0.37093,-0.38205,-0.40089,-0.4256,-0.4535,-0.4816,-0.50717,-0.52814,-0.54321,-0.55222,-0.55589,-0.55558,-0.55298,-0.55019,-0.54922,-0.54899,-0.55007,-0.55274,-0.55693,-0.56235,-0.56854,-0.5752,-0.58113,-0.58593,-0.58939,-0.59153,-0.59252,-0.59267,-0.59253,-0.59195,-0.59111,-0.5901,-0.58891,-0.58742,10
0.14782,0.82116,1.582,2.3457,3.0191,3.5152,3.7671,3.7386,3.4312,2.8834,2.165,1.3661,0.58255,-0.09863,-0.61188,-0.9217,-1.0258,-0.95219,-0.75202,-0.48837,-0.22451,-0.013055,0.11178,0.13783,0.074159,-0.053632,-0.21063,-0.36077,-0.47423,-0.53263,-0.53137,-0.47882,-0.39297,-0.29651,-0.21149,-0.15477,-0.1351,-0.15228,-0.19831,-0.26004,-0.32264,-0.37298,-0.40222,-0.4072,-0.39036,-0.35847,-0.32065,-0.286,-0.26168,-0.25158,-0.25596,-0.27187,-0.29433,-0.31769,-0.33704,-0.34915,-0.35298,-0.34954,-0.34135,-0.33161,-0.32335,-0.3187,-0.31857,-0.32262,-0.32952,-0.33749,-0.34475,-0.3502,-0.35285,-0.35284,-0.35088,-0.348,-0.34525,-0.34425,-0.34504,-0.34599,-0.34701,-0.34803,-0.34897,-0.3498,-0.35056,-0.35121,-0.35178,-0.35234,-0.35298,-0.35375,-0.3547,-0.35583,-0.35702,-0.35815,-0.35911,-0.35976,-0.35999,-0.35975,-0.35902,-0.35782,-0.35628,-0.35458,-0.35292,10
0.68025,0.83808,0.99172,1.1388,1.2771,1.4042,1.5182,1.6169,1.6987,1.7621,1.8059,1.8294,1.8322,1.8143,1.776,1.7183,1.6424,1.5498,1.4426,1.323,1.1937,1.0574,0.91687,0.77521,0.63534,0.50013,0.37232,0.25441,0.14862,0.056848,-0.019418,-0.079106,-0.1216,-0.14676,-0.15493,-0.14686,-0.12378,-0.087307,-0.03941,0.017642,0.081346,0.14904,0.21796,0.28535,0.34852,0.40488,0.45211,0.48811,0.51114,0.51982,0.51316,0.49062,0.45211,0.39796,0.32892,0.24613,0.1511,0.045637,-0.068201,-0.18816,-0.31188,-0.43692,-0.56086,-0.68139,-0.7963,-0.90361,-1.0016,-1.0888,-1.1641,-1.2267,-1.2762,-1.3125,-1.3359,-1.3471,-1.3468,-1.3362,-1.3167,-1.2899,-1.2572,-1.2205,-1.1813,-1.1414,-1.1022,-1.0651,-1.0314,-1.0021,-0.97787,-0.95937,-0.94685,-0.94037,-0.93974,-0.94458,-0.95431,-0.9682,-0.98539,-1.0049,-1.0258,-1.0471,-1.0678,10
0.085638,0.60078,1.182,1.7844,2.3572,2.8489,3.2138,3.4172,3.4397,3.2794,2.9524,2.4905,1.9377,1.345,0.76385,0.24108,-0.18659,-0.49585,-0.67851,-0.74112,-0.70281,-0.59165,-0.44024,-0.28104,-0.14213,-0.044099,0.001874,-0.005696,-0.059648,-0.14637,-0.24869,-0.34897,-0.43191,-0.48666,-0.50806,-0.49683,-0.45879,-0.40341,-0.34189,-0.28519,-0.24229,-0.219,-0.21732,-0.23561,-0.26917,-0.31143,-0.35512,-0.39363,-0.42189,-0.43709,-0.43883,-0.42889,-0.41066,-0.3884,-0.36641,-0.34833,-0.33661,-0.33229,-0.33502,-0.34331,-0.35501,-0.3677,-0.37929,-0.38819,-0.39361,-0.3956,-0.39487,-0.39257,-0.39003,-0.3885,-0.38887,-0.39156,-0.39651,-0.40328,-0.4111,-0.41914,-0.42658,-0.43303,-0.43787,-0.44099,-0.44259,-0.44308,-0.44292,-0.44259,-0.44291,-0.44465,-0.4462,-0.44768,-0.4492,-0.45087,-0.45279,-0.45493,-0.45738,-0.4598,-0.4618,-0.46311,-0.4635,-0.46279,-0.46089,10
0.61887,0.76019,0.89517,1.0217,1.1379,1.2418,1.3318,1.4064,1.4643,1.5046,1.5268,1.5305,1.5158,1.4834,1.4341,1.369,1.2899,1.1986,1.0974,0.98854,0.87478,0.75879,0.64335,0.53121,0.42502,0.3273,0.24032,0.16608,0.10624,0.062057,0.03439,0.023633,0.029719,0.052118,0.089817,0.14142,0.2051,0.2787,0.35975,0.44555,0.53326,0.61994,0.70263,0.77848,0.84475,0.89897,0.93892,0.96275,0.96901,0.95668,0.92521,0.87451,0.80499,0.71754,0.61345,0.49443,0.36255,0.22016,0.069832,-0.085678,-0.24355,-0.40095,-0.55512,-0.70341,-0.84341,-0.97296,-1.0902,-1.1937,-1.2822,-1.3551,-1.4121,-1.4533,-1.4792,-1.4905,-1.4885,-1.4746,-1.4504,-1.4178,-1.3787,-1.3351,-1.2889,-1.2419,-1.1961,-1.1529,-1.1137,-1.0796,-1.0516,-1.0302,-1.0157,-1.0082,-1.0075,-1.013,-1.0241,-1.0399,-1.0596,-1.0818,-1.1057,-1.1299,-1.1534,10
-0.83288,3.5544,6.5746,4.8352,1.1128,-0.37099,0.2115,0.39759,-0.12916,-0.29175,-0.12625,-0.1927,-0.30433,-0.21221,-0.17095,-0.27046,-0.28211,-0.22289,-0.25334,-0.25487,-0.11638,-0.030458,-0.10517,-0.10983,0.048926,0.15992,0.10086,0.065668,0.14093,0.17267,0.16788,0.30906,0.51061,0.52552,0.42828,0.42916,0.42468,0.274,0.18347,0.26332,0.23932,0.079045,0.25514,0.82843,1.0766,0.57621,-0.07104,-0.16729,0.1152,0.19971,-0.005517,-0.16501,-0.10744,0.032629,0.09155,0.075031,0.076869,0.12332,0.12266,0.013507,-0.13113,-0.19206,-0.17516,-0.1722,-0.2119,-0.23769,-0.23451,-0.24804,-0.288,-0.31173,-0.32345,-0.37314,-0.44405,-0.48084,-0.50061,-0.54964,-0.58727,-0.57341,-0.56514,-0.60994,-0.63615,-0.60126,-0.5868,-0.64311,-0.67447,-0.61068,-0.54496,-0.58656,-0.68348,-0.70775,-0.6474,-0.60483,-0.63924,-0.70129,-0.73629,-0.76335,-0.81128,-0.83458,-0.77988,7
3.1645,5.6597,5.7677,3.0745,-0.071891,-1.2291,-0.54855,0.097756,-0.1619,-0.59563,-0.47205,0.073474,0.69806,1.2638,1.486,1.0425,0.19849,-0.32861,-0.27001,-0.053606,-0.080518,-0.23256,-0.22985,-0.1048,-0.074186,-0.19502,-0.32509,-0.32645,-0.23911,-0.19015,-0.2144,-0.23636,-0.222,-0.22618,-0.2712,-0.27425,-0.20357,-0.15871,-0.22949,-0.32381,-0.31526,-0.24636,-0.24181,-0.2887,-0.2875,-0.24436,-0.2424,-0.26314,-0.23024,-0.18434,-0.22381,-0.30123,-0.28311,-0.19679,-0.19905,-0.29836,-0.33273,-0.25706,-0.20888,-0.24479,-0.24339,-0.16534,-0.15291,-0.26795,-0.34124,-0.24886,-0.12095,-0.12298,-0.19357,-0.19598,-0.1577,-0.17998,-0.22449,-0.20123,-0.15353,-0.17502,-0.21498,-0.16607,-0.070342,-0.053255,-0.098518,-0.093034,-0.052766,-0.10165,-0.23616,-0.31938,-0.31239,-0.31306,-0.35222,-0.35667,-0.33225,-0.36755,-0.425,-0.36375,-0.22624,-0.24174,-0.45214,-0.58771,-0.46544,5
-0.81672,2.4841,5.4686,5.5457,3.0588,0.59426,-0.20597,0.013981,0.004591,-0.35412,-0.47358,-0.26395,-0.16095,-0.31249,-0.43024,-0.34345,-0.24019,-0.31044,-0.46378,-0.50425,-0.39449,-0.28181,-0.28794,-0.37137,-0.37791,-0.25008,-0.093469,-0.05538,-0.08748,-0.038853,0.098066,0.18039,0.14673,0.13048,0.24899,0.42234,0.48346,0.44719,0.51857,0.82174,1.1901,1.2967,0.99842,0.49816,0.15063,0.10521,0.21014,0.24609,0.18283,0.12664,0.11588,0.089678,0.043239,0.059925,0.15351,0.21205,0.15882,0.083535,0.093808,0.14739,0.12022,0.016697,-0.047066,-0.037501,-0.061708,-0.19098,-0.34072,-0.40258,-0.3862,-0.3832,-0.42093,-0.46063,-0.48534,-0.52022,-0.55572,-0.54511,-0.49241,-0.47124,-0.52559,-0.59103,-0.58622,-0.52152,-0.48669,-0.52561,-0.5957,-0.6388,-0.65169,-0.66722,-0.69868,-0.73467,-0.75722,-0.75681,-0.73353,-0.7134,-0.7349,-0.80045,-0.8473,-0.80339,-0.67694,7
1.6072,5.3726,6.4158,3.1614,-0.61544,-1.2137,0.15314,0.47496,-0.2978,-0.4604,0.065575,0.21484,-0.057144,-0.11735,0.025669,0.019938,-0.063703,-0.031661,0.016992,-0.049614,-0.14204,-0.1333,-0.063084,-0.033754,-0.079561,-0.083613,0.021367,0.10273,0.058217,0.025023,0.11114,0.17542,0.11087,0.093409,0.23635,0.35921,0.34536,0.37471,0.50838,0.53564,0.4447,0.52853,0.76996,0.73774,0.32161,-0.024684,-0.015974,0.082139,0.015758,-0.06506,-0.000202,0.062147,-0.025134,-0.13652,-0.10114,0.015378,0.029417,-0.10178,-0.2434,-0.28636,-0.26712,-0.28555,-0.34472,-0.38302,-0.38544,-0.39985,-0.4326,-0.45798,-0.47274,-0.48746,-0.47867,-0.43745,-0.40233,-0.40695,-0.43114,-0.45034,-0.46721,-0.47585,-0.45759,-0.43059,-0.43394,-0.45725,-0.45989,-0.45319,-0.4757,-0.50371,-0.49066,-0.46926,-0.50608,-0.57841,-0.61513,-0.61917,-0.64046,-0.66827,-0.66996,-0.67479,-0.71363,-0.72466,-0.64219,10
1.0308,1.5356,2.0094,2.3889,2.6118,2.6276,2.4085,1.9587,1.3182,0.56205,-0.20793,-0.87803,-1.3414,-1.5178,-1.3711,-0.91835,-0.23067,0.5779,1.3702,2.0111,2.3937,2.4594,2.2085,1.6994,1.0347,0.33894,-0.26755,-0.69279,-0.89016,-0.86475,-0.66803,-0.3826,-0.10097,0.096648,0.16045,0.081041,-0.11044,-0.35181,-0.56628,-0.68203,-0.65011,-0.45667,-0.12675,0.28109,0.6881,1.0131,1.191,1.1868,1.0029,0.67772,0.27522,-0.13014,-0.47056,-0.70008,-0.80016,-0.78367,-0.68702,-0.55802,-0.44362,-0.37435,-0.36242,-0.40155,-0.47119,-0.54494,-0.5993,-0.62043,-0.60709,-0.56907,-0.52249,-0.48367,-0.46379,-0.4661,-0.48602,-0.51404,-0.54076,-0.55573,-0.55658,-0.54639,-0.53165,-0.51946,-0.51453,-0.51828,-0.52884,-0.54229,-0.55453,-0.5626,-0.56573,-0.56525,-0.56358,-0.5631,-0.56495,-0.56869,-0.57299,-0.5761,-0.57676,-0.57474,-0.57066,-0.56618,-0.56312,10
-1.406,-0.71231,0.20784,0.99441,1.3399,1.1811,0.70157,0.18609,-0.15009,-0.26879,-0.26978,-0.26854,-0.31102,-0.3568,-0.34748,-0.29193,-0.25602,-0.29019,-0.36439,-0.36883,-0.23258,-0.018924,0.12222,0.09292,-0.033113,-0.046633,0.19892,0.63823,1.0416,1.2143,1.1723,1.1075,1.1818,1.3835,1.5521,1.5588,1.4442,1.3441,1.3406,1.3931,1.4052,1.3556,1.3233,1.3791,1.4892,1.5383,1.4575,1.3161,1.2494,1.3042,1.3714,1.2769,0.96142,0.56109,0.29129,0.26288,0.39192,0.48128,0.40514,0.20636,0.038362,0.030485,0.17446,0.33674,0.37261,0.21241,-0.10448,-0.45866,-0.73595,-0.87535,-0.88371,-0.83182,-0.80141,-0.84025,-0.94674,-1.0702,-1.1557,-1.1842,-1.1702,-1.1502,-1.1529,-1.1745,-1.2003,-1.2205,-1.2331,-1.2494,-1.2752,-1.2998,-1.3106,-1.2996,-1.2739,-1.2558,-1.2619,-1.294,-1.3401,-1.3777,-1.3943,-1.3927,-1.381,6
-0.055711,0.49128,1.1038,1.7231,2.2842,2.7259,3.0003,3.0799,2.9625,2.6711,2.2507,1.7606,1.2655,0.82545,0.48727,0.2787,0.20574,0.25391,0.39263,0.582,0.78032,0.95112,1.0685,1.1198,1.1056,1.0374,0.93314,0.8129,0.69411,0.58852,0.50068,0.42828,0.36401,0.2983,0.22235,0.13053,0.021919,-0.09948,-0.22571,-0.34663,-0.45219,-0.53442,-0.5889,-0.61551,-0.61807,-0.60335,-0.57955,-0.55467,-0.53512,-0.5248,-0.52485,-0.53396,-0.54912,-0.56662,-0.58302,-0.59583,-0.60394,-0.60764,-0.60828,-0.60777,-0.60812,-0.61083,-0.61659,-0.62534,-0.63634,-0.6484,-0.66026,-0.6712,-0.67992,-0.68612,-0.68994,-0.69177,-0.69214,-0.69236,-0.69255,-0.69151,-0.68969,-0.68765,-0.68598,-0.68522,-0.68637,-0.68888,-0.69266,-0.69773,-0.70399,-0.71122,-0.71927,-0.72798,-0.73607,-0.74316,-0.74908,-0.75376,-0.75729,-0.76033,-0.76255,-0.76373,-0.7641,-0.76383,-0.76298,10
0.039263,1.5517,3.2236,4.4975,4.9267,4.3813,3.1065,1.6013,0.3843,-0.23245,-0.24829,0.081455,0.41627,0.51459,0.3339,0.007273,-0.26961,-0.36339,-0.26863,-0.087406,0.049849,0.065951,-0.028508,-0.15902,-0.24485,-0.24907,-0.19269,-0.13023,-0.10907,-0.14062,-0.1996,-0.24653,-0.25505,-0.22624,-0.18356,-0.15491,-0.15532,-0.18085,-0.21497,-0.24096,-0.24986,-0.24364,-0.23016,-0.21709,-0.20089,-0.18354,-0.16792,-0.15765,-0.15642,-0.16849,-0.195,-0.23139,-0.26916,-0.29949,-0.31656,-0.3192,-0.31185,-0.30209,-0.29715,-0.30008,-0.31,-0.32293,-0.3342,-0.34025,-0.34109,-0.33961,-0.3398,-0.34466,-0.35535,-0.37055,-0.38676,-0.40008,-0.40802,-0.41055,-0.40943,-0.40789,-0.40892,-0.41394,-0.42149,-0.42872,-0.43264,-0.43179,-0.42625,-0.41823,-0.41058,-0.40536,-0.40297,-0.40318,-0.40567,-0.41035,-0.41745,-0.42706,-0.438,-0.44742,-0.45207,-0.45028,-0.44336,-0.43503,-0.43008,10
-0.83921,0.49821,2.1098,3.435,4.0226,3.7625,2.9216,1.9686,1.3084,1.0915,1.1954,1.3633,1.3908,1.2363,1.0033,0.8362,0.81506,0.91345,1.0331,1.0759,0.99657,0.81183,0.57641,0.3507,0.17863,0.080927,0.057779,0.089272,0.13891,0.16514,0.13798,0.052594,-0.06846,-0.18627,-0.26733,-0.30016,-0.29613,-0.27974,-0.27498,-0.2876,-0.30895,-0.3278,-0.33539,-0.32377,-0.30162,-0.28595,-0.28861,-0.31417,-0.35815,-0.40744,-0.44469,-0.46132,-0.459,-0.44328,-0.42591,-0.4187,-0.4261,-0.44481,-0.46814,-0.48766,-0.49377,-0.4842,-0.46381,-0.44064,-0.42397,-0.42072,-0.4318,-0.45124,-0.47258,-0.49116,-0.5045,-0.51427,-0.52413,-0.53637,-0.55036,-0.56495,-0.57964,-0.59331,-0.60667,-0.62066,-0.63419,-0.64544,-0.65474,-0.66544,-0.68084,-0.70388,-0.73359,-0.76335,-0.78569,-0.79812,-0.80534,-0.81576,-0.83672,-0.86795,-0.89884,-0.91677,-0.91626,-0.90324,-0.89156,8
1.3536,1.3119,1.2517,1.1744,1.0819,0.97655,0.86068,0.737,0.60836,0.4777,0.34801,0.22225,0.10331,-0.006082,-0.10337,-0.18626,-0.25277,-0.30127,-0.33048,-0.33955,-0.32807,-0.29606,-0.24395,-0.17263,-0.083404,0.022056,0.1417,0.27319,0.4139,0.561,0.71151,0.86236,1.0104,1.1527,1.2861,1.4078,1.5153,1.6062,1.6785,1.7304,1.7606,1.7683,1.7529,1.7144,1.6532,1.57,1.466,1.3428,1.2022,1.0464,0.87779,0.69899,0.51277,0.32194,0.12938,-0.062062,-0.24964,-0.43072,-0.60287,-0.76386,-0.91174,-1.0449,-1.1619,-1.2618,-1.3439,-1.4079,-1.4539,-1.4822,-1.4935,-1.4888,-1.4693,-1.4366,-1.3922,-1.338,-1.2759,-1.2078,-1.1357,-1.0617,-0.98754,-0.91509,-0.84602,-0.7818,-0.72374,-0.67293,-0.63023,-0.59626,-0.57143,-0.55587,-0.54953,-0.5521,-0.5631,-0.58186,-0.60755,-0.63922,-0.67581,-0.7162,-0.75923,-0.80372,-0.84851,10
2.237,3.2685,4.0722,4.4298,4.2209,3.4741,2.3687,1.1785,0.1805,-0.43601,-0.62441,-0.47845,-0.17771,0.092883,0.21404,0.16475,0.007928,-0.15732,-0.24995,-0.24186,-0.16082,-0.065181,-0.0079,-0.00983,-0.055019,-0.10632,-0.13011,-0.11499,-0.075905,-0.042829,-0.042378,-0.082894,-0.15138,-0.22182,-0.26956,-0.28282,-0.26671,-0.2381,-0.21577,-0.21116,-0.22471,-0.24822,-0.27219,-0.28652,-0.28965,-0.28624,-0.2845,-0.2853,-0.28864,-0.2945,-0.30142,-0.30684,-0.30861,-0.30614,-0.30039,-0.2931,-0.28622,-0.28176,-0.28099,-0.28401,-0.28934,-0.29548,-0.30116,-0.30598,-0.30971,-0.31341,-0.31839,-0.32584,-0.33511,-0.34526,-0.35493,-0.36328,-0.36923,-0.37306,-0.37569,-0.37836,-0.38153,-0.38542,-0.39028,-0.39663,-0.40469,-0.41441,-0.425,-0.43472,-0.44099,-0.4417,-0.43677,-0.42885,-0.42263,-0.42294,-0.43265,-0.45041,-0.47023,-0.48309,-0.48073,-0.45915,-0.42082,-0.3741,-0.33065,10
-0.3126,0.052972,0.47078,0.92159,1.3828,1.8299,2.2383,2.5846,2.8491,3.0162,3.0764,3.0266,2.8702,2.6172,2.2832,1.8881,1.455,1.0083,0.57219,0.16856,-0.18398,-0.47146,-0.68522,-0.82222,-0.8849,-0.88062,-0.82076,-0.71951,-0.5926,-0.45592,-0.32426,-0.21019,-0.12325,-0.069438,-0.051042,-0.066777,-0.11226,-0.18068,-0.26367,-0.35221,-0.43752,-0.51188,-0.56927,-0.60576,-0.61978,-0.612,-0.58514,-0.54351,-0.49247,-0.43786,-0.38535,-0.33993,-0.30551,-0.28456,-0.27807,-0.28551,-0.30502,-0.33374,-0.36813,-0.4044,-0.43887,-0.46839,-0.49052,-0.50378,-0.50771,-0.50276,-0.49026,-0.47216,-0.45078,-0.42856,-0.4078,-0.39047,-0.37799,-0.37119,-0.37025,-0.37476,-0.3838,-0.39612,-0.41023,-0.42464,-0.43799,-0.44914,-0.4573,-0.46208,-0.46344,-0.4617,-0.45745,-0.45146,-0.44458,-0.43766,-0.43142,-0.42646,-0.42313,-0.42161,-0.42185,-0.42361,-0.42657,-0.43028,-0.43431,9
1.4816,1.4666,1.4335,1.3836,1.3183,1.2396,1.1495,1.0502,0.94441,0.83451,0.72319,0.61309,0.50678,0.40675,0.31532,0.23458,0.16642,0.11238,0.073707,0.051296,0.045657,0.056909,0.084823,0.12877,0.18776,0.26045,0.3452,0.44006,0.54286,0.65125,0.7627,0.87462,0.98437,1.0893,1.187,1.2749,1.3508,1.4128,1.459,1.488,1.4987,1.4903,1.4624,1.415,1.3483,1.2632,1.1606,1.0418,0.90856,0.76272,0.6064,0.44187,0.27154,0.097879,-0.076605,-0.24944,-0.41823,-0.58069,-0.7347,-0.87833,-1.0099,-1.128,-1.2315,-1.3196,-1.3916,-1.4474,-1.487,-1.5108,-1.5194,-1.5138,-1.4951,-1.4646,-1.4238,-1.3744,-1.3179,-1.2563,-1.1913,-1.1247,-1.058,-0.99304,-0.93118,-0.87377,-0.82196,-0.77671,-0.73878,-0.70873,-0.68689,-0.6734,-0.66816,-0.67092,-0.68123,-0.69848,-0.72192,-0.7507,-0.78386,-0.8204,-0.85927,-0.89941,-0.93978,10
1.6845,1.6403,1.5746,1.4888,1.3851,1.2658,1.1334,0.99081,0.84117,0.68765,0.53353,0.38206,0.23647,0.099809,-0.025036,-0.13545,-0.22912,-0.30409,-0.35881,-0.39215,-0.40345,-0.39251,-0.35957,-0.30538,-0.2311,-0.13833,-0.029073,0.094336,0.22926,0.37281,0.52192,0.67339,0.824,0.97049,1.1097,1.2387,1.3545,1.4547,1.537,1.5995,1.6407,1.6594,1.6551,1.6275,1.5767,1.5036,1.409,1.2945,1.162,1.0134,0.85115,0.67792,0.49645,0.3096,0.12026,-0.068646,-0.25431,-0.43402,-0.60527,-0.76573,-0.91339,-1.0465,-1.1636,-1.2637,-1.3459,-1.41,-1.4559,-1.484,-1.4949,-1.4895,-1.4692,-1.4353,-1.3895,-1.3337,-1.2697,-1.1997,-1.1256,-1.0495,-0.97317,-0.89863,-0.82754,-0.76143,-0.70167,-0.64938,-0.60546,-0.57059,-0.54517,-0.52938,-0.52316,-0.52622,-0.53808,-0.55805,-0.58529,-0.61883,-0.65756,-0.70034,-0.74596,-0.79318,-0.84079,10
0.058762,0.87593,1.8097,2.7255,3.4795,3.9467,4.0473,3.7633,3.1426,2.2892,1.3415,0.4448,-0.27759,-0.74641,-0.93813,-0.88391,-0.65703,-0.35237,-0.063362,0.13813,0.21458,0.16607,0.024223,-0.16054,-0.33456,-0.45516,-0.50005,-0.47019,-0.38624,-0.28024,-0.1855,-0.12743,-0.11778,-0.15334,-0.21889,-0.293,-0.3548,-0.38967,-0.3924,-0.36734,-0.32589,-0.28232,-0.24943,-0.23514,-0.24102,-0.26279,-0.29239,-0.32084,-0.34086,-0.34867,-0.3445,-0.33186,-0.316,-0.30216,-0.29407,-0.29311,-0.29844,-0.30764,-0.31773,-0.32634,-0.33175,-0.33374,-0.33319,-0.33151,-0.33002,-0.33154,-0.3329,-0.33381,-0.33423,-0.33423,-0.334,-0.33392,-0.33406,-0.33472,-0.33611,-0.33824,-0.34095,-0.34385,-0.34633,-0.34792,-0.34836,-0.34769,-0.34637,-0.34507,-0.34456,-0.34559,-0.34861,-0.35353,-0.35972,-0.36594,-0.37067,-0.37243,-0.37015,-0.36344,-0.35278,-0.33939,-0.32511,-0.31205,-0.30211,10
-0.32145,3.4544,6.1258,4.8985,1.3642,-0.66293,0.009892,1.2284,1.1276,0.34779,0.25333,0.74799,0.85008,0.39996,0.12364,0.42716,0.93426,1.1342,0.96355,0.7082,0.61229,0.66298,0.67199,0.53217,0.3569,0.32321,0.40001,0.38262,0.18248,-0.080173,-0.23241,-0.24039,-0.20119,-0.2183,-0.28899,-0.33826,-0.31907,-0.27262,-0.26764,-0.31513,-0.36208,-0.36528,-0.34304,-0.33735,-0.36532,-0.39748,-0.40514,-0.38764,-0.37376,-0.38006,-0.39922,-0.41406,-0.42116,-0.42773,-0.43794,-0.45255,-0.46913,-0.48027,-0.47565,-0.46021,-0.4525,-0.463,-0.47678,-0.47506,-0.46052,-0.45115,-0.45182,-0.44868,-0.43404,-0.42113,-0.42794,-0.45023,-0.46481,-0.45554,-0.43397,-0.42438,-0.43494,-0.44835,-0.44582,-0.42996,-0.41717,-0.41318,-0.4078,-0.39622,-0.38891,-0.3962,-0.41124,-0.42169,-0.42719,-0.43757,-0.45304,-0.46072,-0.45261,-0.44152,-0.45005,-0.48287,-0.51492,-0.51358,-0.47293,10
2.9664,4.8575,5.6099,4.6338,2.4326,0.29072,-0.72715,-0.54731,0.060501,0.31619,0.080859,-0.24332,-0.28944,-0.092469,0.065569,0.029279,-0.10054,-0.15345,-0.097333,-0.031442,-0.031732,-0.070604,-0.083013,-0.056558,-0.033012,-0.041699,-0.064327,-0.069727,-0.046187,-0.025442,-0.031505,-0.065854,-0.12033,-0.17229,-0.20232,-0.20824,-0.20268,-0.2027,-0.21305,-0.22545,-0.23139,-0.22964,-0.22873,-0.23554,-0.24716,-0.25578,-0.25454,-0.24474,-0.23345,-0.22497,-0.22044,-0.21673,-0.21065,-0.20232,-0.19279,-0.18629,-0.18698,-0.19572,-0.20986,-0.22187,-0.22589,-0.22221,-0.21578,-0.2141,-0.22046,-0.23247,-0.24563,-0.25529,-0.26086,-0.26451,-0.2683,-0.274,-0.28157,-0.29051,-0.29978,-0.30742,-0.31341,-0.31881,-0.32466,-0.33366,-0.34614,-0.36081,-0.3742,-0.38033,-0.37794,-0.37003,-0.3613,-0.35443,-0.34684,-0.33741,-0.3285,-0.32327,-0.32152,-0.32142,-0.33068,-0.36647,-0.43598,-0.51386,-0.54403,10
