att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,target
1.9266,1.8001,1.673,1.5032,1.3295,1.1642,1.0556,0.89829,0.74515,0.61041,0.52706,0.41039,0.26443,0.14382,0.070261,-0.034358,-0.12915,-0.24254,-0.34532,-0.44596,-0.53728,-0.61829,-0.66239,-0.76138,-0.85053,-0.97019,-1.0219,-1.1227,-1.211,-1.2792,-1.3416,-1.3869,-1.4585,-1.4762,-1.4673,-1.4386,-1.4673,-1.3892,-1.3422,-1.2448,-1.135,-1.0522,-0.94776,-0.81026,-0.68473,-0.5761,-0.43591,-0.28836,-0.13451,-0.019801,0.086541,0.15944,0.29511,0.4791,0.66338,0.84789,0.9875,1.1724,1.3575,1.5427,1.6831,1.8744,1.9482,1.887,1.7456,1.5645,1.3811,1.1979,1.0604,0.87921,0.69671,0.51464,0.3784,0.19741,0.066178,0.036186,0.009434,-0.13451,-0.27605,-0.36371,-0.48234,-0.60758,-0.72255,-0.8137,-0.90846,-0.98868,-1.0527,-1.1069,-1.1025,-1.1143,-1.1064,-1.1094,-1.1128,-1.0996,-1.07,-1.0261,-0.96973,-0.89953,-0.8606,-0.82275,-0.71924,-0.68841,-0.66644,-0.61234,-0.50967,-0.43406,-0.37895,-0.28554,-0.21319,-0.12915,-0.046052,0.07935,0.18773,0.28422,0.38757,0.50108,0.63939,0.7138,0.82117,0.92252,1.0674,1.1774,1.2582,1.3358,1.421,1.5576,1.6961,1.8791,11
2.1253,1.6916,1.1262,0.47123,0.68566,1.0187,1.2353,0.90398,0.43732,0.13813,-0.062954,-0.44072,-0.023219,0.21183,0.47529,0.29445,-0.22197,-0.50759,-0.74827,-1.0375,-1.1394,-0.92423,-0.57469,-0.060943,0.18366,-0.37534,-0.88271,-1.3431,-1.7004,-1.8733,-2.1018,-1.5617,-1.0324,-0.48357,-0.099484,-0.52384,-0.96747,-1.4074,-1.7497,-1.493,-1.3017,-1.4311,-1.0313,-0.49013,0.095225,-0.10121,-0.4182,-0.66969,-0.90176,-0.53806,-0.39515,-0.42089,-0.098973,0.4332,0.71377,0.51946,0.29218,0.009577,0.32591,0.62515,1.0484,1.6313,1.6746,1.1854,1.3259,1.8965,2.4634,2.3514,1.7926,1.2246,0.68424,1.1726,1.4499,0.94853,0.57612,0.35606,-0.022142,0.293,0.60794,0.82276,0.40931,-0.052371,-0.35468,-0.47897,-0.87376,-0.49013,-0.1333,0.24115,0.40612,-0.1697,-0.71177,-1.1646,-1.2654,-1.7738,-1.2554,-0.7368,-0.20505,0.20704,-0.3159,-0.95054,-1.6301,-1.8621,-1.4681,-0.85969,-0.28212,0.31451,0.30848,-0.16619,-0.74726,-1.2215,-0.6935,-0.35489,0.18058,0.78302,0.88782,0.44602,-0.082617,-0.29726,0.12337,0.51197,0.88228,1.4043,1.1413,0.66592,0.54649,1.0848,1.5837,2.1078,10
2.3795,2.1509,1.7789,1.4066,1.0339,0.73977,0.37458,0.11115,0.108,-0.025116,0.011645,-0.065814,-0.045893,-0.16549,-0.1953,0.021258,0.026287,0.22591,0.18107,0.21662,0.21883,0.3068,0.18864,0.35684,0.46173,0.41465,0.46215,0.31379,0.25901,0.45362,0.3642,0.37069,0.32469,0.30112,0.30025,0.25064,0.22636,0.29587,0.25461,0.17973,0.036789,-0.11942,-0.1934,-0.18961,-0.20147,-0.29867,-0.49768,-0.6782,-0.76998,-1.046,-1.2327,-1.614,-2.037,-2.3724,-2.008,-1.631,-1.172,-0.79371,-0.4059,-0.016365,0.38711,0.7667,1.1463,1.4896,1.3693,1.0072,0.62886,0.24315,-0.13442,-0.51722,-0.89348,-1.2721,-1.7205,-2.0928,-2.4627,-2.8304,-3.0282,-2.6075,-2.2242,-1.8219,-1.4735,-1.1114,-0.86768,-0.54591,-0.39558,-0.2243,-0.14194,-0.084405,0.11206,0.23829,0.23122,0.3212,0.44508,0.53002,0.64215,0.63385,0.72093,0.7561,0.73772,0.51439,0.53339,0.34209,0.40046,0.33513,0.29456,0.41809,0.49236,0.42109,0.4728,0.30025,0.27527,0.033595,0.12241,-0.14194,-0.071385,0.021258,0.031769,0.028115,-0.078821,0.071817,0.20109,0.42581,0.76914,1.1162,1.3539,1.6905,2.0298,2.3081,12
2.2799,2.0299,1.7535,1.4752,1.2558,1.0397,0.82763,0.65481,0.52486,0.46949,0.36497,0.30961,0.33638,0.28875,0.31632,0.43184,0.47208,0.43796,0.36124,0.28428,0.22925,0.15234,0.16051,0.21633,0.18018,0.23002,0.18847,0.16459,0.13193,0.03573,0.010608,-0.023824,-0.14871,-0.30738,-0.36319,-0.42255,-0.51307,-0.52805,-0.57789,-0.6389,-0.74722,-0.89275,-1.1006,-1.2758,-1.4347,-1.6221,-1.8162,-1.9639,-2.0842,-1.9399,-1.6933,-1.423,-1.1522,-0.88124,-0.61229,-0.34266,-0.073864,0.19605,0.4669,0.73851,1.0119,1.2874,1.5647,1.8435,2.0942,2.0891,1.8093,1.5222,1.2402,0.96218,0.68592,0.41204,0.13945,-0.13245,-0.40349,-0.67466,-0.94541,-1.2173,-1.4634,-1.7367,-2.0113,-1.9189,-1.689,-1.4636,-1.2715,-1.0633,-0.91322,-0.70197,-0.61186,-0.51957,-0.4688,-0.4298,-0.3919,-0.36269,-0.36913,-0.37627,-0.43868,-0.37508,-0.36913,-0.36982,-0.43222,-0.36586,-0.30738,-0.23043,-0.18832,-0.1533,-0.13534,-0.1119,-0.044295,-0.062029,0.044219,0.031344,0.061945,0.10202,0.2266,0.28605,0.36099,0.43967,0.47459,0.56017,0.65979,0.74073,0.98639,1.2143,1.4515,1.7281,1.9987,2.2548,12
1.6667,1.5718,1.4033,1.2584,1.1177,0.95756,0.85361,0.77964,0.67714,0.61132,0.55905,0.49197,0.45572,0.37329,0.32037,0.30979,0.25844,0.28289,0.28063,0.19966,0.23192,0.17135,0.14688,0.096121,-0.023296,-0.057832,-0.12971,-0.24709,-0.34979,-0.51025,-0.57447,-0.74782,-0.89592,-1.0124,-1.1726,-1.3006,-1.4341,-1.5634,-1.6475,-1.6817,-1.6804,-1.5789,-1.4309,-1.2688,-1.1281,-0.98572,-0.84219,-0.67344,-0.52837,-0.3828,-0.21256,-0.065995,0.081407,0.25297,0.40147,0.54904,0.72269,0.87246,1.0226,1.1974,1.3456,1.4965,1.6719,1.8202,1.9717,1.9208,1.7524,1.592,1.4399,1.2638,1.112,0.96053,0.78504,0.63409,0.4835,0.30901,0.1611,0.011616,-0.16036,-0.30786,-0.45521,-0.62677,-0.7737,-0.92032,-1.0665,-1.2365,-1.3813,-1.5272,-1.6972,-1.77,-1.7801,-1.7352,-1.6817,-1.5732,-1.4309,-1.3176,-1.1923,-1.0631,-0.94473,-0.79753,-0.66991,-0.53065,-0.45411,-0.39185,-0.26634,-0.2533,-0.20785,-0.18062,-0.13412,-0.11255,-0.030443,0.009104,0.041438,0.11063,0.23479,0.24852,0.34833,0.44512,0.51847,0.63011,0.74224,0.86609,0.94281,1.0736,1.2131,1.3279,1.4961,1.6423,13
2.0793,1.8831,1.6206,1.4455,1.3249,1.0973,1.027,0.95707,0.76086,0.6414,0.63403,0.46491,0.36656,0.39071,0.18501,0.081488,0.023917,0.090727,-0.10214,-0.16554,-0.41587,-0.50532,-0.60949,-0.48601,-0.66412,-0.9164,-1.008,-0.84683,-0.76744,-0.83768,-0.80408,-0.98618,-0.91248,-1.009,-0.96535,-1.0121,-1.0325,-1.1706,-1.3417,-1.3957,-1.5265,-1.6823,-1.7787,-1.8056,-1.7871,-1.6716,-1.5673,-1.4606,-1.0458,-0.65238,-0.25813,0.13684,0.54633,0.95707,1.354,1.7815,2.1283,2.4505,2.433,2.0916,1.6964,1.3148,0.90754,0.5265,0.12151,-0.28134,-0.68158,-1.0966,-1.355,-1.0898,-0.75786,-0.51878,-0.30193,-0.17988,-0.077121,0.044024,-0.026269,-0.10315,-0.15845,-0.12324,-0.16922,-0.13584,-0.12526,-0.041269,-0.075998,-0.08962,-0.051207,-0.010441,-0.076622,-0.1429,-0.22258,-0.28134,-0.28134,-0.40899,-0.41309,-0.54308,-0.61868,-0.67853,-0.67728,-0.81203,-0.85026,-0.74704,-0.74592,-0.67617,-0.52835,-0.35063,-0.22565,-0.20215,-0.085242,-0.081993,-0.060289,0.061625,0.20222,0.27696,0.39163,0.50694,0.55606,0.7291,0.84835,0.98643,1.0692,1.2521,1.3426,1.4532,1.5062,1.6579,1.9039,2.0414,6
1.4294,1.4251,1.2211,1.0654,0.87538,0.63925,0.84798,0.69368,0.47676,0.25207,0.002296,-0.19312,-0.45649,-0.4504,-0.18859,0.043549,0.21269,0.22594,0.12025,-0.033096,-0.14259,-0.39903,-0.61742,-0.82749,-1.0635,-1.2711,-1.4471,-1.6425,-1.8547,-1.9511,-1.7306,-1.4861,-1.2811,-1.0332,-0.78317,-0.53406,-0.28177,-0.30349,-0.30487,-0.33734,-0.37861,-0.50679,-0.52692,-0.58088,-0.68159,-0.72457,-0.74696,-0.76727,-0.70426,-0.48534,-0.22715,-0.003493,0.18771,0.31925,0.4528,0.61262,0.87517,1.0932,1.3052,1.4012,1.5543,1.7599,2.0111,2.2593,2.5089,2.4694,2.2194,1.9683,1.7611,1.5111,1.3562,1.1288,0.90638,0.69389,0.49287,0.30517,0.094869,-0.05323,-0.20808,-0.3854,-0.59666,-0.84976,-0.95366,-1.1202,-1.218,-1.1825,-1.1597,-1.0836,-0.99822,-0.90408,-0.79328,-0.61283,-0.44982,-0.34963,-0.23093,-0.17637,-0.28863,-0.49531,-0.72648,-0.9718,-1.2336,-1.5092,-1.6253,-1.379,-1.1054,-0.89285,-0.60733,-0.38172,-0.18035,-0.000471,0.15583,0.32454,0.30517,0.13651,-0.13211,-0.18859,0.090948,0.29776,0.56013,0.79001,1.0071,1.1484,1.0374,0.81594,0.81716,1.0517,1.2847,1.3897,4
1.8823,1.6875,1.4308,1.2043,0.94947,0.72517,0.56893,0.38197,0.30035,0.17983,0.18302,0.028199,0.098762,-0.06497,-0.041374,-0.18437,-0.11189,-0.26597,-0.43434,-0.41067,-0.51715,-0.69329,-0.71791,-0.8268,-0.78725,-0.9272,-1.0439,-1.0078,-1.1481,-1.2657,-1.1691,-1.2579,-1.245,-1.2462,-1.3425,-1.174,-1.2107,-1.2289,-1.071,-1.0827,-0.96258,-0.89102,-0.85532,-0.68542,-0.59656,-0.43505,-0.32218,-0.22633,-0.048076,0.06403,0.24136,0.36406,0.56003,0.70522,0.82595,1.0173,1.1224,1.2454,1.4057,1.575,1.6653,1.8228,1.93,2.0165,2.1122,2.0736,2.0752,1.9047,1.9745,1.7306,1.4792,1.2351,1.0609,0.88144,0.68296,0.5098,0.3413,0.21237,0.044373,-0.11918,-0.27589,-0.44735,-0.54969,-0.69768,-0.81353,-0.91739,-0.95397,-1.0504,-1.0695,-1.1078,-1.1922,-1.1686,-1.127,-1.1551,-1.078,-1.0985,-1.0187,-1.0695,-0.95503,-0.91459,-0.91191,-0.79096,-0.82169,-0.70206,-0.59549,-0.58016,-0.4528,-0.41556,-0.4669,-0.34532,-0.43393,-0.29096,-0.17995,-0.16901,0.004702,-0.068713,0.063757,0.11073,0.12723,0.28611,0.34335,0.52956,0.68774,0.88114,1.1353,1.3629,1.6193,1.8525,9
1.8634,1.7019,1.4638,1.2513,1.0146,0.80892,0.66669,0.50457,0.28105,0.29534,0.1807,0.11757,0.054262,-0.043839,-0.25314,-0.11987,0.009342,-0.15358,-0.30072,-0.49499,-0.56962,-0.54234,-0.7336,-0.87622,-0.99061,-0.98212,-1.0155,-1.1327,-1.2951,-1.3209,-1.4673,-1.4646,-1.5206,-1.5827,-1.5399,-1.4818,-1.3431,-1.3294,-1.0904,-0.9718,-0.97311,-0.84333,-0.79365,-0.70436,-0.6421,-0.48121,-0.42971,-0.36236,-0.19697,-0.12231,0.055349,0.13912,0.27619,0.42354,0.48909,0.58604,0.80956,0.92872,1.0465,1.1507,1.1977,1.2562,1.4369,1.4856,1.6521,1.6401,1.7183,1.779,1.8436,2.1079,2.0523,1.9153,1.6818,1.4268,1.1646,0.90968,0.71338,0.52031,0.35926,0.24111,0.059363,-0.10117,-0.30254,-0.44131,-0.53168,-0.69453,-0.73115,-0.84851,-0.87782,-0.93591,-1.0966,-1.1456,-1.1498,-1.212,-1.1796,-1.2018,-1.1243,-1.2186,-1.1592,-1.1344,-1.0823,-0.94514,-0.86792,-0.70558,-0.6613,-0.62459,-0.43527,-0.4282,-0.31405,-0.16969,-0.14541,-0.003277,-0.054728,0.075799,0.083037,0.19993,0.19596,0.28891,0.44539,0.47637,0.47355,0.63004,0.7461,0.87103,1.139,1.3533,1.5948,1.837,3
1.1133,0.90302,0.85339,0.66455,0.67446,0.87556,0.89231,0.68282,0.50212,0.29765,0.10067,-0.097022,-0.27463,-0.46942,-0.24554,0.003309,0.27154,0.55726,0.64165,0.8528,1.0807,1.0442,0.9084,0.83214,0.6896,0.57136,0.59699,0.45389,0.18257,-0.10933,-0.33379,-0.39327,-0.21022,-0.076479,0.1135,0.17721,-0.04112,-0.23872,-0.40019,-0.4397,-0.62639,-0.84052,-1.0417,-1.0036,-1.1057,-1.3101,-1.5312,-1.7932,-1.9581,-1.8575,-1.7181,-1.5517,-1.358,-1.165,-0.94748,-0.7234,-0.51212,-0.28143,-0.048836,0.16527,0.39642,0.628,0.83964,1.0717,1.304,1.5365,1.753,1.9858,2.2142,2.4175,2.5029,2.2842,2.0669,1.8289,1.5957,1.3834,1.146,0.9176,0.70547,0.47289,0.24056,0.024889,-0.21022,-0.44407,-0.67859,-0.89069,-1.1154,-1.3336,-1.5325,-1.3342,-1.4853,-1.5285,-1.3534,-1.1862,-1.0634,-1.1431,-1.0646,-0.86843,-0.83303,-1.053,-1.2342,-1.1667,-0.94241,-0.71185,-0.49041,-0.3828,-0.36723,-0.18287,-0.056985,-0.002957,-0.094593,-0.20668,-0.34991,-0.48303,-0.65489,-0.53233,-0.33293,-0.093172,0.13076,0.34024,0.54341,0.66504,0.51775,0.45028,0.64508,0.80697,0.89022,1.0994,2
1.7648,1.6731,1.5336,1.4182,1.3029,1.1875,1.0495,0.93458,0.81992,0.70464,0.56722,0.45316,0.33944,0.22612,0.090292,-0.016283,-0.12707,-0.25543,-0.35849,-0.46469,-0.56918,-0.69333,-0.78379,-0.88881,-0.98061,-1.0861,-1.1642,-1.233,-1.2713,-1.3014,-1.3425,-1.344,-1.3254,-1.3094,-1.2767,-1.2292,-1.1372,-1.0842,-1.0047,-0.91905,-0.81001,-0.71503,-0.61709,-0.49643,-0.39378,-0.30825,-0.20168,-0.088057,0.021293,0.11813,0.22333,0.35214,0.45485,0.56358,0.66925,0.79621,0.90525,1.0135,1.1444,1.258,1.3728,1.4875,1.6259,1.7418,1.7917,1.6765,1.5354,1.4189,1.3032,1.1878,1.0512,0.93812,0.82434,0.68971,0.57691,0.46717,0.35269,0.21541,0.10799,0.002462,-0.1059,-0.23554,-0.34127,-0.44536,-0.55502,-0.67713,-0.78379,-0.88881,-1.0007,-1.0861,-1.193,-1.2656,-1.3589,-1.4241,-1.4738,-1.481,-1.4865,-1.4662,-1.4254,-1.3544,-1.2814,-1.1992,-1.0959,-0.99642,-0.89766,-0.7961,-0.69236,-0.57435,-0.46669,-0.36536,-0.25543,-0.12885,-0.022917,0.089304,0.21961,0.32835,0.4379,0.54815,0.68187,0.79062,0.90525,1.0154,1.1514,1.2632,1.377,1.4893,1.6259,1.7414,7
2.1079,1.9148,1.6779,1.4834,1.2499,1.0209,0.79878,0.6263,0.49182,0.37071,0.30602,0.16421,0.083577,-0.068693,-0.21625,-0.38849,-0.33384,-0.50866,-0.56518,-0.6718,-0.76228,-0.83539,-0.95344,-0.87151,-1.0006,-1.0123,-1.0399,-1.1241,-1.1064,-1.0829,-1.1589,-1.179,-1.1028,-1.1281,-1.0642,-1.097,-1.0355,-1.0327,-1.0116,-0.95705,-0.99218,-0.89005,-0.83539,-0.81822,-0.7306,-0.60243,-0.4626,-0.33384,-0.17262,-0.019422,0.15534,0.33683,0.53931,0.69031,0.85241,1.0342,1.2632,1.5233,1.7048,1.8727,1.9855,1.991,1.8872,1.7918,1.7454,1.5872,1.4386,1.3791,1.2907,1.1211,1.0911,0.94744,0.86469,0.71714,0.66409,0.5632,0.36761,0.26885,0.12725,0.029303,-0.065104,-0.16582,-0.3413,-0.48179,-0.52647,-0.64481,-0.71835,-0.77618,-0.85308,-0.86338,-0.91135,-0.94332,-1.0364,-0.95773,-0.97695,-1.0642,-1.0559,-1.1092,-1.1057,-1.0848,-1.0605,-1.0447,-0.94085,-1.0006,-0.93636,-0.84957,-0.86887,-0.73441,-0.69794,-0.56518,-0.5961,-0.44311,-0.30014,-0.26935,-0.10493,-0.06995,0.026669,0.15995,0.35307,0.42471,0.60271,0.69825,0.92073,1.1521,1.3882,1.5861,1.8245,2.0666,1
2.1642,1.9439,1.7228,1.468,1.2666,1.0453,0.92396,0.76875,0.56885,0.40398,0.27588,0.2129,0.1892,0.15441,0.13163,0.070161,-0.001436,-0.055671,-0.1759,-0.29227,-0.34589,-0.39986,-0.42253,-0.48489,-0.49252,-0.51651,-0.52839,-0.53626,-0.60929,-0.65522,-0.65881,-0.69814,-0.69436,-0.75433,-0.76793,-0.81743,-0.84768,-0.96805,-0.95667,-0.92867,-0.83751,-0.89142,-0.99796,-1.1474,-1.3236,-1.4484,-1.5571,-1.5271,-1.2875,-1.0333,-0.80385,-0.57441,-0.3548,-0.12532,0.12922,0.34918,0.57867,0.80817,1.0377,1.2923,1.5218,1.7513,1.9808,2.1826,2.2162,2.0114,1.8075,1.5867,1.3574,1.1025,0.88186,0.65245,0.42304,0.19364,-0.061174,-0.28183,-0.51126,-0.74067,-0.97007,-1.2249,-1.4627,-1.6432,-1.6549,-1.5871,-1.4917,-1.2706,-1.0617,-1.0182,-0.9325,-0.91054,-0.85651,-0.82397,-0.78603,-0.76512,-0.6941,-0.6084,-0.57441,-0.5703,-0.46945,-0.42846,-0.34589,-0.29772,-0.23506,-0.15874,-0.14861,-0.065519,-0.027031,-0.000292,0.064344,0.094146,0.093639,0.17497,0.21251,0.31461,0.21751,0.34056,0.34199,0.4144,0.55004,0.58428,0.77301,0.94314,1.1609,1.3365,1.5355,1.7608,1.9622,2.1472,12
1.5278,1.4801,1.2607,1.0485,0.86603,0.65443,0.69829,0.53836,0.32838,0.10956,-0.1429,-0.18021,0.01174,0.067988,0.14807,0.027767,-0.15035,-0.39361,-0.65194,-0.88224,-1.0995,-1.3423,-1.5568,-1.6507,-1.4487,-1.1924,-0.98289,-0.81144,-0.6914,-0.66697,-0.74666,-0.83702,-0.97748,-1.031,-1.094,-1.1356,-1.2109,-1.2899,-1.3384,-1.38,-1.3864,-1.3436,-1.1763,-1.0014,-0.83803,-0.59584,-0.43924,-0.27603,-0.20561,-0.13485,-0.059238,-0.041639,0.035384,0.19086,0.2842,0.5695,0.74465,0.94906,1.1456,1.2976,1.439,1.6085,1.8747,2.056,2.2548,2.1204,1.8537,1.8205,1.7389,1.692,1.563,1.3533,1.1472,0.95529,0.74465,0.52319,0.33065,0.35836,0.3073,0.18403,0.041377,-0.13531,-0.31297,-0.52916,-0.6497,-0.87666,-0.94768,-1.0444,-1.0695,-1.1172,-1.1094,-1.3165,-1.2559,-1.0838,-0.9665,-0.83055,-0.61551,-0.50361,-0.40635,-0.37335,-0.45445,-0.62438,-0.84189,-1.0856,-1.239,-0.99504,-0.79547,-0.59346,-0.38279,-0.1262,0.088771,0.30798,0.48845,0.65382,0.8307,0.9891,1.0644,0.93521,0.66358,0.46485,0.49203,0.69128,0.92062,1.0876,1.0638,1.1216,1.3499,1.5009,4
1.6592,1.4653,1.3259,1.2354,0.97412,0.64381,0.69806,0.73653,0.48664,0.19083,-0.10595,-0.23064,0.065416,0.40898,0.37944,0.15373,-0.024642,-0.20914,-0.4553,-0.5632,-0.54165,-0.71001,-0.78398,-1.0064,-1.1807,-1.3182,-1.5204,-1.7367,-1.8204,-1.947,-1.9677,-1.6298,-1.2837,-0.93139,-0.58971,-0.43238,-0.36694,-0.3209,-0.32649,-0.41113,-0.43853,-0.47516,-0.55146,-0.46479,-0.41797,-0.1156,0.19678,0.37711,0.48195,0.57794,0.51014,0.60238,0.66808,0.70744,0.80477,0.8124,0.80477,0.85422,0.8199,0.80477,0.66249,0.68472,0.80079,0.86189,0.86866,1.0421,1.2684,1.6349,1.8743,1.6261,1.2764,0.95559,0.72281,0.63444,0.49216,0.35846,0.29159,0.13034,-0.099527,-0.25223,-0.60258,-0.77366,-0.99591,-1.1961,-1.1798,-1.2343,-1.2543,-1.2226,-1.2242,-1.2466,-1.2382,-1.2397,-1.4019,-1.3751,-1.1724,-1.1095,-0.94783,-0.98686,-1.0744,-1.3287,-1.2638,-1.009,-0.72139,-0.55967,-0.48338,-0.38502,-0.49727,-0.74699,-0.96208,-0.57555,-0.19386,0.10544,0.30178,0.48532,0.31542,0.64381,0.9749,1.1975,1.1832,1.3971,1.5972,1.5292,1.7384,1.6949,1.7237,1.6278,1.656,1.6286,14
1.5935,1.5695,1.3819,1.1892,1.0692,1.1801,1.0644,0.86417,0.66485,0.6124,0.76888,0.76376,0.6124,0.40187,0.18735,-0.02635,-0.25852,-0.24175,-0.082892,0.082077,0.1806,0.095586,-0.004636,-0.15203,-0.33887,-0.53022,-0.77785,-1.0519,-1.3524,-1.6021,-1.5618,-1.3153,-1.1083,-0.90852,-0.70816,-0.66817,-0.67921,-0.73972,-0.8441,-0.95095,-1.0415,-1.1453,-1.4175,-1.6439,-1.7162,-1.6119,-1.6342,-1.7367,-1.6402,-1.438,-1.2511,-1.1113,-0.95095,-0.90934,-0.76329,-0.54417,-0.3658,-0.18382,-0.021102,0.11202,0.34113,0.53884,0.73899,0.94124,1.1801,1.3829,1.5239,1.6366,1.8781,2.087,2.2411,2.0052,1.7935,1.5856,1.3739,1.3723,1.2404,1.0526,0.88741,0.68708,0.54048,0.39073,0.21978,0.019998,-0.20252,-0.34211,-0.48081,-0.56878,-0.60745,-0.65376,-0.67331,-0.75795,-0.95095,-1.199,-1.162,-1.0183,-0.89124,-0.84621,-0.81139,-0.7582,-0.93361,-0.81191,-0.61151,-0.46628,-0.356,-0.27771,-0.18628,-0.23403,-0.3886,-0.55821,-0.42181,-0.16523,0.023638,0.19589,0.37215,0.53141,0.56363,0.44979,0.41127,0.62095,0.82064,0.95118,0.93217,1.0461,1.2353,1.1822,1.4184,1.5578,4
2.014,1.8836,1.6905,1.466,1.2456,1.0961,0.91666,0.81561,0.64771,0.55589,0.35257,0.24282,0.10123,-0.002014,-0.12625,-0.16806,-0.32097,-0.38987,-0.49329,-0.63164,-0.62198,-0.78342,-0.86319,-0.95843,-1.0168,-1.0495,-1.0326,-1.1651,-1.1031,-1.1573,-1.2542,-1.2122,-1.2483,-1.1697,-1.1753,-1.1596,-1.1566,-1.1343,-1.1084,-0.96915,-0.89917,-0.8086,-0.71138,-0.57815,-0.45673,-0.38958,-0.26413,-0.14394,-0.008238,0.11951,0.28621,0.39653,0.55907,0.65006,0.84621,1.0087,1.2561,1.5269,1.7619,1.9284,1.8835,1.6332,1.6376,1.6459,1.5988,1.5283,1.4983,1.314,1.3017,1.1573,1.0603,0.87768,0.75198,0.68206,0.50956,0.43035,0.30696,0.20824,0.095162,-0.05786,-0.1375,-0.29237,-0.37242,-0.41375,-0.61463,-0.68069,-0.75684,-0.88586,-0.96455,-1.0876,-1.0648,-1.097,-1.1435,-1.1084,-1.1515,-1.1154,-1.0622,-1.1953,-1.1909,-1.126,-1.0453,-1.1379,-1.0742,-0.98095,-0.97001,-0.89384,-0.87475,-0.77218,-0.62182,-0.61341,-0.42503,-0.3532,-0.28554,-0.16927,-0.031797,0.082236,0.16069,0.34756,0.46949,0.53433,0.7428,0.87438,1.0167,1.1283,1.3462,1.5665,1.7587,1.9825,3
2.0614,2.0639,1.8881,1.7507,1.5644,1.3807,1.1999,1.0442,0.91929,0.801,0.66638,0.54037,0.4237,0.35086,0.22134,0.13851,0.023479,-0.000908,-0.093778,-0.22057,-0.29356,-0.37579,-0.42886,-0.51865,-0.59746,-0.66451,-0.70667,-0.80449,-0.88988,-0.90805,-0.96552,-1.008,-1.043,-1.1104,-1.108,-1.0891,-1.1026,-1.1432,-1.1021,-1.0617,-1.0421,-0.99911,-0.90123,-0.8182,-0.73636,-0.6212,-0.50933,-0.34315,-0.19741,-0.034011,0.04562,0.18115,0.27514,0.38014,0.38791,0.40052,0.31974,0.3036,0.54788,0.78199,1.0167,1.1999,1.4502,1.7021,1.9556,2.1258,2.0107,1.8406,1.5826,1.3081,1.0532,0.8155,0.67825,0.63089,0.47098,0.34171,0.19944,0.094403,0.017837,-0.12619,-0.26276,-0.39104,-0.51014,-0.61911,-0.68318,-0.8151,-0.8926,-1.0033,-1.054,-1.1392,-1.1943,-1.2028,-1.2474,-1.2761,-1.3423,-1.3918,-1.3773,-1.3433,-1.2931,-1.2781,-1.2947,-1.2438,-1.1609,-1.0842,-0.99349,-0.92862,-0.81112,-0.72471,-0.58916,-0.53329,-0.40203,-0.35477,-0.19965,-0.068467,0.083303,0.24649,0.3036,0.47956,0.66851,0.65662,0.81077,0.92074,1.0397,1.2739,1.3552,1.5405,1.7396,1.9964,11
2.1475,1.9738,1.721,1.5114,1.2727,1.0755,0.89101,0.7868,0.57573,0.53518,0.36497,0.34531,0.16025,0.12758,0.009536,-0.044893,-0.20212,-0.3817,-0.42194,-0.58364,-0.7365,-0.84965,-0.87395,-1.0173,-1.1294,-1.1815,-1.2172,-1.3599,-1.2784,-1.394,-1.4264,-1.4371,-1.5022,-1.5138,-1.3579,-1.3012,-1.2986,-1.1131,-1.1149,-0.95535,-0.89521,-0.74138,-0.65558,-0.5062,-0.39755,-0.25052,-0.12163,0.036054,0.085226,0.20768,0.43624,0.69935,0.82934,0.7052,0.866,1.0454,1.219,1.336,1.4287,1.4536,1.4585,1.5051,1.5281,1.413,1.4902,1.3959,1.3047,1.3035,1.1992,1.0881,1.0726,0.99741,0.82693,0.74403,0.56866,0.60059,0.44829,0.31124,0.1885,0.03172,-0.17068,-0.26395,-0.35084,-0.47623,-0.54104,-0.61061,-0.67258,-0.81683,-0.88748,-0.92553,-0.96708,-1.0039,-1.1515,-1.1159,-1.1399,-1.2179,-1.132,-1.0693,-1.1717,-1.1507,-1.0677,-1.1464,-1.0009,-0.95535,-0.86534,-0.79273,-0.73145,-0.63531,-0.6524,-0.53008,-0.44012,-0.35395,-0.21634,-0.08478,0.058404,0.13109,0.24949,0.2282,0.40377,0.481,0.6751,0.80454,0.97647,1.1948,1.4131,1.6324,1.8885,2.1099,3
